BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2013;310781695;750043994;M1160;;1;0.5;0;0;0;0
IMAGES_P;2013;310781695;750043994;NAUT;;1;0.5;;;;
IMAGES_P;2013;310781984;310014378;M1160;;1;0.53;0;0;0;0
IMAGES_P;2013;310781984;310014378;N4130;1;1;1.08;0;0;;
IMAGES_P;2013;310782347;310789136;M1160;5;7;6.51;;;;
IMAGES_P;2013;310782347;310789136;M1210;2;;2;;;;
IMAGES_P;2013;310782347;310789136;N4130;15;5;16.71;;;;
IMAGES_P;2013;310782347;310789136;N4160;1;;1;;;;
IMAGES_P;2013;310782347;310789136;NAUT;6;2;7.74;;;;
IMAGES_P;2013;310783048;310781406;M1160;4;13;10.45;0;1;1;1
IMAGES_P;2013;310783048;310781406;M1210;6;0;6;0;0;;
IMAGES_P;2013;310783048;310781406;N4130;62;12;68.73;1;1;;
IMAGES_P;2013;310783048;310781406;N4160;5;0;3.55;;;;
IMAGES_P;2013;310783048;310781406;NAUT;30;10;39.95;;;;
IMAGES_P;2013;310783055;310781406;M1160;8;14;13.95;0;1;1;1
IMAGES_P;2013;310783055;310781406;M1210;2;4;4;0;0;;
IMAGES_P;2013;310783055;310781406;N4130;63;18;73.68;1;1;;
IMAGES_P;2013;310783055;310781406;N4160;8;;6.55;;;;
IMAGES_P;2013;310783055;310781406;NAUT;36;4;36.24;;;;
IMAGES_P;2013;310784558;310180013;M1160;0;1;0.56;0;0;0;0
IMAGES_P;2013;310784558;310180013;N4130;1;0;1;0;0;;
IMAGES_P;2013;310784558;310180013;NAUT;0;1;0.8;;;;
IMAGES_P;2013;310787304;310781406;NAUT;;1;0.8;;;;
IMAGES_P;2013;320000086;320780117;M1160;4;0;4;0;1;0;1
IMAGES_P;2013;320000086;320780117;N4130;17;7;23;1;0;;
IMAGES_P;2013;320000086;320780117;NAUT;6;1;6.29;;;;
IMAGES_P;2013;320000102;320780133;M1160;;1;0.5;0;0;0;0
IMAGES_P;2013;320000102;320780133;N4130;4;;4;;1;;
IMAGES_P;2013;320780067;320000052;M1160;1;;1;0;1;0;0
IMAGES_P;2013;320780067;320000052;N4130;1;2;2;0;1;;
IMAGES_P;2013;320780067;320000052;NAUT;1;;1;;;;
IMAGES_P;2013;320784333;320000565;M1160;0;1;0.1;0;0;0;0
IMAGES_P;2013;320784333;320000565;N4130;;1;0.4;0;0;;
IMAGES_P;2013;320784333;320000565;N4160;1;;1;;;;
IMAGES_P;2013;330000332;330780545;M1160;;4;1;0;1;0;0
IMAGES_P;2013;330000332;330780545;N4130;1;1;2.2;0;0;;
IMAGES_P;2013;330000332;330780545;NAUT;1;;1;;;;
IMAGES_P;2013;330000340;330780552;M1160;;11;4.4;0;1;0;0
IMAGES_P;2013;330000340;330780552;N4130;8;4;11.2;0;1;;
IMAGES_P;2013;330000340;330780552;N4160;1;;1;;;;
IMAGES_P;2013;330000340;330780552;NAUT;10;1;9.12;;;;
IMAGES_P;2013;330000555;330781204;M1160;3;;3;0;1;;
IMAGES_P;2013;330000555;330781204;N4130;11;;10.61;1;;;
IMAGES_P;2013;330000555;330781204;N4160;1;;0.2;;;;
IMAGES_P;2013;330000555;330781204;NAUT;6;;4.79;;;;
IMAGES_P;2013;330000571;330781220;M1160;1;;1;0;1;0;0
IMAGES_P;2013;330000571;330781220;N4130;10;1;10.06;0;0;;
IMAGES_P;2013;330000571;330781220;NAUT;4;1;4.41;;;;
IMAGES_P;2013;330000589;330027509;N4130;16;1;16.06;;;;
IMAGES_P;2013;330000589;330027509;NAUT;15;1;13.72;;;;
IMAGES_P;2013;330000597;330027509;N4130;2;1;2.8;;;;
IMAGES_P;2013;330000597;330027509;NAUT;2;1;1.61;;;;
IMAGES_P;2013;330000605;330781253;M1160;6;1;6.94;0;1;;
IMAGES_P;2013;330000605;330781253;N4130;27;6;30.35;;;;
IMAGES_P;2013;330000605;330781253;N4160;1;;1;;;;
IMAGES_P;2013;330000605;330781253;NAUT;11;2;11.77;;;;
IMAGES_P;2013;330000613;330781261;M1160;1;;1;0;0;0;0
IMAGES_P;2013;330000613;330781261;N4130;5;;4.54;0;1;;
IMAGES_P;2013;330000613;330781261;N4160;1;;0.4;;;;
IMAGES_P;2013;330000613;330781261;NAUT;2;;2;;;;
IMAGES_P;2013;330000662;330781329;M1160;6;11;7;0;;0;0
IMAGES_P;2013;330000662;330781329;M1210;2;1;2.13;0;;;
IMAGES_P;2013;330000662;330781329;N4130;21;5;21.23;0;1;;
IMAGES_P;2013;330000662;330781329;N4160;2;;1.99;;;;
IMAGES_P;2013;330000662;330781329;NAUT;18;6;21.95;;;;
IMAGES_P;2013;330780271;330021429;NAUT;;1;0.5;;;;
IMAGES_P;2013;330780354;330000225;M1160;6;;2;;;;
IMAGES_P;2013;330780479;330000274;M1160;;17;4.25;;;;
IMAGES_P;2013;330780479;330000274;M1210;;3;1.64;;;;
IMAGES_P;2013;330780479;330000274;N4130;17;1;17.5;0;1;;
IMAGES_P;2013;330780479;330000274;N4160;2;1;2.8;;;;
IMAGES_P;2013;330780479;330000274;NAUT;10;4;12.71;;;;
IMAGES_P;2013;330780560;330781386;N4130;;1;0.5;0;0;;
IMAGES_P;2013;330781139;330056540;N4130;1;1;1.08;0;0;;
IMAGES_P;2013;330781154;330055542;N4130;;1;0.5;0;0;;
IMAGES_P;2013;330781188;330056540;M1160;;1;0.2;0;0;0;0
IMAGES_P;2013;330781188;330056540;N4130;1;;0.2;0;0;;
IMAGES_P;2013;330781303;750821092;M1160;4;2;3.95;0;1;0;0
IMAGES_P;2013;330781303;750821092;N4130;17;4;17.59;1;0;;
IMAGES_P;2013;330781303;750821092;N4160;1;0;1;;;;
IMAGES_P;2013;330781303;750821092;NAUT;4;3;4.84;;;;
IMAGES_P;2013;330781352;330781196;M1160;3;5;5;0;0;;
IMAGES_P;2013;330781352;330781196;N4130;27;3;30;1;0;;
IMAGES_P;2013;330781352;330781196;NAUT;11;1;11.8;;;;
IMAGES_P;2013;330781360;330781196;M1160;18;16;19.5;0;1;;
IMAGES_P;2013;330781360;330781196;M1210;7;1;3.6;0;1;;
IMAGES_P;2013;330781360;330781196;N4130;109;13;115.88;;;;
IMAGES_P;2013;330781360;330781196;NAUT;53;11;61.12;;;;
IMAGES_P;2013;330782582;330000928;M1160;3;;3;0;0;;
IMAGES_P;2013;330783648;330781196;M1160;9;3;9;0;1;;
IMAGES_P;2013;330783648;330781196;M1210;9;5;8;;;;
IMAGES_P;2013;330783648;330781196;N4130;79;12;86.2;1;0;;
IMAGES_P;2013;330783648;330781196;N4160;8;;8;;;;
IMAGES_P;2013;330783648;330781196;NAUT;45;7;51.31;;;;
IMAGES_P;2013;330802778;310020383;N4130;0;1;0.23;0;0;;
IMAGES_P;2013;330804501;330781212;N4130;1;;1;0;0;;
IMAGES_P;2013;330804501;330781212;N4160;1;;1;;;;
IMAGES_P;2013;330804501;330781212;NAUT;1;;1;;;;
IMAGES_P;2013;340000025;340780048;M1160;;1;0.4;0;0;0;0
IMAGES_P;2013;340000025;340780048;N4130;2;;2;0;0;;
IMAGES_P;2013;340000033;340780055;M1160;8;5;9.03;0;1;1;0
IMAGES_P;2013;340000033;340780055;N4130;33;7;36.27;1;1;;
IMAGES_P;2013;340000033;340780055;N4160;1;;1;;;;
IMAGES_P;2013;340000033;340780055;NAUT;24;5;20.87;;;;
IMAGES_P;2013;340000207;340780493;M1160;5;1;3.5;0;1;0;0
IMAGES_P;2013;340000207;340780493;M1210;2;5;4.37;0;0;;
IMAGES_P;2013;340000207;340780493;N4130;11;3;12.35;0;0;;
IMAGES_P;2013;340000207;340780493;N4160;1;0;0.5;;;;
IMAGES_P;2013;340000207;340780493;NAUT;7;3;6.56;;;;
IMAGES_P;2013;340000215;340780519;N4130;3;1;3.8;0;0;;
IMAGES_P;2013;340000223;340011295;M1160;6;;6.03;0;1;;
IMAGES_P;2013;340000223;340011295;M1210;;;;0;1;;
IMAGES_P;2013;340000223;340011295;N4130;18;4;21.46;0;0;;
IMAGES_P;2013;340000223;340011295;N4160;1;;1;;;;
IMAGES_P;2013;340000223;340011295;NAUT;6;4;7.17;;;;
IMAGES_P;2013;340000439;340780881;N4130;;1;0.12;0;0;;
IMAGES_P;2013;340001064;340013028;M1160;;1;0.2;0;0;0;0
IMAGES_P;2013;340001064;340013028;N4130;;1;0.5;0;0;;
IMAGES_P;2013;340009885;340009877;M1160;18;;18;0;1;0;0
IMAGES_P;2013;340009885;340009877;M1210;0;;;0;1;;
IMAGES_P;2013;340009885;340009877;N4130;5;1;5;0;1;;
IMAGES_P;2013;340009885;340009877;NAUT;5;0;5;;;;
IMAGES_P;2013;340015965;340000074;M1160;6;0;6;0;1;0;0
IMAGES_P;2013;340015965;340000074;N4130;12;;12;0;1;;
IMAGES_P;2013;340015965;340000074;N4160;3;;3;;;;
IMAGES_P;2013;340015965;340000074;NAUT;21;;21;;;;
IMAGES_P;2013;340780212;340796069;N4130;1;0;0.88;0;0;;
IMAGES_P;2013;340780220;340796358;N4130;;1;0.64;0;0;;
IMAGES_P;2013;340780436;340011295;NAUT;1;;0.5;;;;
IMAGES_P;2013;340780568;340000256;NAUT;1;;0.1;;;;
IMAGES_P;2013;340780642;340785856;M1160;2;5;5;0;1;0;0
IMAGES_P;2013;340780642;340785856;N4130;3;9;10.5;0;1;;
IMAGES_P;2013;340780642;340785856;N4160;;2;1;;;;
IMAGES_P;2013;340780642;340785856;NAUT;2;1;2.8;;;;
IMAGES_P;2013;340780667;340000280;M1160;9;4;11.5;0;1;;
IMAGES_P;2013;340780667;340000280;N4130;19;2;20.25;1;1;;
IMAGES_P;2013;340780667;340000280;N4160;2;0;2;;;;
IMAGES_P;2013;340780667;340000280;NAUT;20;1;20.5;;;;
IMAGES_P;2013;340780725;340000330;M1160;4;4;6.5;1;0;0;0
IMAGES_P;2013;340780725;340000330;N4130;9;2;10;1;0;;
IMAGES_P;2013;340780725;340000330;N4160;1;;1;;;;
IMAGES_P;2013;340781608;340015171;N4130;;1;0.42;0;0;;
IMAGES_P;2013;340782036;340780477;M1160;8;;7.95;1;1;;
IMAGES_P;2013;340782036;340780477;N4130;28;2;28.67;1;1;;
IMAGES_P;2013;340782036;340780477;NAUT;8;;11.49;;;;
IMAGES_P;2013;340782085;340780477;M1160;8;7;7.27;1;1;;
IMAGES_P;2013;340782085;340780477;M1210;7;;3.23;1;1;;
IMAGES_P;2013;340782085;340780477;N4130;37;14;48.46;1;1;;
IMAGES_P;2013;340782085;340780477;NAUT;11;6;18.59;;;;
IMAGES_P;2013;340785161;340780477;M1160;11;4;10.96;;;;
IMAGES_P;2013;340785161;340780477;M1210;7;;3.03;;;;
IMAGES_P;2013;340785161;340780477;N4130;70;14;80.3;;;;
IMAGES_P;2013;340785161;340780477;NAUT;13;14;25.93;;;;
IMAGES_P;2013;340789981;340001866;N4130;;1;0.28;0;0;;
IMAGES_P;2013;340796093;340796069;N4130;1;;0.23;0;0;;
IMAGES_P;2013;340796663;340780477;M1160;8;6;11.46;;;;
IMAGES_P;2013;340796663;340780477;N4130;34;11;41.99;;;;
IMAGES_P;2013;340796663;340780477;NAUT;19;10;27.08;;;;
IMAGES_P;2013;340798511;340798503;M1160;3;;3;0;0;0;0
IMAGES_P;2013;340798511;340798503;N4130;14;;14;0;0;;
IMAGES_P;2013;340798511;340798503;N4160;2;2;3;;;;
IMAGES_P;2013;350000121;350000303;M1160;13;;6.5;;;;
IMAGES_P;2013;350000147;350000022;M1160;6;0;4.75;0;1;1;0
IMAGES_P;2013;350000147;350000022;N4130;18;3;19.5;1;1;;
IMAGES_P;2013;350000147;350000022;N4160;;1;0.8;;;;
IMAGES_P;2013;350000147;350000022;NAUT;15;3;16.35;;;;
IMAGES_P;2013;350000154;350000030;M1160;3;;3;0;1;;
IMAGES_P;2013;350000154;350000030;N4130;10;3;12.21;1;0;;
IMAGES_P;2013;350000154;350000030;N4160;1;1;1.05;;;;
IMAGES_P;2013;350000154;350000030;NAUT;6;5;7.5;;;;
IMAGES_P;2013;350000162;350000048;M1160;1;0;1.57;0;1;;
IMAGES_P;2013;350000162;350000048;N4130;7;4;9.01;1;0;;
IMAGES_P;2013;350000162;350000048;N4160;1;0;0.68;;;;
IMAGES_P;2013;350000162;350000048;NAUT;4;0;3.78;;;;
IMAGES_P;2013;350000188;350000055;M1160;2;1;2.56;0;1;;
IMAGES_P;2013;350000188;350000055;N4130;9;;8.92;0;1;;
IMAGES_P;2013;350000188;350000055;N4160;1;;1;;;;
IMAGES_P;2013;350000188;350000055;NAUT;1;2;2.7;;;;
IMAGES_P;2013;350000337;350000246;M1160;;3;0.48;;0;0;0
IMAGES_P;2013;350000337;350000246;N4130;2;;1.05;0;0;;
IMAGES_P;2013;350000337;350000246;NAUT;1;;0.84;;;;
IMAGES_P;2013;350000741;350005179;M1160;17;3;10.65;0;1;;
IMAGES_P;2013;350000741;350005179;N4130;58;24;77.32;1;0;;
IMAGES_P;2013;350000741;350005179;N4160;4;0;3.3;;;;
IMAGES_P;2013;350000741;350005179;NAUT;54;10;62.14;;;;
IMAGES_P;2013;350002200;350029948;M1160;;;;0;0;0;1
IMAGES_P;2013;350002200;350029948;N4130;;1;0.9;0;0;;
IMAGES_P;2013;350002234;750720575;N4130;1;;1;0;0;;
IMAGES_P;2013;350002812;350023503;M1160;4;2;5.7;0;0;0;0
IMAGES_P;2013;350002812;350023503;M1210;8;1;6.13;0;0;;
IMAGES_P;2013;350002812;350023503;N4130;18;8;21.91;0;0;;
IMAGES_P;2013;350002812;350023503;N4160;2;0;2;;;;
IMAGES_P;2013;350002812;350023503;NAUT;9;2;9.65;;;;
IMAGES_P;2013;350007084;350005179;M1160;11;4;7.07;0;1;;
IMAGES_P;2013;350007084;350005179;N4130;21;8;24.6;1;0;;
IMAGES_P;2013;350007084;350005179;N4160;1;1;1.6;;;;
IMAGES_P;2013;350007084;350005179;NAUT;18;6;21.08;;;;
IMAGES_P;2013;360000038;360000046;M1160;0;3;2.4;0;1;;
IMAGES_P;2013;360000038;360000046;N4130;2;2;3.59;0;1;;
IMAGES_P;2013;360000038;360000046;NAUT;0;1;0.8;;;;
IMAGES_P;2013;360000137;360000053;M1160;4;2;4.93;;;;
IMAGES_P;2013;360000137;360000053;N4130;32;4;35.1;;;;
IMAGES_P;2013;360000137;360000053;N4160;2;;2;;;;
IMAGES_P;2013;360000137;360000053;NAUT;11;1;11.8;;;;
IMAGES_P;2013;360000160;360000079;M1160;8;;2.14;0;1;0;0
IMAGES_P;2013;360000160;360000079;N4130;4;4;7.11;0;1;;
IMAGES_P;2013;360000160;360000079;N4160;1;;0.2;;;;
IMAGES_P;2013;360000160;360000079;NAUT;4;;3.93;;;;
IMAGES_P;2013;370000085;370000077;M1160;3;23;11;1;1;0;0
IMAGES_P;2013;370000085;370000077;N4130;11;;11;1;1;;
IMAGES_P;2013;370000085;370000077;NAUT;5;2;6;;;;
IMAGES_P;2013;370000093;370000192;M1160;5;20;12;1;1;0;0
IMAGES_P;2013;370000093;370000192;N4130;12;;12;1;1;;
IMAGES_P;2013;370000093;370000192;NAUT;5;2;6;;;;
IMAGES_P;2013;370000499;370000481;M1160;3;6;3.97;0;1;;
IMAGES_P;2013;370000499;370000481;N4130;13;5;17.17;;;;
IMAGES_P;2013;370000499;370000481;N4160;1;0;1;;;;
IMAGES_P;2013;370000499;370000481;NAUT;7;2;8.97;;;;
IMAGES_P;2013;370000580;370000564;M1160;1;1;1.2;0;0;0;0
IMAGES_P;2013;370000580;370000564;N4130;3;;3;0;0;;
IMAGES_P;2013;370000580;370000564;N4160;;1;0.5;;;;
IMAGES_P;2013;370000580;370000564;NAUT;2;;1.75;;;;
IMAGES_P;2013;370000861;370000481;M1160;14;3;11.72;0;1;;
IMAGES_P;2013;370000861;370000481;M1210;7;4;5.6;0;0;;
IMAGES_P;2013;370000861;370000481;N4130;25;9;31.97;;;;
IMAGES_P;2013;370000861;370000481;N4160;1;0;1.5;;;;
IMAGES_P;2013;370000861;370000481;NAUT;26;10;32.87;;;;
IMAGES_P;2013;370000879;370000564;M1160;3;1;3.2;0;1;0;0
IMAGES_P;2013;370000879;370000564;N4130;4;6;8.39;0;1;;
IMAGES_P;2013;370000879;370000564;N4160;2;0;0.6;;;;
IMAGES_P;2013;370000879;370000564;NAUT;2;2;3.16;;;;
IMAGES_P;2013;370000903;370000614;M1160;2;;2;0;1;0;0
IMAGES_P;2013;370000903;370000614;N4130;6;;6;0;1;;
IMAGES_P;2013;370000903;370000614;N4160;1;;0.26;;;;
IMAGES_P;2013;370000903;370000614;NAUT;4;;2.71;;;;
IMAGES_P;2013;370004467;370000481;M1160;7;2;6.63;0;1;0;0
IMAGES_P;2013;370004467;370000481;M1210;6;1;2.05;0;1;;
IMAGES_P;2013;370004467;370000481;N4130;37;10;45.43;;;;
IMAGES_P;2013;370004467;370000481;N4160;3;0;2.5;;;;
IMAGES_P;2013;370004467;370000481;NAUT;25;11;33.21;;;;
IMAGES_P;2013;370007569;370007528;M1160;0;4;0.2;;;;
IMAGES_P;2013;380000018;380780023;N4130;;1;0.7;0;0;;
IMAGES_P;2013;380000026;380780031;M1160;3;;1.84;0;1;0;0
IMAGES_P;2013;380000026;380780031;N4130;5;2;5.83;0;0;;
IMAGES_P;2013;380000026;380780031;NAUT;2;;2.25;;;;
IMAGES_P;2013;380000034;380780049;M1160;8;;7.95;0;1;0;0
IMAGES_P;2013;380000034;380780049;N4130;16;13;27;1;0;;
IMAGES_P;2013;380000034;380780049;NAUT;9;2;10.53;;;;
IMAGES_P;2013;380000042;380780056;N4130;5;2;6.07;0;1;;
IMAGES_P;2013;380000042;380780056;N4160;1;;0.08;;;;
IMAGES_P;2013;380000042;380780056;NAUT;2;2;2.54;;;;
IMAGES_P;2013;380000059;380780072;M1160;;1;0.5;0;0;0;0
IMAGES_P;2013;380000059;380780072;N4130;1;;1;0;0;;
IMAGES_P;2013;380000059;380780072;NAUT;1;;0.5;;;;
IMAGES_P;2013;380000067;380780080;M1160;20;3;17.11;1;1;0;1
IMAGES_P;2013;380000067;380780080;M1210;5;;3.93;0;0;;
IMAGES_P;2013;380000067;380780080;N4130;84;21;100.77;;;;
IMAGES_P;2013;380000067;380780080;NAUT;45;8;55.46;;;;
IMAGES_P;2013;380000091;380780171;N4130;2;1;2.8;0;0;;
IMAGES_P;2013;380000109;380780213;M1160;;1;0.09;0;0;0;0
IMAGES_P;2013;380000109;380780213;N4130;;2;1.8;0;0;;
IMAGES_P;2013;380000109;380780213;NAUT;;1;0.54;;;;
IMAGES_P;2013;380000133;380780247;N4130;2;1;2.6;0;0;;
IMAGES_P;2013;380000133;380780247;NAUT;1;0;1;;;;
IMAGES_P;2013;380000174;380781435;M1160;1;0;3.16;0;1;1;0
IMAGES_P;2013;380000174;380781435;N4130;15;7;20.27;1;0;;
IMAGES_P;2013;380000174;380781435;N4160;1;0;1;;;;
IMAGES_P;2013;380000174;380781435;NAUT;11;5;12.8;;;;
IMAGES_P;2013;380000406;380784751;M1160;3;0;3;1;0;;
IMAGES_P;2013;380000406;380784751;N4130;9;4;12.41;1;0;;
IMAGES_P;2013;380000406;380784751;N4160;1;0;1;;;;
IMAGES_P;2013;380000406;380784751;NAUT;10;1;10.53;;;;
IMAGES_P;2013;380780288;380795203;M1160;;3;1;0;1;0;0
IMAGES_P;2013;380780288;380795203;N4130;1;1;1.83;;;;
IMAGES_P;2013;380780379;380798249;M1160;;4;0.3;0;0;0;0
IMAGES_P;2013;380780379;380798249;NAUT;;1;0.5;;;;
IMAGES_P;2013;380782722;380780080;M1160;3;1;3.85;0;0;0;0
IMAGES_P;2013;380782722;380780080;N4130;15;3;17.68;;;;
IMAGES_P;2013;380782722;380780080;NAUT;5;4;7.81;;;;
IMAGES_P;2013;380785956;380795211;M1160;;;;0;1;1;0
IMAGES_P;2013;380785956;380795211;N4130;;;;1;1;;
IMAGES_P;2013;390000040;390780146;M1160;1;3;2.5;0;;;
IMAGES_P;2013;390000040;390780146;N4130;13;3;15.4;1;0;;
IMAGES_P;2013;390000040;390780146;N4160;1;;1;;;;
IMAGES_P;2013;390000057;390780153;M1160;0;2;0.35;0;0;0;0
IMAGES_P;2013;390000057;390780153;N4130;1;1;1.3;0;0;;
IMAGES_P;2013;390000057;390780153;NAUT;1;;1;;;;
IMAGES_P;2013;390000065;390780161;M1160;3;1;3.68;;1;0;0
IMAGES_P;2013;390000065;390780161;N4130;6;1;5.76;;1;;
IMAGES_P;2013;390000065;390780161;NAUT;1;1;1.25;;;;
IMAGES_P;2013;390000073;390780179;M1160;;1;0.5;0;0;0;0
IMAGES_P;2013;390000073;390780179;N4130;1;;1;0;0;;
IMAGES_P;2013;390000172;250006335;N4130;;1;0.46;0;0;;
IMAGES_P;2013;390000214;390780591;M1160;;2;1.2;0;1;0;0
IMAGES_P;2013;390000214;390780591;N4130;4;1;4.9;0;0;;
IMAGES_P;2013;390000214;390780591;N4160;1;;0.96;;;;
IMAGES_P;2013;390000222;390780609;M1160;1;1;2.11;0;1;;
IMAGES_P;2013;390000222;390780609;N4130;13;3;14.32;0;0;;
IMAGES_P;2013;390000222;390780609;N4160;1;;1;;;;
IMAGES_P;2013;390000222;390780609;NAUT;4;1;5.25;;;;
IMAGES_P;2013;400000105;400780193;M1160;20;1;3.4;0;1;0;0
IMAGES_P;2013;400000105;400780193;N4130;16;3;18.44;0;0;;
IMAGES_P;2013;400000105;400780193;NAUT;8;1;8.83;;;;
IMAGES_P;2013;400000139;400011177;M1160;5;;5;0;1;;
IMAGES_P;2013;400000139;400011177;M1210;2;;2;0;0;;
IMAGES_P;2013;400000139;400011177;N4130;19;11;26.71;1;0;;
IMAGES_P;2013;400000139;400011177;N4160;1;0;1;;;;
IMAGES_P;2013;400000139;400011177;NAUT;11;1;12.1;;;;
IMAGES_P;2013;400780250;400011177;N4130;0;0;0.28;0;0;;
IMAGES_P;2013;400782769;400001764;M1160;2;;2;0;1;0;0
IMAGES_P;2013;400782769;400001764;N4130;2;3;4;0;1;;
IMAGES_P;2013;400782769;400001764;NAUT;5;;5;;;;
IMAGES_P;2013;400791018;400790994;N4130;1;;0.99;0;0;;
IMAGES_P;2013;410000020;410000087;M1160;5;4;7.02;1;0;0;0
IMAGES_P;2013;410000020;410000087;N4130;25;9;28.78;1;0;;
IMAGES_P;2013;410000020;410000087;N4160;1;0;1;;;;
IMAGES_P;2013;410000020;410000087;NAUT;11;1;10.97;;;;
IMAGES_P;2013;410000038;410000095;M1160;;;;0;1;1;0
IMAGES_P;2013;410000038;410000095;N4130;4;;4;0;1;;
IMAGES_P;2013;410000046;410000103;M1160;3;0;2.67;0;1;0;0
IMAGES_P;2013;410000046;410000103;N4130;12;1;12;1;0;;
IMAGES_P;2013;410000046;410000103;N4160;0;0;0.63;;;;
IMAGES_P;2013;410000046;410000103;NAUT;3;1;3.85;;;;
IMAGES_P;2013;410000053;410000111;M1160;;1;0.6;0;0;0;0
IMAGES_P;2013;410000053;410000111;N4130;1;;1;0;0;;
IMAGES_P;2013;410000418;410008122;N4130;;2;1.19;0;0;;
IMAGES_P;2013;420000010;420780033;M1160;6;3;6.46;0;1;0;0
IMAGES_P;2013;420000010;420780033;N4130;17;8;22.3;0;0;;
IMAGES_P;2013;420000010;420780033;NAUT;9;6;12.95;;;;
IMAGES_P;2013;420000226;420013831;M1160;1;2;2.82;0;1;0;0
IMAGES_P;2013;420000226;420013831;N4130;8;3;10;0;1;;
IMAGES_P;2013;420000226;420013831;N4160;1;;1;;;;
IMAGES_P;2013;420000226;420013831;NAUT;3;4;5.31;;;;
IMAGES_P;2013;420000234;420780652;M1160;4;1;4.3;0;1;;
IMAGES_P;2013;420000234;420780652;N4130;14;2;15;0;0;;
IMAGES_P;2013;420000234;420780652;N4160;1;;1;;;;
IMAGES_P;2013;420000234;420780652;NAUT;3;2;4;;;;
IMAGES_P;2013;420000242;420780660;N4130;1;;0.1;0;0;;
IMAGES_P;2013;420000267;420013831;M1160;3;;2.45;0;1;0;0
IMAGES_P;2013;420000267;420013831;N4130;1;8;6.15;0;1;;
IMAGES_P;2013;420000267;420013831;N4160;;1;0.5;;;;
IMAGES_P;2013;420000267;420013831;NAUT;;5;3.25;;;;
IMAGES_P;2013;420010241;420013492;M1160;1;4;4;0;0;;
IMAGES_P;2013;420010241;420013492;N4130;5;2;5.87;1;;;
IMAGES_P;2013;420010241;420013492;NAUT;2;1;2.53;;;;
IMAGES_P;2013;420011413;420011405;M1160;29;;29;1;0;0;0
IMAGES_P;2013;420011413;420011405;M1210;4;;4;1;0;;
IMAGES_P;2013;420011413;420011405;N4130;13;;13;0;1;;
IMAGES_P;2013;420011413;420011405;N4160;1;;1;;;;
IMAGES_P;2013;420011413;420011405;NAUT;20;;20;;;;
IMAGES_P;2013;420780579;690029723;N4130;;1;0.5;0;0;;
IMAGES_P;2013;420780637;420002495;M1160;1;1;1.5;;1;0;0
IMAGES_P;2013;420780637;420002495;N4130;10;9;16.6;0;1;;
IMAGES_P;2013;420780637;420002495;N4160;1;;1;;;;
IMAGES_P;2013;420780637;420002495;NAUT;5;2;6.1;;;;
IMAGES_P;2013;420780678;420002495;N4130;;1;0.2;0;0;;
IMAGES_P;2013;420782559;420784878;N4130;2;2;2.62;;;;
IMAGES_P;2013;420782559;420784878;NAUT;1;0;1.04;;;;
IMAGES_P;2013;420782567;420784878;N4130;1;0;1;;;;
IMAGES_P;2013;420785354;420784878;M1160;12;6;7.67;1;1;;
IMAGES_P;2013;420785354;420784878;M1210;6;0;3.6;0;0;;
IMAGES_P;2013;420785354;420784878;N4130;61;18;74.11;;;;
IMAGES_P;2013;420785354;420784878;NAUT;26;8;31.09;;;;
IMAGES_P;2013;430000117;430000018;M1160;3;2;3.21;0;1;0;0
IMAGES_P;2013;430000117;430000018;N4130;14;8;17.78;0;0;;
IMAGES_P;2013;430000117;430000018;N4160;1;0;0.6;;;;
IMAGES_P;2013;430000117;430000018;NAUT;8;4;10.47;;;;
IMAGES_P;2013;430000190;430000034;M1160;1;3;1.69;1;;0;0
IMAGES_P;2013;430000190;430000034;N4130;2;5;5.64;;1;;
IMAGES_P;2013;430000190;430000034;N4160;;1;0.5;;;;
IMAGES_P;2013;430000190;430000034;NAUT;;2;0.75;;;;
IMAGES_P;2013;430000307;430000067;N4130;;1;0.25;0;0;;
IMAGES_P;2013;440000016;440000057;M1160;5;1;5.2;0;1;0;0
IMAGES_P;2013;440000016;440000057;N4130;18;16;29.72;1;0;;
IMAGES_P;2013;440000016;440000057;N4160;1;0;1;;;;
IMAGES_P;2013;440000016;440000057;NAUT;11;2;13.1;;;;
IMAGES_P;2013;440000180;440000263;N4130;1;;1;0;0;;
IMAGES_P;2013;440000271;440000289;M1160;20;7;13.48;1;0;;
IMAGES_P;2013;440000271;440000289;M1210;4;;1.8;0;0;;
IMAGES_P;2013;440000271;440000289;N4130;54;30;73.9;1;;;
IMAGES_P;2013;440000271;440000289;NAUT;23;4;25.34;;;;
IMAGES_P;2013;440000396;440000297;M1160;1;1;1.85;0;1;0;0
IMAGES_P;2013;440000396;440000297;N4130;5;;5;0;1;;
IMAGES_P;2013;440000396;440000297;NAUT;;3;1;;;;
IMAGES_P;2013;440000453;440000289;M1160;0;2;0.48;0;0;;
IMAGES_P;2013;440000453;440000289;N4130;2;0;2.03;;;;
IMAGES_P;2013;440000487;440001014;N4130;1;;1;;;;
IMAGES_P;2013;440000503;440000313;N4130;2;6;6.1;;;;
IMAGES_P;2013;440000503;440000313;N4160;1;;1;;;;
IMAGES_P;2013;440000503;440000313;NAUT;1;1;1.9;;;;
IMAGES_P;2013;440000560;850009010;M1160;;1;0.4;0;0;0;0
