BOR;AN;FI;FI_EJ;ANTGEO;NB_ANT;FI1;FI2;FI3;POP;EMSP;EQDOU;TELESUR;TELECONS;INDOM;ASTR;CONVPER;CONV;AUTMED;PLAMED;AUTOBS;PLAOBS;AUTSSR;PLASSR;AUTCAN;PLACAN;PLATOT;SEJ_HAD;SEJ_PER;SEJ_PAL;SEJ_CAN;JOU_HAD;JOU_PER;JOU_PAL;JOU_CAN;FIL_HAD;FIL_PER;FIL_PAL;FIL_CAN;P80_HAD;P80_PAL;P80_CAN;PMS_HAD;PMS_PER;PMS_PAL;PMS_CAN
HAD;2013;890975550;890970569;0;;;;;35000;1;1;1;0;1;1;;;1;10;0;;0;;0;;10;88;0;38;14;2545;0;658;170;63;0;32;7;25;16;2;5;0;4;0
HAD;2013;890975568;890000433;0;;;;;38075;1;1;0;0;1;1;;;1;10;0;;0;;0;;10;131;0;77;10;2187;0;1151;74;86;0;58;3;39;31;0;21;0;19;0
HAD;2013;920000585;920026374;0;;;;;532922;0;0;0;0;0;0;0;0;0;0;1;8;0;0;0;0;6;731;731;0;0;3154;3154;0;0;689;689;0;0;0;0;0;0;0;0;0
HAD;2013;920000619;920009909;0;;;;;;0;0;0;0;0;0;1;0;0;;1;4;0;;0;;2;533;533;0;0;2141;2141;0;0;511;511;0;0;0;0;0;0;0;0;0
HAD;2013;920300043;920001526;0;;;;;400704;0;0;0;0;0;1;0;0;0;;1;6;0;;0;;6;291;291;0;0;1390;1390;0;0;287;287;0;0;0;0;0;0;0;0;0
HAD;2013;920813623;920002862;0;;;;;11852900;0;0;0;0;1;1;0;0;0;938;0;75;0;4;0;262;1200;24517;5263;2707;11115;437384;27454;103645;66568;11885;5231;1721;1732;1251;442;215;150;0;6;4
HAD;2013;930000286;930021480;0;;;;;;1;1;0;0;0;0;1;0;1;10;0;;0;;1;10;20;381;0;68;129;6950;0;1536;1122;182;0;48;40;47;19;7;3;0;0;1
HAD;2013;930706239;930110051;0;;;;;;1;0;0;0;0;1;1;0;0;;0;;1;20;0;;20;123;0;0;0;4897;0;0;0;95;0;0;0;26;0;0;0;0;0;0
HAD;2013;950000323;950013870;0;;;;;292672;0;0;0;0;0;0;0;0;0;;0;;1;20;0;;20;92;0;0;0;4530;0;0;0;83;0;0;0;38;0;0;4;0;0;0
HAD;2013;950000356;950013870;0;;;;;561191;;0;0;0;0;0;0;0;0;;1;8;0;;0;;8;671;671;0;0;2423;2423;0;0;666;666;0;0;0;0;0;0;0;0;0
HAD;2013;970100020;970100152;0;;;;;;0;1;0;0;1;1;;;1;30;1;;1;;0;;30;194;0;86;10;20625;0;3364;556;148;0;66;5;91;58;0;10;0;4;0
HAD;2013;970100418;970100194;0;;;;;32219;0;0;0;0;;;;;1;12;0;;1;61;0;;12;113;3;40;0;11793;21;3520;0;80;1;34;0;39;20;0;0;0;0;0
HAD;2013;970100442;970100228;0;;;;;;0;0;0;0;1;1;1;0;1;35;0;;0;;0;;35;155;0;76;21;8407;0;3432;596;108;0;53;16;46;23;0;0;0;0;0
HAD;2013;970100459;970100244;0;;;;;;;;0;0;;;;;1;15;0;;0;;0;;15;37;0;;0;2698;0;;0;35;0;;0;12;;0;0;0;0;0
HAD;2013;970102596;970100491;0;;;;;65500;0;0;0;0;1;;;;1;81;0;;0;;0;;81;235;0;108;2;26133;0;7266;96;174;0;84;2;75;41;1;12;0;12;0
HAD;2013;970103099;970100525;0;;;;;;0;0;0;0;1;0;0;0;1;60;1;60;1;60;1;60;60;226;1;126;7;12475;11;4091;234;178;1;104;7;88;51;0;12;0;9;0
HAD;2013;970111217;970111209;0;;;;;12553;0;0;;0;1;1;1;;1;10;1;2;1;8;0;;20;48;0;21;1;2113;0;742;5;27;0;13;1;14;9;0;0;0;0;0
HAD;2013;970111365;970111969;0;;;;;66319;0;0;0;0;1;1;;;0;33;0;0;0;10;0;5;48;150;0;82;5;9586;0;3785;207;117;0;69;5;41;27;1;0;0;0;0
HAD;2013;970111563;970100491;0;;;;;;0;0;0;0;1;1;;;1;26;1;;1;;1;;26;223;6;63;20;9526;72;2190;360;171;5;51;6;32;19;0;4;0;2;0
HAD;2013;970112033;970100210;0;;;;;100000;0;0;0;0;1;1;;;1;20;0;;0;;0;;20;121;0;64;9;6848;0;2453;331;94;0;53;7;42;23;3;4;0;2;0
HAD;2013;970209441;970209433;0;;;;;;0;0;0;0;1;1;0;0;1;60;0;;0;;0;;60;454;0;294;1;15065;0;9392;14;304;0;213;1;144;106;0;0;0;0;0
HAD;2013;970303608;970303590;0;;;;;35000;0;0;0;0;1;1;0;0;1;20;1;20;1;10;0;;50;233;127;50;0;9538;3547;2238;0;171;105;27;0;15;6;0;0;0;0;0
HAD;2013;970303640;970303590;0;;;;;130000;1;0;0;0;1;1;0;0;0;45;0;25;0;15;0;5;90;540;238;96;6;22183;6573;5154;97;400;196;70;5;42;16;2;2;0;2;0
HAD;2013;970303657;970303590;0;;;;;90000;0;0;0;0;1;1;0;0;1;20;1;15;1;10;0;5;50;258;133;31;4;12325;2850;2278;121;202;118;20;4;18;3;0;0;0;0;0
HAD;2013;970304614;970304739;0;;;;;;1;0;0;0;1;1;;;1;15;0;;1;15;1;10;40;62;;;;5515;;;;50;;;;23;;;0;;;
HAD;2013;970403119;970463600;1;3;970404851;970406625;970403119;314500;0;0;0;0;1;1;;;1;40;0;;0;;0;;40;354;0;180;3;13791;0;6088;78;230;0;130;2;69;46;0;0;0;0;0
HAD;2013;970404711;970400396;1;4;970407656;970407318;970405395;;0;0;0;0;1;1;;;1;30;0;;0;;0;;30;219;0;63;1;9766;0;1730;15;139;0;53;1;38;18;0;1;0;0;0
HAD;2013;970404851;970463600;1;3;970404851;970406625;970403119;263500;0;0;0;0;1;1;;;1;50;0;;0;;0;;50;297;0;105;13;14864;0;4090;765;178;0;72;8;59;32;1;0;0;0;0
HAD;2013;970405395;970400396;1;4;970404711;970407656;970407318;;0;0;0;0;1;1;;;1;33;0;;0;;0;;33;331;0;139;5;11000;0;3651;264;213;0;108;5;66;42;0;7;0;3;0
HAD;2013;970406625;970463600;1;3;970404851;970406625;970403119;272000;0;0;0;0;1;1;;;1;30;0;;0;;0;;30;252;0;142;2;9065;0;4603;93;172;0;101;2;53;36;1;2;0;0;0
HAD;2013;970407318;970400396;1;4;970405395;970407656;970404711;;0;0;0;0;1;1;;;1;25;0;;0;;0;;25;222;0;96;1;8394;0;2847;16;146;0;72;1;46;30;0;3;0;0;0
HAD;2013;970407656;970400396;1;4;970405395;970404711;970407318;;0;0;0;0;1;1;;;1;25;0;;0;;0;;25;251;0;70;0;9038;0;1414;0;143;0;57;0;38;18;0;0;0;0;0
