BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2013;130785652;130014228;LITHO;1;1;389;;;0;;1
IMAGES;2013;130785652;130014228;MAMM;1;1;;;;6411;;
IMAGES;2013;130785652;130014228;RADIO;5;5;24284;;;21285;;
IMAGES;2013;130785652;130014228;SCAN;2;2;15517;;;19222;;0
IMAGES;2013;130785652;130014228;VASC;2;2;1641;;;75;;1
IMAGES;2013;130785678;130002249;SCAN;1;1;1560;;;8023;;
IMAGES;2013;130786361;130002447;IRM;1;;;;;;;
IMAGES;2013;130786361;130002447;LITHO;1;;;;;;;
IMAGES;2013;130786361;130002447;SCAN;1;;;;;;;
IMAGES;2013;130786445;130002488;MAMM;2;2;;;;;;
IMAGES;2013;130786445;130002488;RADIO;1;1;55;;;;;0
IMAGES;2013;130786742;750821092;IRM;1;1;603;0;0;3862;34;0
IMAGES;2013;130786742;750821092;RADIO;4;4;7414;0;0;19350;355;0
IMAGES;2013;130786742;750821092;SCAN;1;1;3588;0;0;4473;99;1
IMAGES;2013;130786742;750821092;VASC;1;1;114;0;0;449;0;1
IMAGES;2013;130786924;130037815;RADIO;1;1;1;;;;;0
IMAGES;2013;130786932;130002660;RADIO;;;;;;;;1
IMAGES;2013;130789357;130002843;RADIO;1;1;3538;0;0;0;0;0
IMAGES;2013;130804297;130786049;RADIO;6;6;16513;;;23643;598;1
IMAGES;2013;130809015;130001928;RADIO;1;1;2741;841;;;;
IMAGES;2013;130810740;130007362;LITHO;1;1;173;;;;;1
IMAGES;2013;130810740;130007362;MAMM;1;1;;;;2913;;
IMAGES;2013;130810740;130007362;RADIO;2;2;6960;;1092;11742;10;1
IMAGES;2013;130810740;130007362;SCAN;1;1;821;;466;11868;5;1
IMAGES;2013;130810740;130007362;VASC;2;2;544;;;;;1
IMAGES;2013;140000027;140000035;IRM;1;1;461;0;25;7764;17;0
IMAGES;2013;140000027;140000035;MAMM;1;1;;;;747;;
IMAGES;2013;140000027;140000035;RADIO;3;3;26356;72;61;9535;428;1
IMAGES;2013;140000027;140000035;SCAN;1;1;10004;28;46;9447;141;1
IMAGES;2013;140000027;140000035;VASC;1;1;11;0;0;935;0;1
IMAGES;2013;140000076;140000084;RADIO;2;2;1615;0;0;7166;45;0
IMAGES;2013;140000209;140000100;CAM;3;3;1222;57;198;6534;0;0
IMAGES;2013;140000209;140000100;IRM;2;2;6508;0;0;5282;6;0
IMAGES;2013;140000209;140000100;RADIO;8;8;71581;0;0;15785;736;0
IMAGES;2013;140000209;140000100;SCAN;2;2;31414;0;0;8722;552;1
IMAGES;2013;140000209;140000100;TOMO;1;1;137;11;27;1598;0;0
IMAGES;2013;140000209;140000100;VASC;3;3;3390;26;4;901;15;1
IMAGES;2013;140000233;140000118;MAMM;1;1;;;;403;;
IMAGES;2013;140000233;140000118;RADIO;3;3;5854;0;0;16126;191;1
IMAGES;2013;140000233;140000118;SCAN;1;1;9153;0;17;19055;156;1
IMAGES;2013;140000373;140000159;RADIO;2;2;6821;225;;5116;148;0
IMAGES;2013;140000373;140000159;SCAN;0;0;;;;315;;0
IMAGES;2013;140000555;140000639;CAM;3;3;644;0;56;5110;0;0
IMAGES;2013;140000555;140000639;IRM;1;1;448;0;25;3986;0;0
IMAGES;2013;140000555;140000639;MAMM;1;1;;;;6519;;
IMAGES;2013;140000555;140000639;RADIO;1;1;3276;;;1923;2;1
IMAGES;2013;140000555;140000639;SCAN;1;1;1547;0;1;7110;0;1
IMAGES;2013;140000555;140000639;VASC;1;1;330;0;0;0;0;0
IMAGES;2013;140002452;140025800;RADIO;2;2;1238;0;0;8146;58;0
IMAGES;2013;140017237;140003278;IRM;1;1;458;;;10454;0;0
IMAGES;2013;140017237;140003278;LITHO;1;1;102;;;;;
IMAGES;2013;140017237;140003278;MAMM;2;;;;;;;
IMAGES;2013;140017237;140003278;RADIO;5;;;;;;;
IMAGES;2013;140017237;140003278;SCAN;1;1;2731;;;19495;14;1
IMAGES;2013;140017237;140003278;VASC;3;3;3512;;;;;
IMAGES;2013;140017237;140003278;dtIRM2;1;1;458;;;10454;;0
IMAGES;2013;140024886;140000092;RADIO;2;2;7928;;;9520;209;0
IMAGES;2013;140024886;140000092;SCAN;1;1;4321;;;10575;55;1
IMAGES;2013;150000032;150780088;RADIO;4;4;4524;11;213;15476;146;1
IMAGES;2013;150000032;150780088;SCAN;1;1;2117;6;762;4281;18;1
IMAGES;2013;150000040;150780096;IRM;1;1;736;;1906;4471;0;0
IMAGES;2013;150000040;150780096;MAMM;1;1;;;;880;;
IMAGES;2013;150000040;150780096;RADIO;3;3;7529;;;19488;261;
IMAGES;2013;150000040;150780096;SCAN;1;1;6920;;;12373;73;0
IMAGES;2013;150000040;150780096;VASC;2;2;63;;;4;;
IMAGES;2013;150000164;150780468;RADIO;3;3;6420;;;;67;0
IMAGES;2013;150000180;150780500;RADIO;1;1;594;0;0;301;0;0
IMAGES;2013;150780120;150000065;RADIO;1;1;73;;63;943;0;0
IMAGES;2013;150780732;150000271;CAM;1;;;;;;;
IMAGES;2013;150780732;150000271;MAMM;1;;;;;;;
IMAGES;2013;150780732;150000271;RADIO;4;;;;;;;
IMAGES;2013;150780732;150000271;SCAN;1;;;;;;;
IMAGES;2013;160000253;160000451;CAM;2;2;800;;113;5874;;0
IMAGES;2013;160000253;160000451;IRM;1;1;659;14;32;4809;10;0
IMAGES;2013;160000253;160000451;MAMM;1;1;;;;2309;;
IMAGES;2013;160000253;160000451;RADIO;9;9;39097;664;696;28800;618;1
IMAGES;2013;160000253;160000451;SCAN;2;2;10906;126;204;8220;78;1
IMAGES;2013;160000253;160000451;TOMO;1;1;149;;15;1215;;0
IMAGES;2013;160000253;160000451;VASC;1;1;30;0;0;31;0;0
IMAGES;2013;160000303;160006037;MAMM;1;1;;;;310;;
IMAGES;2013;160000303;160006037;RADIO;2;2;2809;;;588;54;0
IMAGES;2013;160000303;160006037;SCAN;1;1;1207;;;1293;;0
IMAGES;2013;160000311;160000485;RADIO;3;3;702;30;;14872;94;0
IMAGES;2013;160000337;160000493;RADIO;1;1;551;;;8937;;0
IMAGES;2013;160000337;160000493;SCAN;1;1;319;;;2195;;0
IMAGES;2013;160013207;160001632;IRM;2;;;;;;;
IMAGES;2013;160013207;160001632;LITHO;1;1;156;;;;;
IMAGES;2013;160013207;160001632;RADIO;4;;;;;;;
IMAGES;2013;160013207;160001632;SCAN;1;;;;;;;
IMAGES;2013;160015368;160014411;IRM;1;1;133;8;;3424;11;0
IMAGES;2013;160015368;160014411;MAMM;1;1;;;;1030;;
IMAGES;2013;160015368;160014411;RADIO;2;2;6261;127;;11161;2063;0
IMAGES;2013;160015368;160014411;SCAN;1;1;6549;87;;6916;1158;0
IMAGES;2013;170000038;170780050;RADIO;3;3;3770;;;8604;89;1
IMAGES;2013;170000038;170780050;SCAN;1;1;1539;;;4044;15;1
IMAGES;2013;170000087;170023279;IRM;2;2;3412;;;9953;20;0
IMAGES;2013;170000087;170023279;MAMM;1;1;;;;1248;;
IMAGES;2013;170000087;170023279;RADIO;7;7;42455;;;39727;634;0
IMAGES;2013;170000087;170023279;SCAN;2;2;17420;;;15306;140;1
IMAGES;2013;170000087;170023279;VASC;2;2;832;;;34;;1
IMAGES;2013;170000087;170023279;dtIRM2;1;1;1594;;;4233;;0
IMAGES;2013;170000095;170780167;MAMM;1;1;;;;484;;
IMAGES;2013;170000095;170780167;RADIO;4;4;5628;4;0;8384;;1
IMAGES;2013;170000095;170780167;SCAN;1;1;71619;1;24;1189;;1
IMAGES;2013;170000103;170780175;IRM;1;1;884;7;;1117;0;0
IMAGES;2013;170000103;170780175;RADIO;5;5;18126;329;;15685;550;0
IMAGES;2013;170000103;170780175;SCAN;1;1;3576;39;;2629;55;0
IMAGES;2013;170000129;170780191;IRM;1;1;147;;;1061;;0
IMAGES;2013;170000129;170780191;MAMM;1;1;;;;130;;
IMAGES;2013;170000129;170780191;RADIO;3;3;3323;6;;14802;296;1
IMAGES;2013;170000129;170780191;SCAN;1;1;1740;;;4098;85;1
IMAGES;2013;170000152;170780225;IRM;1;1;365;;;6050;17;0
IMAGES;2013;170000152;170780225;MAMM;1;1;;;;2944;;
IMAGES;2013;170000152;170780225;RADIO;3;3;12750;;;20136;508;0
IMAGES;2013;170000152;170780225;SCAN;1;1;4256;;;7124;57;0
IMAGES;2013;170000178;170780266;RADIO;1;1;491;;;23;;0
IMAGES;2013;170780563;170000251;LITHO;1;1;105;;;;;1
IMAGES;2013;170780563;170000251;MAMM;1;;;;;;;
IMAGES;2013;170780563;170000251;RADIO;4;0;;;;;;
IMAGES;2013;170780563;170000251;SCAN;1;0;;;;;;
IMAGES;2013;170780563;170000251;VASC;1;1;254;;;;;1
IMAGES;2013;170780621;170000285;RADIO;1;1;1623;;;3962;;
IMAGES;2013;170780803;170017321;RADIO;1;1;194;232;0;0;0;0
IMAGES;2013;180000010;180000028;IRM;1;1;7342;22;0;1188;78;0
IMAGES;2013;180000010;180000028;MAMM;1;1;;;;751;;
IMAGES;2013;180000010;180000028;RADIO;4;4;16725;182;0;23695;464;1
IMAGES;2013;180000010;180000028;SCAN;2;2;7480;125;0;9433;222;1
IMAGES;2013;180000010;180000028;VASC;2;2;1066;0;0;1;;1
IMAGES;2013;180000200;180000051;MAMM;1;1;;;;32;;
IMAGES;2013;180000200;180000051;RADIO;2;2;5413;353;0;10582;230;0
IMAGES;2013;180000200;180000051;SCAN;1;1;2131;126;0;8096;35;0
IMAGES;2013;180000283;180000069;RADIO;2;2;4320;98;773;5665;147;0
IMAGES;2013;180000283;180000069;SCAN;1;1;2568;68;573;6516;38;0
IMAGES;2013;190000018;190000042;IRM;1;1;1238;45;;3742;10;0
IMAGES;2013;190000018;190000042;MAMM;1;1;;;;1421;;
IMAGES;2013;190000018;190000042;RADIO;4;4;20133;1244;;28213;473;0
IMAGES;2013;190000018;190000042;SCAN;1;1;4489;216;;4184;59;0
IMAGES;2013;190000018;190000042;VASC;1;1;1776;;;;9;1
IMAGES;2013;190000026;190000059;MAMM;1;1;;;;1320;;
IMAGES;2013;190000026;190000059;RADIO;5;5;6218;375;;17716;249;0
IMAGES;2013;190000026;190000059;SCAN;1;1;2905;116;;6732;51;0
IMAGES;2013;190000091;190000075;IRM;1;1;172;0;27;1167;;
IMAGES;2013;190000091;190000075;RADIO;2;2;8843;;;15359;;
IMAGES;2013;190000091;190000075;SCAN;1;1;2068;0;261;4469;33;
IMAGES;2013;190000224;190000901;CAM;2;;;;;;;
IMAGES;2013;190000224;190000901;IRM;1;;;;;;;
IMAGES;2013;190000224;190000901;LITHO;1;;;;;;;
IMAGES;2013;190000224;190000901;RADIO;3;;;;;;;
IMAGES;2013;190000224;190000901;SCAN;1;;;;;;;
IMAGES;2013;190000224;190000901;TOMO;1;;;;;;;
IMAGES;2013;210780144;750721235;RADIO;1;1;810;0;0;0;0;0
IMAGES;2013;210780789;210003208;LITHO;1;1;131;;;;;
IMAGES;2013;210780789;210003208;RADIO;4;;;;;;;
IMAGES;2013;210780789;210003208;SCAN;1;;;;;;;
IMAGES;2013;210780979;210000295;RADIO;2;2;;;;;;1
IMAGES;2013;210780979;210000295;VASC;2;2;;;;;;1
IMAGES;2013;210987558;210780581;IRM;3;3;1965;798;1996;7040;;0
IMAGES;2013;210987558;210780581;RADIO;8;8;56888;5471;0;31268;;0
IMAGES;2013;210987558;210780581;SCAN;3;3;17137;3457;0;7635;;1
IMAGES;2013;210987558;210780581;VASC;3;3;2921;423;0;732;;1
IMAGES;2013;210987558;210780581;dtIRM2;1;1;988;161;243;3269;;0
IMAGES;2013;210987657;210780714;IRM;0;0;24;0;0;1099;0;0
IMAGES;2013;210987657;210780714;MAMM;1;1;;;;833;;
IMAGES;2013;210987657;210780714;RADIO;4;4;7979;0;0;14196;278;0
IMAGES;2013;210987657;210780714;SCAN;1;1;4338;0;0;4026;58;1
IMAGES;2013;210987665;210010070;MAMM;1;1;;;;679;;
IMAGES;2013;210987665;210010070;RADIO;3;3;2049;;;7857;;0
IMAGES;2013;210987665;210010070;SCAN;1;1;920;399;;1771;;0
IMAGES;2013;210987673;210010070;RADIO;5;4;1661;;;5098;;0
IMAGES;2013;210987681;210011482;MAMM;1;1;;;;1144;;
IMAGES;2013;210987681;210011482;RADIO;4;4;831;;;3192;;0
IMAGES;2013;210987699;210780706;MAMM;1;1;;;;791;;
IMAGES;2013;210987699;210780706;RADIO;3;3;5613;;;15325;631;
IMAGES;2013;210987699;210780706;SCAN;1;1;4085;;;8553;285;
IMAGES;2013;210987731;210780417;CAM;3;3;1561;0;0;8685;0;0
IMAGES;2013;210987731;210780417;IRM;1;1;67;0;0;656;0;0
IMAGES;2013;210987731;210780417;MAMM;2;2;;;;5036;;
IMAGES;2013;210987731;210780417;RADIO;2;2;3978;0;0;997;0;0
IMAGES;2013;210987731;210780417;SCAN;1;1;2857;0;0;5619;0;1
IMAGES;2013;210987731;210780417;TOMO;1;1;203;0;171;2906;0;0
IMAGES;2013;220000012;220000020;CAM;2;2;642;;;4079;;1
IMAGES;2013;220000012;220000020;IRM;1;1;2822;1;;4592;33;0
IMAGES;2013;220000012;220000020;MAMM;1;1;;;;1135;;
IMAGES;2013;220000012;220000020;RADIO;6;6;42740;145;;29273;1119;1
IMAGES;2013;220000012;220000020;SCAN;2;2;10597;270;;9191;89;1
IMAGES;2013;220000012;220000020;TOMO;1;1;81;;;818;;0
IMAGES;2013;220000012;220000020;VASC;2;2;;;;;;0
IMAGES;2013;220000095;220000046;IRM;1;1;466;;;881;;0
IMAGES;2013;220000095;220000046;RADIO;2;2;11227;;;14176;277;1
IMAGES;2013;220000095;220000046;SCAN;1;1;4111;;4651;2489;32;0
IMAGES;2013;220000095;220000046;VASC;2;2;282;;;;;1
IMAGES;2013;220000343;220000079;IRM;1;1;226;;;1141;;0
IMAGES;2013;220000343;220000079;MAMM;1;1;;;;785;;
IMAGES;2013;220000343;220000079;RADIO;2;2;10583;;;16712;;1
IMAGES;2013;220000343;220000079;SCAN;1;1;3252;;;2233;50;1
IMAGES;2013;220000368;220000103;IRM;1;1;703;38;6;4023;;0
IMAGES;2013;220000368;220000103;MAMM;1;1;;;;2115;;
IMAGES;2013;220000368;220000103;RADIO;4;4;9170;1032;10;16559;;0
IMAGES;2013;220000368;220000103;SCAN;1;1;3627;75;74;5984;;1
IMAGES;2013;220000541;220000152;MAMM;1;1;;;;1239;;
IMAGES;2013;220000541;220000152;RADIO;5;5;5668;;;15010;;0
IMAGES;2013;220000541;220000152;SCAN;1;1;1929;;;3654;;0
IMAGES;2013;220001259;220005045;RADIO;3;3;1725;362;;2179;0;0
IMAGES;2013;220007645;220005045;RADIO;3;3;40;2047;;2179;0;0
IMAGES;2013;230000820;230780041;IRM;1;1;422;;;1621;3;0
IMAGES;2013;230000820;230780041;MAMM;1;1;;;;764;;
IMAGES;2013;230000820;230780041;RADIO;3;3;14612;;;15029;242;0
IMAGES;2013;230000820;230780041;SCAN;1;1;2905;;;5154;40;1
IMAGES;2013;230000846;230780066;RADIO;3;3;761;;;1896;2;
IMAGES;2013;230780082;750005068;RADIO;3;3;4287;;;3023;;0
IMAGES;2013;230782617;750000218;RADIO;1;1;314;;;;;0
IMAGES;2013;240000372;240000059;RADIO;2;2;9592;166;;16710;340;0
IMAGES;2013;240000372;240000059;SCAN;1;1;3813;44;;4297;83;0
IMAGES;2013;240000489;240000117;IRM;1;1;929;;2633;2441;0;0
IMAGES;2013;240000489;240000117;MAMM;1;1;;;;505;;
IMAGES;2013;240000489;240000117;RADIO;2;2;26787;;;24683;487;0
IMAGES;2013;240000489;240000117;SCAN;1;1;10707;;;4766;144;1
IMAGES;2013;240000489;240000117;VASC;2;2;2517;;;797;19;1
IMAGES;2013;240000687;240000448;IRM;1;1;301;0;17;3777;144;
IMAGES;2013;240000687;240000448;RADIO;2;2;4977;0;0;6553;1871;
IMAGES;2013;240000687;240000448;SCAN;1;1;2194;0;289;4254;486;
IMAGES;2013;250000114;900000365;CAM;3;1;542;317;5;935;;0
IMAGES;2013;250000114;900000365;IRM;2;1;1980;134;8;6276;30;0
IMAGES;2013;250000114;900000365;MAMM;1;1;;;;651;;
IMAGES;2013;250000114;900000365;RADIO;4;4;16133;732;74;21255;390;0
IMAGES;2013;250000114;900000365;SCAN;2;1;10695;641;68;14316;231;1
IMAGES;2013;250000114;900000365;TOMO;1;1;189;159;8;1181;;0
IMAGES;2013;250000270;250000643;CAM;2;2;242;;;10392;;
IMAGES;2013;250000270;250000643;SCAN;1;0;;;;;;
IMAGES;2013;250000700;250000452;IRM;1;1;602;9;0;;11;0
IMAGES;2013;250000700;250000452;RADIO;3;3;24813;319;0;;;0
IMAGES;2013;250000700;250000452;SCAN;1;1;4551;94;0;418;43;0
IMAGES;2013;250000718;250000460;RADIO;2;2;645;0;0;0;0;0
IMAGES;2013;250006954;250000015;CAM;3;3;1892;;78;7339;;0
IMAGES;2013;250006954;250000015;IRM;2;2;6475;;210;17756;340;0
IMAGES;2013;250006954;250000015;LITHO;1;1;44;;;;0;1
IMAGES;2013;250006954;250000015;MAMM;1;1;;;;558;;
IMAGES;2013;250006954;250000015;RADIO;9;9;45466;;458;50242;1258;1
IMAGES;2013;250006954;250000015;SCAN;3;3;31314;;395;42866;1173;1
IMAGES;2013;250006954;250000015;TOMO;1;1;413;;84;3394;;0
IMAGES;2013;250006954;250000015;VASC;6;6;3702;;55;511;18;1
IMAGES;2013;250006954;250000015;dtIRM2;1;1;3659;;113;10136;;0
IMAGES;2013;250011723;250017126;MAMM;1;1;;;;2147;;
IMAGES;2013;250011723;250017126;RADIO;2;2;1117;;;13007;;0
IMAGES;2013;250011723;250017126;SCAN;1;1;56;;;2494;;0
IMAGES;2013;260000013;260000021;CAM;4;4;754;;444;11027;;0
IMAGES;2013;260000013;260000021;IRM;2;2;4891;;170;22999;73;0
IMAGES;2013;260000013;260000021;MAMM;1;1;;;;1223;;
IMAGES;2013;260000013;260000021;RADIO;3;3;39464;;;15386;943;1
IMAGES;2013;260000013;260000021;SCAN;2;2;19484;;810;16000;242;1
IMAGES;2013;260000013;260000021;TOMO;1;1;453;;293;5211;0;0
IMAGES;2013;260000013;260000021;VASC;2;2;6077;;19;469;20;1
IMAGES;2013;260000120;260016910;IRM;2;2;657;;;3709;;
IMAGES;2013;260000120;260016910;RADIO;3;3;12412;;;18069;373;0
IMAGES;2013;260000120;260016910;SCAN;1;1;3269;;;5205;42;1
IMAGES;2013;260000120;260016910;VASC;1;1;98;;;421;0;1
IMAGES;2013;260000138;260000047;IRM;1;1;303;;4839;17;0;0
IMAGES;2013;260000138;260000047;MAMM;1;1;;;;1248;;
IMAGES;2013;260000138;260000047;RADIO;3;1;9316;;9574;12355;147;1
IMAGES;2013;260000138;260000047;SCAN;1;1;7837;;11971;1932;53;1
IMAGES;2013;260000146;260000054;MAMM;1;1;;;;474;;
IMAGES;2013;260000146;260000054;RADIO;1;1;1236;;;6648;;1
IMAGES;2013;260000146;260000054;VASC;0;0;0;;;;;1
IMAGES;2013;260000195;260006770;RADIO;1;1;1403;;;;;0
IMAGES;2013;260000203;260016910;RADIO;1;1;3102;;;5770;79;0
IMAGES;2013;260000237;260000088;RADIO;1;1;97;61;;429;0;0
IMAGES;2013;260000260;260000377;SCAN;1;;;;;;;
IMAGES;2013;260000278;260000096;RADIO;1;1;108;85;;278;0;0
IMAGES;2013;260000286;260000104;MAMM;1;1;;;;622;;
IMAGES;2013;260000286;260000104;RADIO;2;2;1733;;;6611;;0
IMAGES;2013;260000302;260000161;RADIO;2;2;439;;;;0;1
IMAGES;2013;260000823;260003264;RADIO;1;1;155;;;;;0
IMAGES;2013;260003017;260000781;RADIO;3;;;;;;;
IMAGES;2013;260003017;260000781;SCAN;1;;;;;;;
IMAGES;2013;260006267;070000245;MAMM;1;;;;;;;
IMAGES;2013;260006267;070000245;SCAN;1;;;;;;;
IMAGES;2013;270000045;270000060;MAMM;1;1;;;;;;
IMAGES;2013;270000045;270000060;RADIO;3;3;5293;;;14348;183;
IMAGES;2013;270000045;270000060;SCAN;1;1;2082;;;4696;35;
IMAGES;2013;270000359;270023724;CAM;1;0;;;;;;0
IMAGES;2013;270000359;270023724;IRM;1;1;351;;;1986;15;0
IMAGES;2013;270000359;270023724;MAMM;1;1;;;;;;
IMAGES;2013;270000359;270023724;RADIO;4;4;17438;;;30855;473;0
IMAGES;2013;270000359;270023724;SCAN;2;2;5727;;;4833;119;1
IMAGES;2013;270000367;270000086;MAMM;1;1;;;;566;;
IMAGES;2013;270000367;270000086;RADIO;2;2;3872;206;;11086;197;0
IMAGES;2013;270000367;270000086;SCAN;1;1;1398;42;;4072;15;0
IMAGES;2013;270000391;760024042;RADIO;1;1;2588;;;2986;129;
IMAGES;2013;270000425;270000102;RADIO;2;2;725;;;12404;;
IMAGES;2013;270000425;270000102;SCAN;1;1;871;;;5067;;
IMAGES;2013;270000441;270000110;MAMM;1;1;;;;564;;
IMAGES;2013;270000441;270000110;RADIO;3;3;1059;26;;9658;92;0
IMAGES;2013;270000458;270023724;IRM;1;1;83;;;1644;0;0
IMAGES;2013;270000458;270023724;RADIO;4;4;9237;;;17485;244;0
IMAGES;2013;270000458;270023724;SCAN;1;1;2555;;;2085;29;0
IMAGES;2013;270000862;270000953;RADIO;1;1;;;;;;
IMAGES;2013;270000862;270000953;SCAN;1;1;;;;;;
IMAGES;2013;270000862;270000953;VASC;1;1;;;;;;
IMAGES;2013;270000912;750814030;RADIO;2;2;5554;;;;;0
IMAGES;2013;280000084;280000183;IRM;1;1;1133;1;;4603;3;0
IMAGES;2013;280000084;280000183;MAMM;1;1;;;;1017;;
IMAGES;2013;280000084;280000183;RADIO;5;5;8807;62;;33185;;0
IMAGES;2013;280000084;280000183;SCAN;1;1;5972;31;;7953;106;0
IMAGES;2013;280000159;280000068;LITHO;1;;;;;;;
IMAGES;2013;280000159;280000068;MAMM;1;;;;;;;
IMAGES;2013;280000159;280000068;RADIO;2;;;;;;;
IMAGES;2013;280000159;280000068;SCAN;1;;;;;;;
IMAGES;2013;280000662;280500075;MAMM;1;1;;;;702;;
IMAGES;2013;280000662;280500075;RADIO;2;2;4808;17;36;12988;140;0
IMAGES;2013;280000662;280500075;SCAN;1;1;3406;7;9;6215;23;0
IMAGES;2013;280007121;720002294;CAM;2;2;0;;4975;;0;0
IMAGES;2013;280502998;280000589;MAMM;1;1;;;;424;;
IMAGES;2013;280502998;280000589;RADIO;2;2;2361;;2;9208;70;0
IMAGES;2013;280502998;280000589;SCAN;1;1;1881;;;4238;20;0
IMAGES;2013;280504267;280000134;IRM;1;1;532;86;;1585;1;0
IMAGES;2013;280504267;280000134;MAMM;1;1;;;;585;;
IMAGES;2013;280504267;280000134;RADIO;7;7;14091;292;;33919;613;0
IMAGES;2013;280504267;280000134;SCAN;2;2;3553;97;;11257;94;1
IMAGES;2013;280504267;280000134;TOMO;1;0;;;;;;
IMAGES;2013;280504267;280000134;VASC;1;1;3280;0;51;0;9;1
IMAGES;2013;290000025;290020700;IRM;1;1;739;36;31;4685;176;0
IMAGES;2013;290000025;290020700;MAMM;1;1;;;;1501;;
IMAGES;2013;290000025;290020700;RADIO;9;9;21406;606;10;39432;4713;1
IMAGES;2013;290000025;290020700;SCAN;2;2;4906;728;65;10239;2654;1
IMAGES;2013;290000025;290020700;VASC;1;1;930;0;156;116;0;1
IMAGES;2013;290000033;290021542;IRM;1;1;560;8;;1956;;0
IMAGES;2013;290000033;290021542;MAMM;1;1;;;;298;;
IMAGES;2013;290000033;290021542;RADIO;4;4;14802;414;;20999;448;1
IMAGES;2013;290000033;290021542;SCAN;1;1;5819;111;;4943;69;0
IMAGES;2013;290000058;290000017;CAM;2;2;231;;;1603;0;0
IMAGES;2013;290000058;290000017;IRM;1;1;754;;;2107;1;0
IMAGES;2013;290000058;290000017;MAMM;1;1;;;;779;;
IMAGES;2013;290000058;290000017;RADIO;3;3;5840;;;13394;234;0
IMAGES;2013;290000058;290000017;SCAN;1;1;1462;;;2882;11;0
IMAGES;2013;290000058;290000017;TOMO;2;2;461;;;4392;2;0
IMAGES;2013;290000066;290020700;MAMM;1;1;;;;642;;
IMAGES;2013;290000066;290020700;RADIO;3;3;1630;0;0;8598;4;0
IMAGES;2013;290000140;290000447;RADIO;3;3;3184;;;2673;2;
IMAGES;2013;290000140;290000447;SCAN;1;1;571;;;;;
IMAGES;2013;290000173;290000041;RADIO;4;4;4903;;;11375;;
IMAGES;2013;290000173;290000041;SCAN;1;1;1942;;;4921;396;
IMAGES;2013;290000181;290000074;MAMM;1;1;;;;606;;
IMAGES;2013;290000181;290000074;RADIO;2;2;5249;0;0;7384;133;0
IMAGES;2013;290000181;290000074;SCAN;1;1;2442;0;0;2886;13;0
IMAGES;2013;290000207;290000520;CAM;2;;;;;;;
IMAGES;2013;290000207;290000520;LITHO;1;1;78;;;;;1
IMAGES;2013;290000207;290000520;MAMM;1;;;;;;;
IMAGES;2013;290000207;290000520;RADIO;4;;;;;;;
IMAGES;2013;290000256;290000017;MAMM;1;1;;;;276;;
IMAGES;2013;290000256;290000017;RADIO;3;3;7601;;;11445;181;0
IMAGES;2013;290000256;290000017;SCAN;1;1;2047;;;2861;31;0
IMAGES;2013;290000728;750821092;IRM;1;1;237;;;4438;;0
IMAGES;2013;290000728;750821092;RADIO;3;3;8876;;;16420;153;0
IMAGES;2013;290000728;750821092;SCAN;1;1;3718;;;3870;46;1
IMAGES;2013;290000918;290000298;RADIO;1;1;238;56;;;;1
IMAGES;2013;290000934;290000306;MAMM;1;1;;;;290;;
IMAGES;2013;290000934;290000306;RADIO;2;2;1585;187;;15346;403;0
IMAGES;2013;290000934;290000306;SCAN;1;1;2016;58;;4009;35;0
IMAGES;2013;290000975;290000546;RADIO;4;4;3472;0;0;0;0;0
IMAGES;2013;290004324;290000017;CAM;2;2;1617;;;6339;0;0
IMAGES;2013;290004324;290000017;IRM;2;2;1887;;;5108;14;0
IMAGES;2013;290004324;290000017;RADIO;10;10;45822;;;26110;931;1
IMAGES;2013;290004324;290000017;SCAN;2;2;13364;;;5974;309;0
IMAGES;2013;290004324;290000017;VASC;4;4;2713;;;;;0
IMAGES;2013;290004324;290000017;dtIRM2;1;1;836;;;2184;;0
IMAGES;2013;290019777;290022508;IRM;1;0;;;;;;
IMAGES;2013;290019777;290022508;SCAN;1;0;;;;;;
IMAGES;2013;290019777;290022508;VASC;1;1;1477;;;;;1
IMAGES;2013;290023431;290001049;MAMM;1;0;;;;;;
IMAGES;2013;290023431;290001049;RADIO;2;0;;;;;;
IMAGES;2013;290023431;290001049;SCAN;1;0;;;;;;
IMAGES;2013;2A0000022;2A0000014;IRM;1;1;505;;;830;3;0
IMAGES;2013;2A0000022;2A0000014;LITHO;1;1;162;;;;;1
IMAGES;2013;2A0000022;2A0000014;RADIO;2;2;17940;;;17243;442;0
IMAGES;2013;2A0000022;2A0000014;SCAN;1;1;12628;;;6508;69;0
IMAGES;2013;2A0000022;2A0000014;VASC;1;1;1012;;;2;11;1
IMAGES;2013;2A0000097;2A0000063;VASC;1;;;;;;;
IMAGES;2013;2A0000139;2A0000063;LITHO;1;;;;;;;
IMAGES;2013;2A0000154;2A0000204;SCAN;1;1;;;;;;
IMAGES;2013;2A0000212;2A0000170;RADIO;1;1;1200;;;4500;125;1
IMAGES;2013;2A0002614;2A0002606;RADIO;1;1;156;;;2791;35;0
IMAGES;2013;2B0000012;2B0000020;IRM;1;1;4544;;;1752;;0
IMAGES;2013;2B0000012;2B0000020;RADIO;2;2;;;;15983;;0
IMAGES;2013;2B0000012;2B0000020;SCAN;1;1;10969;;;2179;;0
