BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2013;590797353;590051801;M2050;6;7;7.91;1;0;;
PERINAT_P;2013;590797353;590051801;N2340;16;5;20.85;;;;
PERINAT_P;2013;590797353;590051801;N2800;10;35;30.9;;;;
PERINAT_P;2013;590804696;590781902;M1140;7;6;9.3;;1;;
PERINAT_P;2013;590804696;590781902;M2050;7;;7;1;;;
PERINAT_P;2013;590804696;590781902;MIVG;;3;1.1;;;;
PERINAT_P;2013;590804696;590781902;N2340;2;5;6;;;;
PERINAT_P;2013;590804696;590781902;N2700;;1;0.25;;;;
PERINAT_P;2013;590804696;590781902;N2800;18;15;27.08;;;;
PERINAT_P;2013;590804696;590781902;N280H;11;10;16.41;;;;
PERINAT_P;2013;590804696;590781902;N3120;1;;0.4;;;;
PERINAT_P;2013;590813382;590000386;N2800;10;3;12.15;;;;
PERINAT_P;2013;590813382;590000386;N280H;;4;1.65;;;;
PERINAT_P;2013;590813507;590000485;M1030;;4;1.5;1;1;0;0
PERINAT_P;2013;590813507;590000485;M1140;2;1;2.2;1;1;;
PERINAT_P;2013;590813507;590000485;M2050;3;2;4.5;1;1;;
PERINAT_P;2013;590813507;590000485;MIVG;2;2;4;;;;
PERINAT_P;2013;590813507;590000485;N2340;3;1;2.33;;;;
PERINAT_P;2013;590813507;590000485;N2700;;1;0.48;;;;
PERINAT_P;2013;590813507;590000485;N2800;8;2;7.89;;;;
PERINAT_P;2013;590813507;590000485;N280H;7;1;6.64;;;;
PERINAT_P;2013;590813507;590000485;N3120;;1;0.5;;;;
PERINAT_P;2013;590816310;590000048;M1030;7;;7;;1;;0
PERINAT_P;2013;590816310;590000048;M1140;2;1;3;;1;;
PERINAT_P;2013;590816310;590000048;M2050;7;;7;;1;;
PERINAT_P;2013;590816310;590000048;N2340;;2;1.12;;;;
PERINAT_P;2013;590816310;590000048;N2700;;1;0.69;;;;
PERINAT_P;2013;590816310;590000048;N2800;10;15;14;;;;
PERINAT_P;2013;590816310;590000048;N280H;5;7;7;;;;
PERINAT_P;2013;590817839;590053955;M1030;;4;;0;1;0;1
PERINAT_P;2013;590817839;590053955;M1140;;4;;0;1;;
PERINAT_P;2013;590817839;590053955;M2050;4;1;;0;1;;
PERINAT_P;2013;590817839;590053955;N2700;;1;0.1;;;;
PERINAT_P;2013;590817839;590053955;N2800;5;5;7.5;;;;
PERINAT_P;2013;590817839;590053955;N280H;5;5;2;;;;
PERINAT_P;2013;590817839;590053955;N3120;;1;0.1;;;;
PERINAT_P;2013;600000053;600101984;M1030;5;0;4.4;;;;
PERINAT_P;2013;600000053;600101984;M1140;4;1;1.52;0;0;;
PERINAT_P;2013;600000053;600101984;M2050;7;9;9.8;1;1;;
PERINAT_P;2013;600000053;600101984;MIVG;1;;0.3;;;;
PERINAT_P;2013;600000053;600101984;N2340;2;2;4.58;;;;
PERINAT_P;2013;600000053;600101984;N2800;6;7;11.28;;;;
PERINAT_P;2013;600000053;600101984;N280H;6;7;11.28;;;;
PERINAT_P;2013;600000186;600100648;M1030;3;1;3.84;0;1;0;0
PERINAT_P;2013;600000186;600100648;M1140;1;3;0.81;0;1;;
PERINAT_P;2013;600000186;600100648;M2050;1;3;2.51;1;0;;
PERINAT_P;2013;600000186;600100648;N2700;;1;0.5;;;;
PERINAT_P;2013;600000186;600100648;N2800;6;3;7.9;;;;
PERINAT_P;2013;600000186;600100648;N280H;6;3;7.9;;;;
PERINAT_P;2013;600000194;600100713;M1030;13;5;2.7;1;1;1;
PERINAT_P;2013;600000194;600100713;M1140;11;4;12.5;1;1;;
PERINAT_P;2013;600000194;600100713;M2050;8;3;8.35;1;0;;
PERINAT_P;2013;600000194;600100713;N2340;1;4;4.55;;;;
PERINAT_P;2013;600000194;600100713;N2700;1;;1;;;;
PERINAT_P;2013;600000194;600100713;N2800;23;8;30.35;;;;
PERINAT_P;2013;600000285;600100721;M2050;2;1;0.96;0;0;;
PERINAT_P;2013;600000285;600100721;N2800;1;1;1.57;;;;
PERINAT_P;2013;600000285;600100721;N280H;1;1;1.57;;;;
PERINAT_P;2013;600000467;600101984;M1030;5;0;4.4;1;1;1;
PERINAT_P;2013;600000467;600101984;M1140;11;3;3.94;1;0;;
PERINAT_P;2013;600000467;600101984;M2050;9;;8.58;1;1;;
PERINAT_P;2013;600000467;600101984;MIVG;;1;0.6;;;;
PERINAT_P;2013;600000467;600101984;N2340;18;7;24.15;;;;
PERINAT_P;2013;600000467;600101984;N2800;9;1;8.8;;;;
PERINAT_P;2013;600000467;600101984;N280H;9;1;8.8;;;;
PERINAT_P;2013;600100754;600000228;M1030;7;0;7;1;;;
PERINAT_P;2013;600100754;600000228;M1140;3;0;3;1;;;
PERINAT_P;2013;600100754;600000228;M2050;5;0;5;1;;;
PERINAT_P;2013;600100754;600000228;N2800;12;2;13.95;;;;
PERINAT_P;2013;600100754;600000228;N280H;5;1;5.5;;;;
PERINAT_P;2013;600113476;600100721;M1030;0;0;0;1;1;0;0
PERINAT_P;2013;600113476;600100721;M1140;4;2;4.32;1;1;;
PERINAT_P;2013;600113476;600100721;M2050;6;3;6.44;1;0;;
PERINAT_P;2013;600113476;600100721;N2340;4;1;4.69;;;;
PERINAT_P;2013;600113476;600100721;N2700;1;1;1.57;;;;
PERINAT_P;2013;600113476;600100721;N2800;17;11;25.53;;;;
PERINAT_P;2013;600113476;600100721;N280H;17;11;25.53;;;;
PERINAT_P;2013;610000044;610780074;M1140;1;0;0.17;;;;
PERINAT_P;2013;610000044;610780074;M2050;4;0;4.04;;;;
PERINAT_P;2013;610000044;610780074;N2340;0;2;1.22;;;;
PERINAT_P;2013;610000044;610780074;N2800;11;6;14.44;;;;
PERINAT_P;2013;610000044;610780074;N280H;11;6;14.44;;;;
PERINAT_P;2013;610000051;610780082;M1030;9;;9;1;0;1;0
PERINAT_P;2013;610000051;610780082;M1140;3;2;4.1;1;0;;
PERINAT_P;2013;610000051;610780082;M2050;4;1;4.6;1;0;;
PERINAT_P;2013;610000051;610780082;N2340;3;3;5.26;;;;
PERINAT_P;2013;610000051;610780082;N2800;19;5;21.6;;;;
PERINAT_P;2013;610000069;610780090;M1030;;1;0.41;1;0;1;
PERINAT_P;2013;610000069;610780090;M1140;;1;0.06;0;1;;
PERINAT_P;2013;610000069;610780090;M2050;;1;0.1;0;1;;
PERINAT_P;2013;610000069;610780090;MIVG;;1;0.06;;;;
PERINAT_P;2013;610000069;610780090;N2340;;3;2.6;;;;
PERINAT_P;2013;610000069;610780090;N2700;;1;0.1;;;;
PERINAT_P;2013;610000069;610780090;N2800;5;7;9.23;;;;
PERINAT_P;2013;610000069;610780090;N280H;1;;1;;;;
PERINAT_P;2013;610000069;610780090;N3120;;1;0.03;;;;
PERINAT_P;2013;610000119;610780165;M1140;0;0;0;1;0;;
PERINAT_P;2013;610000119;610780165;M2050;5;4;6.42;1;0;;
PERINAT_P;2013;610000119;610780165;N2700;1;0;0.5;;;;
PERINAT_P;2013;610000119;610780165;N2800;13;7;15.42;;;;
PERINAT_P;2013;610000119;610780165;N280H;13;7;15.42;;;;
PERINAT_P;2013;610780116;610790594;M1140;;1;0.05;0;0;;
PERINAT_P;2013;610780116;610790594;M2050;;4;0.55;0;0;;
PERINAT_P;2013;620000034;620100057;M1030;;13;3;1;0;1;0
PERINAT_P;2013;620000034;620100057;M1140;6;2;6.11;1;0;;
PERINAT_P;2013;620000034;620100057;M2050;12;;11.16;1;0;;
PERINAT_P;2013;620000034;620100057;N2340;31;9;35.5;;;;
PERINAT_P;2013;620000034;620100057;N2700;1;;1;;;;
PERINAT_P;2013;620000034;620100057;N2800;23;12;31.2;;;;
PERINAT_P;2013;620000034;620100057;N280H;11;2;12.3;;;;
PERINAT_P;2013;620000034;620100057;N3120;;1;0.2;;;;
PERINAT_P;2013;620000224;620100651;M1140;6;3;6.7;0;1;;
PERINAT_P;2013;620000224;620100651;M2050;7;1;7.8;1;0;;
PERINAT_P;2013;620000224;620100651;MIVG;2;0;2;;;;
PERINAT_P;2013;620000224;620100651;N2340;10;3;11.67;;;;
PERINAT_P;2013;620000224;620100651;N2800;10;12;19.24;;;;
PERINAT_P;2013;620000224;620100651;N3120;1;;1;;;;
PERINAT_P;2013;620000257;620100685;M1030;0;0;0;1;0;0;0
PERINAT_P;2013;620000257;620100685;M1140;8;3;9.7;1;0;;
PERINAT_P;2013;620000257;620100685;M2050;9;1;7.84;1;0;;
PERINAT_P;2013;620000257;620100685;MIVG;0;3;1.37;;;;
PERINAT_P;2013;620000257;620100685;N2340;37;18;50;;;;
PERINAT_P;2013;620000257;620100685;N2800;33;14;44.91;;;;
PERINAT_P;2013;620000257;620100685;N280H;33;14;20.5;;;;
PERINAT_P;2013;620000257;620100685;N3120;1;0;0.25;;;;
PERINAT_P;2013;620000323;620101337;M1030;6;1;6.28;;;;
PERINAT_P;2013;620000323;620101337;M1140;6;2;7.93;1;;;
PERINAT_P;2013;620000323;620101337;M2050;10;7;13.1;1;;;
PERINAT_P;2013;620000323;620101337;N2340;33;19;46.44;;;;
PERINAT_P;2013;620000323;620101337;N2700;;1;0.2;;;;
PERINAT_P;2013;620000323;620101337;N2800;34;11;41.86;;;;
PERINAT_P;2013;620000323;620101337;N280H;32;11;39.86;;;;
PERINAT_P;2013;620000349;620101360;M1140;;1;0.23;;;;
PERINAT_P;2013;620000349;620101360;M2050;9;1;9.7;;;;
PERINAT_P;2013;620000349;620101360;N2340;4;7;9.46;;;;
PERINAT_P;2013;620000349;620101360;N2800;19;8;24.65;;;;
PERINAT_P;2013;620000653;620103440;M1030;6;3;0.1;1;;0;
PERINAT_P;2013;620000653;620103440;M1140;1;3;3.31;1;;;
PERINAT_P;2013;620000653;620103440;M2050;9;;2.57;1;;;
PERINAT_P;2013;620000653;620103440;MIVG;1;1;0.6;;;;
PERINAT_P;2013;620000653;620103440;N2340;7;8;11.66;;;;
PERINAT_P;2013;620000653;620103440;N2800;20;7;22.84;;;;
PERINAT_P;2013;620000653;620103440;N280H;20;7;22.84;;;;
PERINAT_P;2013;620003202;620103432;M1140;0;1;0.54;0;1;;
PERINAT_P;2013;620003202;620103432;M2050;5;2;6.14;1;1;;
PERINAT_P;2013;620003202;620103432;MIVG;;1;0.02;;;;
PERINAT_P;2013;620003202;620103432;N2340;1;0;1;;;;
PERINAT_P;2013;620003202;620103432;N2700;0;1;0.25;;;;
PERINAT_P;2013;620003202;620103432;N2800;9;6;14.15;;;;
PERINAT_P;2013;620003202;620103432;N280H;2;6;5.55;;;;
PERINAT_P;2013;620003202;620103432;N3120;0;1;0.25;;;;
PERINAT_P;2013;620003350;620001834;M1030;3;4;5;;;;
PERINAT_P;2013;620003350;620001834;M1140;;4;0.5;;;;
PERINAT_P;2013;620003350;620001834;M2050;4;2;4.75;;;;
PERINAT_P;2013;620003350;620001834;N2340;1;2;2.45;;;;
PERINAT_P;2013;620003350;620001834;N2800;9;1;9.8;;;;
PERINAT_P;2013;620003350;620001834;N280H;9;1;9.8;;;;
PERINAT_P;2013;620025346;620001834;M1140;1;2;2.1;;0;;
PERINAT_P;2013;620025346;620001834;M2050;3;2;4;;1;;
PERINAT_P;2013;620025346;620001834;N2340;2;1;2.7;;;;
PERINAT_P;2013;620025346;620001834;N2700;;1;0.5;;;;
PERINAT_P;2013;620025346;620001834;N2800;12;12;18.16;;;;
PERINAT_P;2013;620025346;620001834;N280H;;1;0.5;;;;
PERINAT_P;2013;620100099;620014779;M1030;3;;1.5;0;1;0;1
PERINAT_P;2013;620100099;620014779;M1140;3;;3;0;1;;
PERINAT_P;2013;620100099;620014779;M2050;4;;4;0;1;;
PERINAT_P;2013;620100099;620014779;N2340;1;;0.5;;;;
PERINAT_P;2013;620100099;620014779;N2700;1;;0.33;;;;
PERINAT_P;2013;620100099;620014779;N2800;14;;10.69;;;;
PERINAT_P;2013;620100099;620014779;N280H;14;;10.69;;;;
PERINAT_P;2013;620100735;620000265;N2340;2;;2;;;;
PERINAT_P;2013;620100735;620000265;N2800;3;4;5.12;;;;
PERINAT_P;2013;620118513;620002915;M1030;8;;8;;1;;0
PERINAT_P;2013;620118513;620002915;M1140;2;7;2.5;;1;;
PERINAT_P;2013;620118513;620002915;M2050;6;;6;;1;;
PERINAT_P;2013;620118513;620002915;MIVG;1;1;0.19;;;;
PERINAT_P;2013;620118513;620002915;N2340;;1;0.2;;;;
PERINAT_P;2013;620118513;620002915;N2700;;1;0.12;;;;
PERINAT_P;2013;620118513;620002915;N2800;8;4;11.28;;;;
PERINAT_P;2013;620118513;620002915;N280H;8;4;6.36;;;;
PERINAT_P;2013;620118513;620002915;N3120;;1;0.12;;;;
PERINAT_P;2013;630000412;630780997;M1140;;1;0.1;0;0;;
PERINAT_P;2013;630000412;630780997;M2050;;2;0.2;0;0;;
PERINAT_P;2013;630000412;630780997;N2800;;2;1.5;;;;
PERINAT_P;2013;630000420;630781003;M1030;1;;1;1;1;1;1
PERINAT_P;2013;630000420;630781003;M1140;1;;1;0;1;;
PERINAT_P;2013;630000420;630781003;M2050;6;;6;1;1;;
PERINAT_P;2013;630000420;630781003;MIVG;15;;15;;;;
PERINAT_P;2013;630000420;630781003;N2800;15;;15;;;;
PERINAT_P;2013;630000420;630781003;N280H;15;;15;;;;
PERINAT_P;2013;630000446;630781029;M1030;5;;4.8;;;;
PERINAT_P;2013;630000446;630781029;M1140;1;;1;;;;
PERINAT_P;2013;630000446;630781029;M2050;5;;4.4;;;;
PERINAT_P;2013;630000446;630781029;N2800;5;12;12.2;;;;
PERINAT_P;2013;630000446;630781029;N280H;5;12;12.2;;;;
PERINAT_P;2013;630781268;630780989;M1140;6;;5.59;1;1;;
PERINAT_P;2013;630781268;630780989;M2050;;3;4.94;1;;;
PERINAT_P;2013;630781268;630780989;N2340;28;12;42.15;;;;
PERINAT_P;2013;630781268;630780989;N2800;56;24;70.89;;;;
PERINAT_P;2013;630781268;630780989;N280H;52;24;67.02;;;;
PERINAT_P;2013;630781839;630000826;M1030;15;;14;1;;1;
PERINAT_P;2013;630781839;630000826;M1140;2;1;2.5;;1;;
PERINAT_P;2013;630781839;630000826;M2050;13;;13;1;;;
PERINAT_P;2013;630781839;630000826;MIVG;10;;10;;;;
PERINAT_P;2013;630781839;630000826;N2340;9;;7.3;;;;
PERINAT_P;2013;630781839;630000826;N2700;;2;1;;;;
PERINAT_P;2013;630781839;630000826;N2800;34;;29.78;;;;
PERINAT_P;2013;640000162;640780417;M1140;2;1;2.4;1;0;;
PERINAT_P;2013;640000162;640780417;M2050;1;1;2.25;1;;;
PERINAT_P;2013;640000162;640780417;MIVG;1;;1;;;;
PERINAT_P;2013;640000162;640780417;N2340;1;;1.96;;;;
PERINAT_P;2013;640000162;640780417;N2700;;5;1.82;;;;
PERINAT_P;2013;640000162;640780417;N2800;18;15;28.46;;;;
PERINAT_P;2013;640000162;640780417;N280H;4;24;16.13;;;;
PERINAT_P;2013;640000402;640780813;M1030;;;;0;1;0;1
PERINAT_P;2013;640000402;640780813;M1140;;;;0;1;;
PERINAT_P;2013;640000402;640780813;M2050;7;;4.57;0;1;;
PERINAT_P;2013;640000402;640780813;N2800;7;7;11.08;;;;
PERINAT_P;2013;640000402;640780813;N280H;7;7;10.28;;;;
PERINAT_P;2013;640000600;640781290;M1140;6;1;2.05;1;1;;
PERINAT_P;2013;640000600;640781290;M2050;7;;1.5;1;1;;
PERINAT_P;2013;640000600;640781290;MIVG;5;;0.3;;;;
PERINAT_P;2013;640000600;640781290;N2340;17;17;25.43;;;;
PERINAT_P;2013;640000600;640781290;N2800;12;24;7.71;;;;
PERINAT_P;2013;640000600;640781290;N280H;7;20;10.33;;;;
PERINAT_P;2013;640000600;640781290;N3120;;1;0.32;;;;
PERINAT_P;2013;640015921;640780821;M1030;3;;2.5;0;1;0;1
PERINAT_P;2013;640015921;640780821;M1140;1;2;1.2;0;1;;
PERINAT_P;2013;640015921;640780821;M2050;2;4;2.35;0;1;;
PERINAT_P;2013;640015921;640780821;MIVG;2;;2;;;;
PERINAT_P;2013;640015921;640780821;N2800;4;4;6.6;;;;
PERINAT_P;2013;640015921;640780821;N280H;1;;1;;;;
PERINAT_P;2013;640017646;640017638;M1140;1;0;0.2;;1;;
PERINAT_P;2013;640017646;640017638;M2050;2;0;1.33;;1;;
PERINAT_P;2013;640017646;640017638;N2800;5;3;4.39;;;;
PERINAT_P;2013;640017646;640017638;N280H;5;3;4.39;;;;
PERINAT_P;2013;640780482;640012209;N2800;17;4;17.7;;;;
PERINAT_P;2013;640780482;640012209;N280H;8;;8;;;;
PERINAT_P;2013;640780755;640780417;M2050;1;1;0.24;;;;
PERINAT_P;2013;640780755;640780417;N2800;;4;1.5;;;;
PERINAT_P;2013;640780946;640000469;M1030;5;;5;1;;1;
PERINAT_P;2013;640780946;640000469;M1140;;6;1;0;1;;
PERINAT_P;2013;640780946;640000469;M2050;9;;9;1;;;
PERINAT_P;2013;640780946;640000469;MIVG;7;;0.7;;;;
PERINAT_P;2013;640780946;640000469;N2340;3;4;5.4;;;;
PERINAT_P;2013;640780946;640000469;N2700;;2;0.6;;;;
PERINAT_P;2013;640780946;640000469;N2800;10;14;17.8;;;;
PERINAT_P;2013;640780946;640000469;N280H;10;14;17.8;;;;
PERINAT_P;2013;640780946;640000469;N3120;;2;1;;;;
PERINAT_P;2013;650000045;650780158;M1140;0;2;0.7;0;0;;
PERINAT_P;2013;650000045;650780158;M2050;1;1;1.6;0;1;;
PERINAT_P;2013;650000045;650780158;N2800;4;4;7.18;;;;
PERINAT_P;2013;650000045;650780158;N280H;4;4;7.18;;;;
PERINAT_P;2013;650000417;650783160;M1030;8;;8;0;1;0;0
PERINAT_P;2013;650000417;650783160;M1140;7;3;8.15;0;1;;
PERINAT_P;2013;650000417;650783160;M2050;4;;4;0;1;;
PERINAT_P;2013;650000417;650783160;MIVG;;1;0.4;;;;
PERINAT_P;2013;650000417;650783160;N2340;5;3;8.07;;;;
PERINAT_P;2013;650000417;650783160;N2800;12;7;16.39;;;;
PERINAT_P;2013;650780679;650000243;M1030;;14;3.5;0;0;;
PERINAT_P;2013;650780679;650000243;M1140;;2;1;0;0;;
PERINAT_P;2013;650780679;650000243;M2050;;6;3;0;0;;
PERINAT_P;2013;650780679;650000243;N2340;1;1;1.91;;;;
PERINAT_P;2013;650780679;650000243;N2700;;1;0.17;;;;
PERINAT_P;2013;650780679;650000243;N2800;7;4;9.44;;;;
PERINAT_P;2013;650780679;650000243;N280H;3;1;3.5;;;;
PERINAT_P;2013;650784218;650780174;M2050;1;;1;0;0;;
PERINAT_P;2013;650784218;650780174;N2800;2;1;2.85;;;;
PERINAT_P;2013;660000084;660780180;M1030;8;;8;1;0;1;0
PERINAT_P;2013;660000084;660780180;M1140;8;;8;1;0;;
PERINAT_P;2013;660000084;660780180;M2050;8;5;9.3;1;0;;
PERINAT_P;2013;660000084;660780180;MIVG;1;1;0.5;;;;
PERINAT_P;2013;660000084;660780180;N2340;25;9;32.97;;;;
PERINAT_P;2013;660000084;660780180;N2700;1;;0.81;;;;
PERINAT_P;2013;660000084;660780180;N2800;27;14;36.78;;;;
PERINAT_P;2013;660780669;660000324;M1030;4;;4;1;0;1;0
PERINAT_P;2013;660780669;660000324;M1140;4;;4;0;1;;
PERINAT_P;2013;660780669;660000324;M2050;6;;6;1;0;;
PERINAT_P;2013;660780669;660000324;MIVG;4;;4;;;;
PERINAT_P;2013;660780669;660000324;N2340;4;2;4.5;;;;
PERINAT_P;2013;660780669;660000324;N2700;;1;0.5;;;;
PERINAT_P;2013;660780669;660000324;N2800;18;8;21.5;;;;
PERINAT_P;2013;660780669;660000324;N3120;;1;0.3;;;;
PERINAT_P;2013;660780784;660000407;M1030;11;2;12;1;1;0;1
PERINAT_P;2013;660780784;660000407;M1140;;3;2;0;1;;
PERINAT_P;2013;660780784;660000407;M2050;6;;6;0;1;;
PERINAT_P;2013;660780784;660000407;N2340;2;2;3.3;;;;
PERINAT_P;2013;660780784;660000407;N2700;;1;0.5;;;;
PERINAT_P;2013;660780784;660000407;N2800;9;10;15.8;;;;
PERINAT_P;2013;660780784;660000407;N280H;4;6;8.1;;;;
PERINAT_P;2013;660780784;660000407;N3120;1;;1;;;;
PERINAT_P;2013;670000082;670780147;N2340;3;1;3.51;;;;
PERINAT_P;2013;670000082;670780147;N2700;;1;0.07;;;;
PERINAT_P;2013;670000082;670780147;N2800;22;13;21.17;;;;
PERINAT_P;2013;670000082;670780147;N3120;;1;0.4;;;;
PERINAT_P;2013;670000157;670780337;M1030;;5;0.07;1;0;0;0
PERINAT_P;2013;670000157;670780337;M1140;2;;2;1;0;;
PERINAT_P;2013;670000157;670780337;M2050;6;8;6.88;1;0;;
PERINAT_P;2013;670000157;670780337;MIVG;;7;0.3;;;;
PERINAT_P;2013;670000157;670780337;N2340;4;9;11.19;;;;
PERINAT_P;2013;670000157;670780337;N2700;;2;0.5;;;;
PERINAT_P;2013;670000157;670780337;N2800;26;13;33.2;;;;
PERINAT_P;2013;670000157;670780337;N280H;8;3;10.1;;;;
PERINAT_P;2013;670000157;670780337;N3120;;1;0.1;;;;
PERINAT_P;2013;670000165;670780345;M1140;1;;0.5;0;0;;
PERINAT_P;2013;670000165;670780345;M2050;4;3;3.43;0;1;;
PERINAT_P;2013;670000165;670780345;MIVG;;;0.1;;;;
PERINAT_P;2013;670000165;670780345;N2340;;8;5.4;;;;
PERINAT_P;2013;670000165;670780345;N2700;;1;0.6;;;;
PERINAT_P;2013;670000165;670780345;N2800;13;13;23.11;;;;
PERINAT_P;2013;670000165;670780345;N280H;9;3;6.9;;;;
PERINAT_P;2013;670000272;670780543;M1030;6;;0.1;;1;;1
PERINAT_P;2013;670000272;670780543;M1140;1;;0.1;1;;;
PERINAT_P;2013;670000272;670780543;M2050;3;;1;0;1;;
PERINAT_P;2013;670000272;670780543;N2340;1;;0.8;;;;
PERINAT_P;2013;670000272;670780543;N2700;1;;0.1;;;;
PERINAT_P;2013;670000272;670780543;N2800;10;;8;;;;
PERINAT_P;2013;670000272;670780543;N280H;10;;8;;;;
PERINAT_P;2013;670000272;670780543;N3120;1;;0.1;;;;
PERINAT_P;2013;670000397;670780691;M2050;5;3;5.7;0;1;;
PERINAT_P;2013;670000397;670780691;MIVG;;1;0.2;;;;
PERINAT_P;2013;670000397;670780691;N2800;22;5;25.2;;;;
PERINAT_P;2013;670000397;670780691;N280H;12;2;13.6;;;;
PERINAT_P;2013;670000405;670780709;M2050;;1;0.6;0;0;;
PERINAT_P;2013;670000405;670780709;N2800;1;1;1.93;;;;
PERINAT_P;2013;670780113;670780055;M1030;9;;6.2;1;0;;
PERINAT_P;2013;670780113;670780055;M1140;2;4;3.4;1;1;;
PERINAT_P;2013;670780113;670780055;M2050;13;7;11.5;1;1;;
PERINAT_P;2013;670780113;670780055;MIVG;12;;1;;;;
PERINAT_P;2013;670780113;670780055;N2340;5;3;8.93;;;;
PERINAT_P;2013;670780113;670780055;N2700;2;1;3.17;;;;
PERINAT_P;2013;670780113;670780055;N2800;43;19;49.23;;;;
PERINAT_P;2013;670780113;670780055;N280H;42;19;48.9;;;;
PERINAT_P;2013;670780212;670014604;M1030;;;;1;;1;
PERINAT_P;2013;670780212;670014604;M1140;;10;5;;1;;
PERINAT_P;2013;670780212;670014604;M2050;;15;8;1;;;
PERINAT_P;2013;670780212;670014604;N2340;3;3;4.58;;;;
PERINAT_P;2013;670780212;670014604;N2800;13;3;13.6;;;;
PERINAT_P;2013;670783273;670780055;M1030;8;1;6.5;1;0;1;0
PERINAT_P;2013;670783273;670780055;M1140;10;5;10.2;1;1;;
PERINAT_P;2013;670783273;670780055;M2050;8;15;7.5;1;1;;
PERINAT_P;2013;670783273;670780055;MIVG;7;3;1.3;;;;
PERINAT_P;2013;670783273;670780055;N2340;46;29;66.72;;;;
PERINAT_P;2013;670783273;670780055;N2700;2;2;2.91;;;;
PERINAT_P;2013;670783273;670780055;N2800;39;28;58.4;;;;
PERINAT_P;2013;670783273;670780055;N280H;31;25;47.57;;;;
PERINAT_P;2013;680000197;680000049;M1030;2;2;0.7;0;1;0;0
PERINAT_P;2013;680000197;680000049;M1140;;6;1;0;0;;
PERINAT_P;2013;680000197;680000049;M2050;2;;2;0;1;;
PERINAT_P;2013;680000197;680000049;N2700;;2;0.1;;;;
PERINAT_P;2013;680000197;680000049;N2800;4;5;7.03;;;;
PERINAT_P;2013;680000197;680000049;N280H;1;;1;;;;
PERINAT_P;2013;680000320;680000643;M2050;;;;1;1;;
PERINAT_P;2013;680000320;680000643;N2700;;2;1.27;;;;
PERINAT_P;2013;680000320;680000643;N2800;24;19;35.92;;;;
PERINAT_P;2013;680000544;680000395;M1030;3;;3;;;;
PERINAT_P;2013;680000544;680000395;M1140;;2;0.7;;;;
PERINAT_P;2013;680000544;680000395;M2050;3;4;4;;;;
PERINAT_P;2013;680000544;680000395;N2340;1;;0.5;;;;
PERINAT_P;2013;680000544;680000395;N2800;11;;10.3;;;;
PERINAT_P;2013;680000544;680000395;N280H;10;;9.7;;;;
PERINAT_P;2013;680000601;680000437;M1030;4;0;0.51;0;1;0;0
PERINAT_P;2013;680000601;680000437;M1140;0;2;0.57;0;1;;
PERINAT_P;2013;680000601;680000437;M2050;3;1;3.25;0;1;;
PERINAT_P;2013;680000601;680000437;MIVG;0;1;0.2;;;;
PERINAT_P;2013;680000601;680000437;N2340;1;;1;;;;
PERINAT_P;2013;680000601;680000437;N2700;;1;0.55;;;;
PERINAT_P;2013;680000601;680000437;N2800;9;3;10.21;;;;
PERINAT_P;2013;680000601;680000437;N280H;6;;6;;;;
PERINAT_P;2013;680000627;680000486;M1030;4;0;1.55;1;0;1;0
PERINAT_P;2013;680000627;680000486;M1140;6;2;4.46;1;0;;
PERINAT_P;2013;680000627;680000486;M2050;12;3;2.15;1;1;;
PERINAT_P;2013;680000627;680000486;MIVG;8;0;0.5;;;;
PERINAT_P;2013;680000627;680000486;N2340;30;16;42.11;;;;
PERINAT_P;2013;680000627;680000486;N2700;2;0;0.3;;;;
PERINAT_P;2013;680000627;680000486;N2800;20;9;22.15;;;;
PERINAT_P;2013;680000627;680000486;N280H;17;9;20.55;;;;
PERINAT_P;2013;680000627;680000486;N3120;0;1;0.15;;;;
PERINAT_P;2013;680000700;680001005;M1140;;1;0.1;0;0;;
PERINAT_P;2013;680000700;680001005;M2050;;6;1.2;0;0;;
PERINAT_P;2013;680000700;680001005;N2700;;1;0.1;;;;
PERINAT_P;2013;680000700;680001005;N2800;2;1;2.8;;;;
PERINAT_P;2013;680000700;680001005;N3120;;1;0.1;;;;
PERINAT_P;2013;680001195;680016011;M1030;;;;;1;;
PERINAT_P;2013;680001195;680016011;M1140;1;2;1.27;;1;;
PERINAT_P;2013;680001195;680016011;M2050;2;5;3.09;;1;;
PERINAT_P;2013;680001195;680016011;N2340;2;1;2.8;;;;
PERINAT_P;2013;680001195;680016011;N2700;;1;0.25;;;;
PERINAT_P;2013;680001195;680016011;N2800;12;4;14.56;;;;
PERINAT_P;2013;680001195;680016011;N280H;12;4;14.56;;;;
PERINAT_P;2013;680001245;680000973;M1030;5;2;6.1;1;0;1;0
PERINAT_P;2013;680001245;680000973;M1140;8;5;0.98;1;0;;
PERINAT_P;2013;680001245;680000973;M2050;11;10;12.9;1;0;;
PERINAT_P;2013;680001245;680000973;N2340;14;9;21.8;;;;
PERINAT_P;2013;680001245;680000973;N2700;;3;1.76;;;;
PERINAT_P;2013;680001245;680000973;N2800;20;25;38.58;;;;
PERINAT_P;2013;690000013;690780036;M1030;2;3;1.96;;;;
PERINAT_P;2013;690000013;690780036;M1140;1;2;1.8;;;;
PERINAT_P;2013;690000013;690780036;M2050;1;2;2.39;;;;
