BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2013;690000013;690780036;MIVG;1;;0.6;;;;
PERINAT_P;2013;690000013;690780036;N2340;9;5;12.88;;;;
PERINAT_P;2013;690000013;690780036;N2800;9;9;16.17;;;;
PERINAT_P;2013;690000013;690780036;N280H;9;9;16.17;;;;
PERINAT_P;2013;690000021;690780044;M1030;;4;2.4;1;1;;
PERINAT_P;2013;690000021;690780044;M1140;;4;1.93;0;0;;
PERINAT_P;2013;690000021;690780044;M2050;;7;3.2;1;1;;
PERINAT_P;2013;690000021;690780044;MIVG;;1;0.1;;;;
PERINAT_P;2013;690000021;690780044;N2800;11;15;19.59;;;;
PERINAT_P;2013;690000021;690780044;N280H;3;2;4.41;;;;
PERINAT_P;2013;690000021;690780044;N3120;1;;0.1;;;;
PERINAT_P;2013;690000575;690782222;M1140;5;2;6.72;1;0;;
PERINAT_P;2013;690000575;690782222;M2050;7;2;7.56;1;0;;
PERINAT_P;2013;690000575;690782222;MIVG;;2;0.25;;;;
PERINAT_P;2013;690000575;690782222;N2340;4;8;9.59;;;;
PERINAT_P;2013;690000575;690782222;N2800;17;13;26.62;;;;
PERINAT_P;2013;690000575;690782222;N280H;17;13;26.62;;;;
PERINAT_P;2013;690000575;690782222;N3120;;1;0.2;;;;
PERINAT_P;2013;690000625;690782271;M1140;;11;0.81;0;0;;
PERINAT_P;2013;690000625;690782271;M2050;;6;0.65;0;0;;
PERINAT_P;2013;690000625;690782271;MIVG;;1;0.02;;;;
PERINAT_P;2013;690000625;690782271;N2800;4;1;3.37;;;;
PERINAT_P;2013;690007539;690781810;M1030;;;0.14;1;0;;
PERINAT_P;2013;690007539;690781810;M1140;9;7;11.46;1;;;
PERINAT_P;2013;690007539;690781810;M2050;4;4;4.95;1;1;;
PERINAT_P;2013;690007539;690781810;N2340;38;12;47.91;;;;
PERINAT_P;2013;690007539;690781810;N2700;;2;1.19;;;;
PERINAT_P;2013;690007539;690781810;N2800;50;21;83.12;;;;
PERINAT_P;2013;690022959;690000732;M1030;;8;8;1;0;1;
PERINAT_P;2013;690022959;690000732;M1140;;3;3;1;0;;
PERINAT_P;2013;690022959;690000732;M2050;19;1;19.2;1;0;;
PERINAT_P;2013;690022959;690000732;N2340;;1;0.8;;;;
PERINAT_P;2013;690022959;690000732;N2700;;1;0.5;;;;
PERINAT_P;2013;690022959;690000732;N2800;36;20;49.1;;;;
PERINAT_P;2013;690022959;690000732;N280H;18;8;24.9;;;;
PERINAT_P;2013;690022959;690000732;N3120;;1;0.5;;;;
PERINAT_P;2013;690780150;690000104;M1140;0;2;0.26;0;0;;
PERINAT_P;2013;690780150;690000104;M2050;0;3;0.9;0;0;;
PERINAT_P;2013;690780150;690000104;N2800;0;6;4.94;;;;
PERINAT_P;2013;690780358;690000195;M1030;13;;13;1;0;;
PERINAT_P;2013;690780358;690000195;M1140;4;;4;1;0;;
PERINAT_P;2013;690780358;690000195;M2050;21;;21;1;0;;
PERINAT_P;2013;690780358;690000195;N2340;7;3;8.71;;;;
PERINAT_P;2013;690780358;690000195;N2700;0;1;0.71;;;;
PERINAT_P;2013;690780358;690000195;N2800;19;14;27.88;;;;
PERINAT_P;2013;690780358;690000195;N280H;10;8;14.81;;;;
PERINAT_P;2013;690780358;690000195;N3120;0;1;0.5;;;;
PERINAT_P;2013;690780390;690000229;M1030;;6;0.25;1;;;
PERINAT_P;2013;690780390;690000229;M1140;;3;0.25;;1;;
PERINAT_P;2013;690780390;690000229;M2050;2;1;2.5;1;;;
PERINAT_P;2013;690780390;690000229;N2800;6;2;6.84;;;;
PERINAT_P;2013;690780390;690000229;N280H;1;;1;;;;
PERINAT_P;2013;690780416;690031190;M1030;;4;4;1;0;1;0
PERINAT_P;2013;690780416;690031190;M1140;;6;0.8;0;1;;
PERINAT_P;2013;690780416;690031190;M2050;;6;4.68;1;0;;
PERINAT_P;2013;690780416;690031190;MIVG;;1;0.2;;;;
PERINAT_P;2013;690780416;690031190;N2800;12;11;20.27;;;;
PERINAT_P;2013;690780416;690031190;N280H;;5;4.8;;;;
PERINAT_P;2013;690782834;690000724;M2050;3;;3;0;1;;
PERINAT_P;2013;690782834;690000724;N2340;15;;10.93;;;;
PERINAT_P;2013;690782834;690000724;N2800;17;;13.45;;;;
PERINAT_P;2013;690782834;690000724;N280H;17;;13.45;;;;
PERINAT_P;2013;690783154;690781810;N2800;1;;0.5;;;;
PERINAT_P;2013;690784137;690781810;M1030;;;0.54;;;;
PERINAT_P;2013;690784137;690781810;M1140;1;1;2.17;;;;
PERINAT_P;2013;690784137;690781810;M2050;1;8;4.06;;;;
PERINAT_P;2013;690784137;690781810;N2340;13;8;18.25;;;;
PERINAT_P;2013;690784137;690781810;N2700;;1;0.61;;;;
PERINAT_P;2013;690784137;690781810;N2800;17;15;26.94;;;;
PERINAT_P;2013;690784152;690781810;M1140;6;11;13.39;1;1;;
PERINAT_P;2013;690784152;690781810;M2050;2;1;3.9;1;1;;
PERINAT_P;2013;690784152;690781810;N2340;45;14;56.34;;;;
PERINAT_P;2013;690784152;690781810;N2700;;1;0.5;;;;
PERINAT_P;2013;690784152;690781810;N2800;45;22;53.58;;;;
PERINAT_P;2013;690805361;690805353;M1030;3;6;1.06;0;1;;1
PERINAT_P;2013;690805361;690805353;M1140;;5;1.06;0;1;;
PERINAT_P;2013;690805361;690805353;M2050;4;;2.95;0;1;;
PERINAT_P;2013;690805361;690805353;N2340;1;;1;;;;
PERINAT_P;2013;690805361;690805353;N2800;17;3;17.69;;;;
PERINAT_P;2013;690805361;690805353;N280H;12;2;12.44;;;;
PERINAT_P;2013;690805361;690805353;N3120;1;;0.5;;;;
PERINAT_P;2013;690807367;690003447;M1030;9;;9;1;1;0;0
PERINAT_P;2013;690807367;690003447;M1140;3;;3;1;1;;
PERINAT_P;2013;690807367;690003447;M2050;4;;4;1;1;;
PERINAT_P;2013;690807367;690003447;N2800;8;8;12.52;;;;
PERINAT_P;2013;690807367;690003447;N280H;8;8;12.52;;;;
PERINAT_P;2013;690807599;690006598;M1030;2;2;3;0;1;0;1
PERINAT_P;2013;690807599;690006598;M1140;1;3;2.8;0;1;;
PERINAT_P;2013;690807599;690006598;M2050;3;2;4;0;1;;
PERINAT_P;2013;690807599;690006598;MIVG;;1;0.2;;;;
PERINAT_P;2013;690807599;690006598;N2700;;1;0.5;;;;
PERINAT_P;2013;690807599;690006598;N2800;11;7;15.6;;;;
PERINAT_P;2013;690807599;690006598;N280H;5;8;6.8;;;;
PERINAT_P;2013;690807599;690006598;N3120;;1;0.3;;;;
PERINAT_P;2013;700000029;700004591;M2050;6;3;7.99;1;0;;
PERINAT_P;2013;700000029;700004591;MIVG;;2;1.6;;;;
PERINAT_P;2013;700000029;700004591;N2340;1;2;1.97;;;;
PERINAT_P;2013;700000029;700004591;N2800;25;6;28.03;;;;
PERINAT_P;2013;700000029;700004591;N280H;12;;11.5;;;;
PERINAT_P;2013;700000029;700004591;N3120;1;;0.3;;;;
PERINAT_P;2013;700780059;700004591;M2050;;1;0.8;0;0;;
PERINAT_P;2013;700780059;700004591;N2800;;2;0.67;;;;
PERINAT_P;2013;700780208;700004591;M2050;1;;0.1;;;;
PERINAT_P;2013;710010067;710780644;M1140;;3;1.7;;;;
PERINAT_P;2013;710010067;710780644;M2050;3;;2.74;;;;
PERINAT_P;2013;710010067;710780644;N2800;8;11;14.75;;;;
PERINAT_P;2013;710010067;710780644;N280H;4;5;7;;;;
PERINAT_P;2013;710010786;710781451;M1030;;;;0;1;;1
PERINAT_P;2013;710010786;710781451;M1140;;2;1.64;0;1;;
PERINAT_P;2013;710010786;710781451;M2050;2;1;1.92;0;1;;
PERINAT_P;2013;710010786;710781451;N2800;;10;5.84;;;;
PERINAT_P;2013;710010786;710781451;N280H;;10;5.84;;;;
PERINAT_P;2013;710978263;710780958;M1030;9;;1.5;1;;0;
PERINAT_P;2013;710978263;710780958;M1140;6;6;8.2;1;;;
PERINAT_P;2013;710978263;710780958;M2050;4;6;7.2;1;;;
PERINAT_P;2013;710978263;710780958;MIVG;;1;0.6;;;;
PERINAT_P;2013;710978263;710780958;N2340;10;8;15.85;;;;
PERINAT_P;2013;710978263;710780958;N2700;0;2;0.92;;;;
PERINAT_P;2013;710978263;710780958;N2800;17;15;27.97;;;;
PERINAT_P;2013;710978263;710780958;N280H;17;15;27.97;;;;
PERINAT_P;2013;710978289;710780263;M1030;1;;1;1;1;0;0
PERINAT_P;2013;710978289;710780263;M1140;2;2;0.65;1;1;;
PERINAT_P;2013;710978289;710780263;M2050;5;2;1.4;1;1;;
PERINAT_P;2013;710978289;710780263;N2340;7;7;12;;;;
PERINAT_P;2013;710978289;710780263;N2700;;1;0.2;;;;
PERINAT_P;2013;710978289;710780263;N2800;6;11;13.1;;;;
PERINAT_P;2013;710978289;710780263;N280H;5;10;12.1;;;;
PERINAT_P;2013;710978313;710976705;MIVG;2;;1.51;;;;
PERINAT_P;2013;710978313;710976705;N2340;1;;1;;;;
PERINAT_P;2013;710978313;710976705;N2800;1;;1;;;;
PERINAT_P;2013;710978347;710781204;M1030;;3;1.05;0;1;0;0
PERINAT_P;2013;710978347;710781204;M1140;2;1;2.25;0;1;;
PERINAT_P;2013;710978347;710781204;M2050;2;4;3.16;0;1;;
PERINAT_P;2013;710978347;710781204;N2800;7;3;8.6;;;;
PERINAT_P;2013;710978347;710781204;N280H;7;3;8.6;;;;
PERINAT_P;2013;720000033;720000025;M1030;;3;2.43;1;1;1;0
PERINAT_P;2013;720000033;720000025;M1140;;8;6.07;1;1;;
PERINAT_P;2013;720000033;720000025;M2050;;6;0.8;1;0;;
PERINAT_P;2013;720000033;720000025;MIVG;;3;1;;;;
PERINAT_P;2013;720000033;720000025;N2340;13;17;25.75;;;;
PERINAT_P;2013;720000033;720000025;N2700;1;1;1.39;;;;
PERINAT_P;2013;720000033;720000025;N2800;18;12;27.81;;;;
PERINAT_P;2013;720000033;720000025;N280H;15;10;22.72;;;;
PERINAT_P;2013;720000231;720000637;M1030;4;;4;;;;
PERINAT_P;2013;720000231;720000637;M1140;2;;2;;;;
PERINAT_P;2013;720000231;720000637;M2050;;8;4;;;;
PERINAT_P;2013;720000231;720000637;N2340;2;2;3.7;;;;
PERINAT_P;2013;720000231;720000637;N2700;1;;1;;;;
PERINAT_P;2013;720000231;720000637;N2800;11;6;16.7;;;;
PERINAT_P;2013;720000231;720000637;N3120;;1;0.2;;;;
PERINAT_P;2013;720016179;720016724;M2050;;8;2.18;;;;
PERINAT_P;2013;720016179;720016724;MIVG;;2;1.05;;;;
PERINAT_P;2013;720016179;720016724;N2340;6;8;11.98;;;;
PERINAT_P;2013;720016179;720016724;N2700;;1;0.3;;;;
PERINAT_P;2013;720016179;720016724;N2800;11;9;16;;;;
PERINAT_P;2013;720016179;720016724;N280H;1;;1;;;;
PERINAT_P;2013;730000031;730000015;M1030;;;;1;0;1;
PERINAT_P;2013;730000031;730000015;M1140;6;2;8;1;0;;
PERINAT_P;2013;730000031;730000015;M2050;;;;1;1;;
PERINAT_P;2013;730000031;730000015;MIVG;;4;0.98;;;;
PERINAT_P;2013;730000031;730000015;N2340;27;10;35.39;;;;
PERINAT_P;2013;730000031;730000015;N2700;1;1;1.49;;;;
PERINAT_P;2013;730000031;730000015;N2800;56;17;66.39;;;;
PERINAT_P;2013;730000031;730000015;N280H;56;17;66.39;;;;
PERINAT_P;2013;730000080;730780103;M1030;;1;0.6;1;0;1;0
PERINAT_P;2013;730000080;730780103;M1140;;1;0.3;0;1;;
PERINAT_P;2013;730000080;730780103;M2050;2;;2;0;1;;
PERINAT_P;2013;730000080;730780103;MIVG;2;;2;;;;
PERINAT_P;2013;730000080;730780103;N2800;4;5;7.05;;;;
PERINAT_P;2013;730000080;730780103;N280H;4;5;7.05;;;;
PERINAT_P;2013;730000098;730780111;M2050;0;2;0.6;0;0;;
PERINAT_P;2013;730000098;730780111;N2800;0;4;2.42;;;;
PERINAT_P;2013;730000247;730780525;M1030;6;;3.2;0;1;0;0
PERINAT_P;2013;730000247;730780525;M1140;10;;1.06;0;1;;
PERINAT_P;2013;730000247;730780525;M2050;7;;1.08;0;1;;
PERINAT_P;2013;730000247;730780525;MIVG;7;;1.08;;;;
PERINAT_P;2013;730000247;730780525;N2800;6;3;7.03;;;;
PERINAT_P;2013;730000247;730780525;N280H;;;6;;;;
PERINAT_P;2013;730000247;730780525;N3120;;1;0.16;;;;
PERINAT_P;2013;730000262;730002839;M1140;3;2;1.08;0;1;;
PERINAT_P;2013;730000262;730002839;M2050;3;3;1.33;0;1;;
PERINAT_P;2013;730000262;730002839;MIVG;2;3;0.7;;;;
PERINAT_P;2013;730000262;730002839;N2340;;12;4.11;;;;
PERINAT_P;2013;730000262;730002839;N2700;;1;0.5;;;;
PERINAT_P;2013;730000262;730002839;N2800;12;9;20.71;;;;
PERINAT_P;2013;730000262;730002839;N280H;6;1;6.08;;;;
PERINAT_P;2013;740000237;740781133;M1140;3;1;2.55;1;0;;
PERINAT_P;2013;740000237;740781133;M2050;2;1;1.88;1;0;;
PERINAT_P;2013;740000237;740781133;MIVG;0;10;0.94;;;;
PERINAT_P;2013;740000237;740781133;N2340;12;16;11.05;;;;
PERINAT_P;2013;740000237;740781133;N2700;1;0;0.59;;;;
PERINAT_P;2013;740000237;740781133;N2800;27;21;38.92;;;;
PERINAT_P;2013;740000237;740781133;N280H;27;21;38.92;;;;
PERINAT_P;2013;740000302;740781216;M1030;2;0;2.66;1;0;1;0
PERINAT_P;2013;740000302;740781216;M1140;0;1;0.5;0;1;;
PERINAT_P;2013;740000302;740781216;M2050;4;1;5.3;1;0;;
PERINAT_P;2013;740000302;740781216;MIVG;1;2;1.2;;;;
PERINAT_P;2013;740000302;740781216;N2700;0;1;0.3;;;;
PERINAT_P;2013;740000302;740781216;N2800;18;5;21.8;;;;
PERINAT_P;2013;740000302;740781216;N280H;18;5;21.8;;;;
PERINAT_P;2013;740000302;740781216;N3120;1;0;1;;;;
PERINAT_P;2013;740000328;740790381;MIVG;;2;0.6;;;;
PERINAT_P;2013;740000328;740790381;N2800;12;10;15.39;;;;
PERINAT_P;2013;740014345;740000617;M1030;11;;11;;;;
PERINAT_P;2013;740014345;740000617;M1140;3;;3;;;;
PERINAT_P;2013;740014345;740000617;M2050;12;;9.4;;;;
PERINAT_P;2013;740014345;740000617;MIVG;12;;7;;;;
PERINAT_P;2013;740014345;740000617;N2800;7;15;13.33;;;;
PERINAT_P;2013;740780424;740000120;M1030;;8;1;0;1;;1
PERINAT_P;2013;740780424;740000120;M1140;4;;4;0;1;;
PERINAT_P;2013;740780424;740000120;M2050;5;1;5.8;0;1;;
PERINAT_P;2013;740780424;740000120;MIVG;;7;0.1;;;;
PERINAT_P;2013;740780424;740000120;N2340;;1;0.86;;;;
PERINAT_P;2013;740780424;740000120;N2700;;1;0.2;;;;
PERINAT_P;2013;740780424;740000120;N2800;6;11;13.7;;;;
PERINAT_P;2013;740780424;740000120;N280H;6;11;7.2;;;;
PERINAT_P;2013;740780424;740000120;N3120;;1;0.2;;;;
PERINAT_P;2013;740780440;740014303;M2050;1;;1;0;0;;
PERINAT_P;2013;740781141;740790258;M1030;1;0;0.5;1;0;0;0
PERINAT_P;2013;740781141;740790258;M1140;1;0;0.5;0;1;;
PERINAT_P;2013;740781141;740790258;M2050;4;0;1.95;1;0;;
PERINAT_P;2013;740781141;740790258;MIVG;;2;0.2;;;;
PERINAT_P;2013;740781141;740790258;N2340;11;4;13;;;;
PERINAT_P;2013;740781141;740790258;N2800;21;20;34.33;;;;
PERINAT_P;2013;740781141;740790258;N3120;2;;0.6;;;;
PERINAT_P;2013;740781224;740001839;M1140;3;3;4.15;;;;
PERINAT_P;2013;740781224;740001839;M2050;6;2;7.66;;;;
PERINAT_P;2013;740781224;740001839;N2340;3;3;2.29;;;;
PERINAT_P;2013;740781224;740001839;N2800;21;10;28.5;;;;
PERINAT_P;2013;750000523;750150120;M1030;7;1;7.42;1;0;1;0
PERINAT_P;2013;750000523;750150120;M1140;7;1;5.94;1;0;;
PERINAT_P;2013;750000523;750150120;M2050;5;17;12.04;1;0;;
PERINAT_P;2013;750000523;750150120;N2340;10;2;12.09;;;;
PERINAT_P;2013;750000523;750150120;N2700;;2;0.7;;;;
PERINAT_P;2013;750000523;750150120;N2800;26;20;37.84;;;;
PERINAT_P;2013;750000523;750150120;N280H;25;14;35.32;;;;
PERINAT_P;2013;750100042;750712184;M1030;;;;1;0;;
PERINAT_P;2013;750100042;750712184;M1140;4;;4;1;0;;
PERINAT_P;2013;750100042;750712184;M2050;;;;1;1;;
PERINAT_P;2013;750100042;750712184;MIVG;3;3;4;;;;
PERINAT_P;2013;750100042;750712184;N2340;15;1;15.35;;;;
PERINAT_P;2013;750100042;750712184;N2700;1;1;1.5;;;;
PERINAT_P;2013;750100042;750712184;N2800;32;6;28.5;;;;
PERINAT_P;2013;750100042;750712184;N280H;6;;6;;;;
PERINAT_P;2013;750100042;750712184;N3120;3;;3;;;;
PERINAT_P;2013;750100075;750712184;MIVG;7;;2.8;;;;
PERINAT_P;2013;750100075;750712184;N3120;3;;0.71;;;;
PERINAT_P;2013;750100109;750712184;M1030;8;1;8.5;1;0;1;0
PERINAT_P;2013;750100109;750712184;M1140;14;0;13.1;1;0;;
PERINAT_P;2013;750100109;750712184;M2050;5;3;7;1;1;;
PERINAT_P;2013;750100109;750712184;MIVG;1;0;1;;;;
PERINAT_P;2013;750100109;750712184;N2340;31;4;34.8;;;;
PERINAT_P;2013;750100109;750712184;N2700;4;1;4.5;;;;
PERINAT_P;2013;750100109;750712184;N2800;35;14;48;;;;
PERINAT_P;2013;750100109;750712184;N280H;24;0;24;;;;
PERINAT_P;2013;750100109;750712184;N3120;4;0;4;;;;
PERINAT_P;2013;750100125;750712184;M1030;7;;5.75;;;;
PERINAT_P;2013;750100125;750712184;M1140;8;;5.3;;;;
PERINAT_P;2013;750100125;750712184;M2050;14;1;7.3;1;;;
PERINAT_P;2013;750100125;750712184;MIVG;;1;0.5;;;;
PERINAT_P;2013;750100125;750712184;N2340;2;;2;;;;
PERINAT_P;2013;750100125;750712184;N2700;1;;1;;;;
PERINAT_P;2013;750100125;750712184;N2800;17;11;25.8;;;;
PERINAT_P;2013;750100125;750712184;N280H;8;6;12.3;;;;
PERINAT_P;2013;750100125;750712184;N3120;2;2;3.23;;;;
PERINAT_P;2013;750100166;750712184;M1030;11;1;11.1;1;0;1;0
PERINAT_P;2013;750100166;750712184;M1140;5;1;5.3;1;1;;
PERINAT_P;2013;750100166;750712184;M2050;16;2;16.8;1;0;;
PERINAT_P;2013;750100166;750712184;MIVG;10;;4;;;;
PERINAT_P;2013;750100166;750712184;N2340;20;4;16;;;;
PERINAT_P;2013;750100166;750712184;N2700;5;5;4;;;;
PERINAT_P;2013;750100166;750712184;N2800;31;;29.6;;;;
PERINAT_P;2013;750100166;750712184;N280H;20;4;16;;;;
PERINAT_P;2013;750100208;750712184;M1030;5;0;2.9;1;;;
PERINAT_P;2013;750100208;750712184;M1140;10;10;14.6;1;0;;
PERINAT_P;2013;750100208;750712184;M2050;12;1;12.9;1;1;;
PERINAT_P;2013;750100208;750712184;N2340;47;5;51;;;;
PERINAT_P;2013;750100208;750712184;N2700;1;1;0.8;;;;
PERINAT_P;2013;750100208;750712184;N2800;63;8;58.5;;;;
PERINAT_P;2013;750100208;750712184;N280H;17;5;19.5;;;;
PERINAT_P;2013;750100208;750712184;N3120;1;0;1;;;;
PERINAT_P;2013;750100232;750712184;M1140;2;11;6.62;;;;
PERINAT_P;2013;750100232;750712184;M2050;;;14.5;;;;
PERINAT_P;2013;750100232;750712184;MIVG;;3;0.8;;;;
PERINAT_P;2013;750100232;750712184;N2340;18;1;18.86;;;;
PERINAT_P;2013;750100232;750712184;N2700;;;0.45;;;;
PERINAT_P;2013;750100232;750712184;N2800;32;6;35.01;;;;
PERINAT_P;2013;750100232;750712184;N3120;;;0.45;;;;
PERINAT_P;2013;750100273;750712184;M1030;1;1;1;;;;
PERINAT_P;2013;750100273;750712184;M1140;3;1;2.4;1;;;
PERINAT_P;2013;750100273;750712184;M2050;3;3;4.5;0;1;;
PERINAT_P;2013;750100273;750712184;MIVG;0;4;1;;;;
PERINAT_P;2013;750100273;750712184;N2340;16;1;16.18;;;;
PERINAT_P;2013;750100273;750712184;N2700;1;0;1;;;;
PERINAT_P;2013;750100273;750712184;N2800;23;7;28.01;;;;
PERINAT_P;2013;750100273;750712184;N3120;2;0;2;;;;
PERINAT_P;2013;750150013;750811887;M1030;1;17;5.19;1;1;1;1
PERINAT_P;2013;750150013;750811887;M1140;0;5;1.83;0;1;;
PERINAT_P;2013;750150013;750811887;M2050;3;18;9.64;1;1;;
PERINAT_P;2013;750150013;750811887;MIVG;0;5;0.69;;;;
PERINAT_P;2013;750150013;750811887;N2340;3;9;5.04;;;;
PERINAT_P;2013;750150013;750811887;N2700;0;2;1.05;;;;
PERINAT_P;2013;750150013;750811887;N2800;14;27;31.15;;;;
PERINAT_P;2013;750150013;750811887;N280H;10;18;22.37;;;;
PERINAT_P;2013;750150013;750811887;N3120;1;0;1;;;;
PERINAT_P;2013;750150104;750720476;M1030;5;;5;1;;1;
PERINAT_P;2013;750150104;750720476;M1140;1;3;2.51;;;;
PERINAT_P;2013;750150104;750720476;M2050;3;;3;1;;;
PERINAT_P;2013;750150104;750720476;MIVG;;;0.12;;;;
PERINAT_P;2013;750150104;750720476;N2340;1;;1.44;;;;
PERINAT_P;2013;750150104;750720476;N2700;;1;0.5;;;;
PERINAT_P;2013;750150104;750720476;N2800;14;8;22.89;;;;
PERINAT_P;2013;750150104;750720476;N280H;14;;14;;;;
PERINAT_P;2013;750150260;750006728;M1030;10;;1;1;1;1;1
PERINAT_P;2013;750150260;750006728;M1140;;6;2.14;0;1;;
PERINAT_P;2013;750150260;750006728;M2050;2;9;5.94;1;0;;
PERINAT_P;2013;750150260;750006728;N2340;2;;2.26;;;;
PERINAT_P;2013;750150260;750006728;N2800;15;19;22.3;;;;
PERINAT_P;2013;750150260;750006728;N280H;15;19;11.12;;;;
PERINAT_P;2013;750300220;750054827;MIVG;;;0.1;;;;
PERINAT_P;2013;750300410;750000770;M1030;4;1;4.5;1;;1;
PERINAT_P;2013;750300410;750000770;M1140;;5;4;0;1;;
PERINAT_P;2013;750300410;750000770;M2050;8;5;9;0;1;;
PERINAT_P;2013;750300410;750000770;N2700;;1;0.5;;;;
PERINAT_P;2013;750300410;750000770;N2800;13;3;15.2;;;;
PERINAT_P;2013;750300410;750000770;N280H;7;1;7.4;;;;
PERINAT_P;2013;750300667;750000838;M1030;;6;6;1;0;1;0
PERINAT_P;2013;750300667;750000838;M1140;;5;5;1;0;;
PERINAT_P;2013;750300667;750000838;M2050;;18;18;1;0;;
PERINAT_P;2013;750300667;750000838;N2340;;6;4.45;;;;
PERINAT_P;2013;750300667;750000838;N2700;;2;1;;;;
PERINAT_P;2013;750300667;750000838;N2800;14;11;18.86;;;;
PERINAT_P;2013;750300667;750000838;N280H;10;8;14.52;;;;
PERINAT_P;2013;750300840;750000903;M1030;7;0;2;0;1;0;1
PERINAT_P;2013;750300840;750000903;M1140;1;3;1.25;0;1;;
PERINAT_P;2013;750300840;750000903;M2050;22;33;3;0;1;;
PERINAT_P;2013;750300840;750000903;MIVG;11;5;0.2;;;;
PERINAT_P;2013;750300840;750000903;N2700;1;1;0.22;;;;
PERINAT_P;2013;750300840;750000903;N2800;7;9;15.27;;;;
PERINAT_P;2013;750300840;750000903;N280H;4;2;5;;;;
PERINAT_P;2013;750300931;750000978;M1030;3;0;3;0;0;;
PERINAT_P;2013;750300931;750000978;M1140;1;3;2.5;0;0;;
PERINAT_P;2013;750300931;750000978;M2050;1;66;14.2;0;0;;
PERINAT_P;2013;750300931;750000978;MIVG;0;5;1;;;;
PERINAT_P;2013;750300931;750000978;N2700;0;1;0.27;;;;
PERINAT_P;2013;750300931;750000978;N2800;10;6;12.14;;;;
PERINAT_P;2013;750300931;750000978;N280H;8;4;9.95;;;;
PERINAT_P;2013;750301145;750001042;M2050;;6;3;0;0;;
PERINAT_P;2013;750301145;750001042;N3120;;1;0.5;;;;
PERINAT_P;2013;750803454;750712184;M1030;;;;1;0;;
PERINAT_P;2013;750803454;750712184;M1140;12;1;12.5;1;0;;
PERINAT_P;2013;750803454;750712184;M2050;9;1;9.5;1;1;;
PERINAT_P;2013;750803454;750712184;MIVG;2;;2;;;;
PERINAT_P;2013;750803454;750712184;N2340;54;2;55.6;;;;
PERINAT_P;2013;750803454;750712184;N2700;4;;3;;;;
PERINAT_P;2013;750803454;750712184;N2800;33;10;40.1;;;;
PERINAT_P;2013;750803454;750712184;N280H;18;;18;;;;
PERINAT_P;2013;750803454;750712184;N3120;4;;3;;;;
PERINAT_P;2013;760000018;760780023;M1030;13;;1.17;1;0;;
PERINAT_P;2013;760000018;760780023;M1140;;;;0;1;;
PERINAT_P;2013;760000018;760780023;M2050;6;;2.42;1;0;;
PERINAT_P;2013;760000018;760780023;N2700;1;0;0.3;;;;
PERINAT_P;2013;760000018;760780023;N2800;14;9;20.08;;;;
PERINAT_P;2013;760000018;760780023;N280H;7;4;8.67;;;;
PERINAT_P;2013;760000158;760780239;N2340;25;24;44.38;;;;
PERINAT_P;2013;760000158;760780239;N2700;6;1;4.09;;;;
PERINAT_P;2013;760000158;760780239;N2800;46;30;65.5;;;;
PERINAT_P;2013;760000158;760780239;N3120;1;;0.03;;;;
PERINAT_P;2013;760000182;760780262;M1030;5;2;4.3;1;0;1;
PERINAT_P;2013;760000182;760780262;M1140;5;1;5.3;0;1;;
PERINAT_P;2013;760000182;760780262;M2050;9;;8.8;1;0;;
PERINAT_P;2013;760000182;760780262;MIVG;9;;1;;;;
PERINAT_P;2013;760000182;760780262;N2340;4;3;6.1;;;;
PERINAT_P;2013;760000182;760780262;N2700;1;1;1.8;;;;
PERINAT_P;2013;760000182;760780262;N2800;26;38;59.9;;;;
PERINAT_P;2013;760000182;760780262;N280H;11;16;21.4;;;;
PERINAT_P;2013;760000182;760780262;N3120;;1;0.8;;;;
PERINAT_P;2013;760000364;760780734;M1140;2;0;0.4;0;1;;
PERINAT_P;2013;760000364;760780734;M2050;3;0;2.63;1;1;;
PERINAT_P;2013;760000364;760780734;N2700;1;0;0.5;;;;
PERINAT_P;2013;760000364;760780734;N2800;12;3;14.11;;;;
PERINAT_P;2013;760000364;760780734;N280H;12;3;14.11;;;;
PERINAT_P;2013;760000372;760780742;M1030;3;1;1.31;1;0;1;0
PERINAT_P;2013;760000372;760780742;M1140;;2;0.53;0;0;;
PERINAT_P;2013;760000372;760780742;M2050;1;4;2.77;1;0;;
PERINAT_P;2013;760000372;760780742;MIVG;2;;0.1;;;;
PERINAT_P;2013;760000372;760780742;N2700;1;;0.4;;;;
PERINAT_P;2013;760000372;760780742;N2800;6;13;15.1;;;;
PERINAT_P;2013;760000372;760780742;N280H;5;10;12.5;;;;
PERINAT_P;2013;760000372;760780742;N3120;;1;0.1;;;;
PERINAT_P;2013;760000463;760024042;M1030;13;1;13.8;1;0;0;0
PERINAT_P;2013;760000463;760024042;M1140;6;;5.16;1;1;;
PERINAT_P;2013;760000463;760024042;M2050;8;3;9.4;1;0;;
PERINAT_P;2013;760000463;760024042;MIVG;;1;0.1;;;;
PERINAT_P;2013;760000463;760024042;N2800;19;15;30.07;;;;
PERINAT_P;2013;760000463;760024042;N280H;3;3;5.14;;;;
PERINAT_P;2013;760021329;760000448;M1030;12;;12;;1;;
PERINAT_P;2013;760021329;760000448;M1140;3;2;4;;1;;
PERINAT_P;2013;760021329;760000448;M2050;5;1;5.5;;1;;
