BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;PCON;PACT;PDEN
MCO;2013;580780195;580005148;10;3650;1853;100;9670;50;18250;3533;2871;2535;15;5475;0;0;0;75;27375;5386;2971;12205;;0;;;0;85;0;;0;;;85;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;580972610;580780054;15;5475;167;3;4435;;;0;0;0;;;0;0;0;15;5475;167;3;4435;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;1291;;
MCO;2013;580972644;580781136;15;4870;460;6;4885;0;0;0;0;0;0;0;0;0;0;15;4870;460;6;4885;2;22;0;0;0;0;0;0;0;0;0;2;22;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2653;19;0
MCO;2013;580972651;580780047;16;5840;540;23;5299;;;0;0;0;;;0;0;0;16;5840;540;23;5299;;0;;;1;;0;;0;;;;0;;;1;;;;;;;;;;;;;;782;;
MCO;2013;580972669;580780070;42;15330;1853;364;13000;;;0;0;0;;;0;0;0;42;15330;1853;364;13000;;0;;;29;;0;;0;;;;0;;;29;1;0;0;1;0;0;1;0;0;;;;;2322;171;
MCO;2013;580972677;580780088;43;15695;2079;344;14029;0;0;0;0;0;0;0;0;0;0;43;15695;2079;344;14029;3;26;0;0;82;;0;;0;0;0;3;26;0;0;82;0;0;0;1;0;0;1;0;0;;;;;13156;66;0
MCO;2013;580972685;580780096;86;31390;3358;330;24117;27;9855;1286;93;6647;0;;104;104;0;113;41245;4748;527;30764;8;7;;;495;10;730;;0;;;18;737;;;495;1;1;0;1;0;0;1;1;1;;;;365;27255;2208;
MCO;2013;580972693;580780039;273;96896;11951;598;84663;90;32850;4101;63;25716;41;14847;2111;134;9326;404;144593;18163;795;119705;20;581;;;16643;12;1915;1;145;;;33;2641;;;16643;1;0;1;1;1;1;1;1;1;;;;;87481;6189;508
MCO;2013;590000014;590780052;52;18980;1549;58;11673;;;0;0;0;;;0;0;0;52;18980;1549;58;11673;;0;4;495;4;;0;;0;;;;0;4;495;4;0;0;1;1;0;1;1;0;0;30;;30;;15511;21008;
MCO;2013;590000121;590780227;144;51238;7202;852;41770;54;23985;4087;119;19202;39;13468;2674;63;11603;237;88691;13963;1034;72575;16;1075;;;428;26;3485;2;303;;;44;4863;;;428;1;1;1;1;0;1;0;1;1;64;;43;260;127753;34112;4310
MCO;2013;590000188;590780334;114;41610;4887;831;20121;57;20805;3432;769;11709;;;0;0;0;171;62415;8319;1600;31830;40;101;;;58846;9;853;;0;;;49;954;;;58846;1;1;0;1;1;1;1;1;0;;17;2;;45416;33434;20525
MCO;2013;590000337;590781415;308;107360;18326;2433;84696;;;0;0;0;;;0;0;0;308;107360;18326;2433;84696;37;2779;;;21417;;0;;0;;;37;2779;;;21417;1;1;1;1;1;1;1;1;0;63;53;9;;43109;447;
MCO;2013;590000428;590781605;204;74460;11236;1495;60775;60;21900;2282;102;17435;17;6205;928;67;4124;281;102565;14446;1664;82334;13;1613;;;8428;6;1268;6;393;;;25;3274;;;8428;1;1;1;1;0;1;1;1;1;45;;45;105;36642;39324;
MCO;2013;590000436;590781621;61;22265;4784;2806;13776;;;0;0;0;15;5475;912;268;2779;76;27740;5696;3074;16555;;0;;;1;;0;;0;;;;0;;;1;1;0;0;1;0;1;0;0;0;;;;;10447;1828;
MCO;2013;590000469;590781662;76;27740;3320;658;20827;27;9855;1813;665;5200;28;10220;1735;219;5714;131;47815;6868;1542;31741;8;417;;;4755;;0;;0;;;8;417;;;4755;1;0;0;1;0;1;1;0;0;;;;;;;
MCO;2013;590000477;590781670;43;15695;1479;226;12650;;;0;0;0;;;0;0;0;43;15695;1479;226;12650;3;0;;;1;;0;;0;;;3;0;;;1;1;1;;1;0;0;1;0;1;;;;;11477;;
MCO;2013;590000527;590781795;72;20529;1483;9;20247;;;0;0;0;;;0;0;0;72;20529;1483;9;20247;10;542;;;11;;0;;0;;;10;542;;;11;1;0;0;0;0;0;0;0;;;;;;2161;0;0
MCO;2013;590000535;590781803;223;74167;12990;2764;62413;37;15486;2059;100;11869;30;10834;1995;505;6764;290;100487;17044;3369;81046;12;1500;;;6946;5;714;;0;;;17;2214;;;6946;1;0;1;1;1;1;1;0;0;95;115;40;;96185;90394;216014
MCO;2013;590000543;590781811;12;4380;113;2;1638;;;0;0;0;;;0;0;0;12;4380;113;2;1638;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;28;;
MCO;2013;590000592;590782165;108;39420;6022;809;35045;69;25185;3540;0;18053;33;12045;1841;34;7783;210;76650;11403;843;60881;4;735;;;716;13;3958;4;541;;;21;5234;;;716;1;1;0;1;0;1;1;1;1;;;5;80;35675;16069;42
MCO;2013;590000600;590782207;48;17520;1491;35;14343;;;0;0;0;;;0;0;0;48;17520;1491;35;14343;;0;;;0;;0;;0;;;;0;;;0;1;0;1;1;0;0;0;0;1;15;;;;2984;;
MCO;2013;590000618;590782215;563;198360;32240;5445;168500;177;62143;9625;705;50420;98;35770;5983;103;28629;838;296273;47848;6253;247549;51;10330;;;40202;26;3840;6;2280;;;83;16450;;;40202;1;1;1;1;1;1;0;1;1;127;60;72;31;147228;201602;240
MCO;2013;590000691;590782439;30;10677;1765;91;9993;;;0;0;0;;;0;0;0;30;10677;1765;91;9993;5;700;1;108;24;;0;;0;;;5;700;1;108;24;1;0;1;1;1;0;1;0;1;70;60;;70;14831;21631;
MCO;2013;590000758;590782637;152;52768;10631;2925;43618;46;18309;2012;33;11145;38;13752;3623;1020;11442;236;84829;16266;3978;66205;8;799;;;747;8;1731;6;523;;;22;3053;;;747;1;0;1;1;1;1;1;1;1;;;105;120;52303;40837;
MCO;2013;590000766;590782645;30;10950;1052;13;9123;;;0;0;0;;;0;0;0;30;10950;1052;13;9123;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;590000774;590782652;49;17885;3799;1095;14604;22;8030;1848;962;3977;23;8395;1688;233;5597;94;34310;7335;2290;24178;3;207;;;1635;;0;;0;;;3;207;;;1635;1;0;1;1;0;1;1;1;0;26;0;65;0;24325;0;0
MCO;2013;590001004;590783239;324;115980;17425;1187;87476;112;40880;4734;208;26468;44;16060;2871;81;12102;480;172920;25030;1476;126046;33;1266;;;14486;23;3040;8;748;;;64;5054;;;14486;1;1;1;1;1;1;1;1;1;40;40;130;8;110381;51497;12430
MCO;2013;590001749;590788956;66;23360;2870;599;17742;;;0;0;0;;;0;0;0;66;23360;2870;599;17742;0;0;;;145;;0;;0;;;0;0;;;145;1;0;1;1;0;0;0;0;0;;;;;7545;66;
MCO;2013;590006607;590780193;165;59262;5601;190;46650;42;10924;2542;67;9406;131;46380;9236;253;39761;338;116566;17379;510;95817;16;2468;;;2894;12;3107;35;5149;;;63;10724;;;2894;;;;;;;;;;;;;;73657;;
MCO;2013;590006896;590000519;6;2190;50;0;573;56;20440;8141;5913;10984;;;0;0;0;62;22630;8191;5913;11557;;0;;;0;8;0;;0;;;8;0;;;0;;;;;;;;;;;;;;1771;;
MCO;2013;590008041;590008033;78;28470;5412;92;28856;87;31755;4339;4;18931;;;0;0;0;165;60225;9751;96;47787;12;265;;;8747;39;7926;;0;;;51;8191;;;8747;;;;;;;;;;;;;;;;
MCO;2013;590034815;590001467;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;107;;;1288;;0;;0;;;;107;;;1288;;;;;;;;;;;;;;;;
MCO;2013;590046520;590046512;;;0;0;0;128;44221;7449;693;34883;;;0;0;0;128;44221;7449;693;34883;;0;;;64;15;3287;;0;;;15;3287;;;64;0;0;0;0;0;0;0;;1;;;;120;47667;;2420
MCO;2013;590046538;590046512;12;4380;308;13;2990;;;0;0;0;53;17686;4303;1581;10316;65;22066;4611;1594;13306;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;27227;1307;
MCO;2013;590047718;590780052;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;10;2028;;;0;;0;;0;;;10;2028;;;0;0;0;0;0;0;0;0;0;0;;;;;282;;
MCO;2013;590049565;780020715;20;7300;271;5;4578;;;0;0;0;;;0;0;0;20;7300;271;5;4578;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;590052056;590051801;27;9855;549;5;3703;55;20075;2151;5;7649;25;9125;1286;20;5853;107;39055;3986;30;17205;12;3;;;2239;40;8884;;0;;;52;8887;;;2239;1;0;0;1;0;0;0;0;1;;;;;4811;69;
MCO;2013;590780060;590000022;;;0;0;0;19;6935;1636;1;1668;;;0;0;0;19;6935;1636;1;1668;;0;;;0;10;5693;;0;;;10;5693;;;0;;;;;;;;;;;;;;;;
MCO;2013;590780094;590000055;10;3650;778;0;2411;;;0;0;0;;;0;0;0;10;3650;778;0;2411;15;185;;;7790;;0;;0;;;15;185;;;7790;;;;;;;;;;;;;;;;
MCO;2013;590780250;590053955;;;0;0;0;70;25550;4397;15;10187;;;0;0;0;70;25550;4397;15;10187;;0;;;0;27;16537;;0;;;27;16537;;;0;;;;;;;;;;;;;;;;
MCO;2013;590780268;590053955;98;35770;7574;132;43864;154;56210;6192;17;22477;65;23725;2588;51;12478;317;115705;16354;200;78819;0;0;;;28891;28;14888;0;0;;;28;14888;;;28891;;;;;;;;;;;;;;;;
MCO;2013;590780284;590051801;189;68985;10232;1418;51240;107;39055;4134;279;27277;;;0;0;0;296;108040;14366;1697;78517;21;3727;;;1742;;893;;0;;;21;4620;;;1742;1;1;1;1;1;0;1;1;1;;;;;197130;24929;456
MCO;2013;590780342;590053955;10;3650;1;0;1;14;5110;545;4;594;;;0;0;0;24;8760;546;4;595;;8;;;0;14;5429;;0;;;14;5437;;;0;;;;;;;;;;;;;;;;
MCO;2013;590780383;590000204;92;31648;8523;336;30237;152;52288;6374;44;23398;;;0;0;0;244;83936;14897;380;53635;7;5446;0;;33947;54;14966;;0;;;61;20412;0;;33947;;;;;;;;;;;;;;;;
MCO;2013;590781571;590000402;;;0;0;0;42;15330;1888;0;8614;;;0;0;0;42;15330;1888;0;8614;;0;;;0;7;2159;;0;;;7;2159;;;0;;;;;;;;;;;;;;;;
MCO;2013;590781951;590053955;15;5475;196;2;1972;107;39055;5323;9;22546;;;0;0;0;122;44530;5519;11;24518;;0;;;20;11;2056;;0;;;11;2056;;;20;;;;;;;;;;;;;;;;
MCO;2013;590782256;590000659;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;18;177;;;7293;;0;;0;;;18;177;;;7293;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;590782298;590000675;10;3650;515;1;3375;121;44165;7008;0;27787;32;11680;1326;0;6370;163;59495;8849;1;37532;;0;;;1;25;8307;1;63;;;26;8370;;;1;;;;;;;;;;;;;;;;
MCO;2013;590782496;590000139;30;10950;435;0;4653;;;0;0;0;;;0;0;0;30;10950;435;0;4653;5;46;;;6;;0;;0;;;5;46;;;6;;;;;;;;;;;;;;;;
MCO;2013;590782546;590000733;34;12410;525;13;6879;;;0;0;0;;;0;0;0;34;12410;525;13;6879;1;535;1;377;0;8;1510;;0;;;9;2045;1;377;0;;;;;;;;;;;;;;;;
MCO;2013;590782553;590000741;73;22969;3493;61;17511;61;21760;3793;203;11686;43;14965;2373;79;9729;177;59694;9659;343;38926;6;759;;;1940;40;10201;;0;;;46;10960;;;1940;;;;;;;;;;;;;;;;
MCO;2013;590784484;590001467;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;1278;;;15464;;0;;0;;;;1278;;;15464;;;;;;;;;;;;;;;;
MCO;2013;590784864;590780193;87;28205;4329;295;22266;24;8631;841;5;7503;;;0;0;0;111;36836;5170;300;29769;15;5083;;;1797;2;1427;;0;;;17;6510;;;1797;;;;;;;;;;;;;;15390;2517;
MCO;2013;590785374;620001834;80;27120;3302;71;17637;;;0;0;0;;;0;0;0;80;27120;3302;71;17637;13;883;;;1044;;0;;0;;;13;883;;;1044;;;;;;;;;;;;;;;;
MCO;2013;590787586;590780193;226;72065;10954;852;57256;78;26475;2193;10;22669;;;0;0;0;304;98540;13147;862;79925;3;1501;;;0;;0;;0;;;3;1501;;;0;;;;;;;;;;;;;;28280;1866;
MCO;2013;590788964;590001756;36;13140;1730;164;9119;50;18250;2727;1889;3650;;;0;0;0;86;31390;4457;2053;12769;12;674;0;0;4811;4;1958;;0;;;16;2632;0;0;4811;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;590790655;590002218;;;0;0;0;24;8760;0;0;0;;;0;0;0;24;8760;0;0;0;;0;;;0;5;2913;;0;;;5;2913;;;0;;;;;;;;;;;;;;;;
MCO;2013;590791091;590780193;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;574;;;27;;0;;0;;;5;574;;;27;;;;;;;;;;;;;;;;
MCO;2013;590791562;590782421;20;7300;571;33;6681;0;0;0;0;0;77;27354;4239;97;17188;97;34654;4810;130;23869;0;0;0;0;61;0;0;12;2016;0;0;12;2016;0;0;61;0;0;0;0;0;0;0;0;0;;;;;32466;10583;
MCO;2013;590796975;590780193;402;135666;33197;10305;126851;310;100901;14764;276;74517;;;0;0;0;712;236567;47961;10581;201368;75;12726;;;9308;27;5927;;0;;;102;18653;;;9308;;;;;;;;;;;;;;196290;55192;21476
MCO;2013;590797353;590051801;216;77745;11116;1138;60457;44;16060;2671;293;11421;49;17885;3276;293;12562;309;111690;17063;1724;84440;39;5066;;;6695;24;2483;;257;;;63;7806;;;6695;1;1;1;1;1;1;1;1;1;;;;;423312;25650;
MCO;2013;590801106;590782421;377;133342;25125;6966;108343;133;46986;6626;1149;26908;0;0;0;0;0;510;180328;31751;8115;135251;34;6247;;;19842;17;2792;;0;;;51;9039;;;19842;1;1;1;1;1;1;1;1;1;130;;;;103155;20483;3496
MCO;2013;590804696;590781902;305;108693;12168;1335;72180;74;27010;5248;519;29096;45;16425;2713;211;10253;424;152128;20129;2065;111529;19;2216;;;2344;11;2567;2;669;;;32;5452;;;2344;1;1;1;1;1;1;1;1;1;110;135;100;79;120144;56982;
MCO;2013;590806360;590003596;15;5475;613;0;4381;;;0;0;0;;;0;0;0;15;5475;613;0;4381;10;1476;;;0;;0;;0;;;10;1476;;;0;;;;;;;;;;;;;;;;
MCO;2013;590811006;590001467;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;135;;;1616;;0;;0;;;;135;;;1616;;;;;;;;;;;;;;;;
MCO;2013;590811279;590780193;391;128029;13888;689;102942;196;64307;10979;411;46356;;;0;0;0;587;192336;24867;1100;149298;69;7769;;;30219;52;8961;;0;;;121;16730;;;30219;;;;;;;;;;;;;;182170;51187;
MCO;2013;590812186;590782421;19;6885;433;15;4698;;;0;0;0;;;0;0;0;19;6885;433;15;4698;10;3037;;;0;;0;;0;;;10;3037;;;0;0;0;0;0;0;0;0;0;0;;;;;2017;174;0
MCO;2013;590813176;590005278;0;;1664;1581;445;40;14600;3737;1989;9573;;;0;0;0;40;14600;5401;3570;10018;;0;;;0;11;0;;0;;;11;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;590813382;590000386;6;2190;39;0;588;44;16060;2888;34;10585;34;12410;1617;45;5792;84;30660;4544;79;16965;;0;;;1;27;5366;;0;;;27;5366;;;1;;;;;;;;;;;;;;;;
MCO;2013;590813507;590000485;23;5434;1079;0;4873;102;12303;2675;0;12283;23;5212;1380;20;5857;148;22949;5134;20;23013;;3854;;;4;7;14;;126;;;7;3994;;;4;;;;;;;;;;;;;;;;
MCO;2013;590813747;590001467;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;113;;;1394;;0;;0;;;;113;;;1394;;;;;;;;;;;;;;;;
MCO;2013;590815056;590005492;6;2190;42;0;351;51;18615;2518;4;12685;;;0;0;0;57;20805;2560;4;13036;;0;;;3784;19;6228;;0;;;19;6228;;;3784;;;;;;;;;;;;;;;;
MCO;2013;590816310;590000048;4;1460;366;24;2906;86;31390;4459;121;13950;33;12045;1747;50;7000;123;44895;6572;195;23856;;0;;;232;33;8566;;0;;;33;8566;;;232;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;590817458;590053955;6;2190;179;0;1344;68;24820;2868;13;8560;;;0;0;0;74;27010;3047;13;9904;;1;;;2146;19;7307;;0;;;19;7308;;;2146;;;;;;;;;;;;;;;;
MCO;2013;590817839;590053955;10;3650;457;0;890;25;9125;1684;13;4667;30;10950;1479;33;5861;65;23725;3620;46;11418;;0;;;0;5;1512;;64;;;5;1576;;;0;;;;;;;;;;;;;;;;
MCO;2013;600000053;600101984;154;55082;6422;280;47571;28;10210;1138;23;6289;46;16790;2933;222;11574;228;82082;10493;525;65434;6;190;;;1969;7;1030;1;1134;;;14;2354;;;1969;1;1;0;1;1;1;1;1;1;;50;20;100;40001;3212;0
MCO;2013;600000152;600100572;20;7300;629;4;5898;0;0;0;0;0;0;0;0;0;0;20;7300;629;4;5898;0;0;;;0;0;0;0;0;;;0;0;;;0;1;0;0;1;0;0;0;0;0;;;;;11773;1913;0
MCO;2013;600000186;600100648;38;13870;1547;27;12480;18;5970;977;4;3941;12;4380;544;38;2256;68;24220;3068;69;18677;2;41;0;0;65;7;792;1;184;0;0;10;1017;0;0;65;1;0;1;1;0;1;1;1;1;10;;5;130;46811;30615;34
MCO;2013;600000194;600100713;300;110352;15356;1525;93582;78;25606;3780;111;19206;64;23360;3826;170;17327;442;159318;22962;1806;130115;32;1694;;;23674;26;2535;4;853;;;62;5082;;;23674;1;1;1;1;1;1;1;1;1;100;80;35;365;114550;26274;19097
MCO;2013;600000285;600100721;29;9990;2789;207;18409;0;;16;0;72;0;;0;0;0;29;9990;2805;207;18481;1;9;;;92;3;1064;0;121;;;4;1194;;;92;1;1;1;1;1;1;1;0;1;21;21;10;95;105441;2987;116
MCO;2013;600000467;600101984;242;86655;12993;514;80522;68;24820;4013;47;18598;46;16790;2451;17;11927;356;128265;19457;578;111047;12;1090;;;17379;14;2499;6;680;;;32;4269;;;17379;1;1;1;1;1;1;1;1;1;110;70;60;160;82037;13671;0
MCO;2013;600008643;600008635;0;;0;0;0;0;;2135;2135;0;;;0;0;0;0;;2135;2135;0;0;0;0;;0;5;0;;0;;;5;0;0;;0;;;;;;;;;;;;;;;;
MCO;2013;600010862;600010854;;;0;0;0;25;6325;1099;19;2991;;;0;0;0;25;6325;1099;19;2991;;0;;;0;20;2089;;0;;;20;2089;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;600100101;750712184;29;10585;470;3;7532;;;0;0;0;;;0;0;0;29;10585;470;3;7532;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;600100168;600106629;49;17472;1913;69;11158;51;17190;1646;11;5457;0;0;0;0;0;100;34662;3559;80;16615;9;183;0;0;1249;20;2410;0;0;0;0;29;2593;0;0;1249;1;0;1;1;0;0;1;0;0;0;0;0;0;12567;1713;0
MCO;2013;600100176;600010581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;515;0;0;0;0;0;0;0;0;0;10;515;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;600100184;600010276;40;14600;1012;6;7340;;;0;0;0;;;0;0;0;40;14600;1012;6;7340;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;600100754;600000228;23;8395;1299;268;11004;101;36865;5381;3;23218;21;7665;1490;24;5982;145;52925;8170;295;40204;12;1051;;;17186;24;9480;;93;;;36;10624;;;17186;;;;;;;;;;;;;;;;
MCO;2013;600110175;600001234;6;2190;193;0;1599;72;23620;3351;65;10902;;;0;0;0;78;25810;3544;65;12501;;0;;;3;16;7319;;0;;;16;7319;;;3;;;;;;;;;;;;;;;;
MCO;2013;600113476;600100721;281;102565;13567;386;94575;81;29565;4309;152;20076;38;12643;2374;66;11130;400;144773;20250;604;125781;67;1969;;;10410;13;2762;10;581;;;90;5312;;;10410;1;1;1;1;1;1;1;1;1;;;;;30286;21070;101
MCO;2013;610000044;610780074;60;21900;3143;513;21306;28;10220;1679;258;5715;17;6205;1389;245;4918;105;38325;6211;1016;31939;2;515;;;47;3;358;;0;;;5;873;;;47;1;1;0;1;1;1;1;0;0;;56;5;;23570;8234;
MCO;2013;610000051;610780082;163;57943;8317;260;49667;64;25698;3509;0;18543;25;9405;1496;0;5465;252;93046;13322;260;73675;12;2248;;;8141;8;1635;0;628;;;20;4511;;;8141;1;1;1;1;1;1;1;1;1;135;120;45;0;73986;20828;115
MCO;2013;610000069;610780090;105;38325;6567;760;39472;53;19345;1742;73;9033;25;9125;1271;249;3796;183;66795;9580;1082;52301;5;72;;;981;13;1690;;25;;;18;1787;;;981;1;1;1;1;0;1;1;0;1;15;;30;150;54431;20334;
MCO;2013;610000077;610780124;44;16060;1848;122;13211;;;0;0;0;;;0;0;0;44;16060;1848;122;13211;;0;;;12;;0;;0;;;;0;;;12;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;610000093;610780140;25;9125;396;12;6945;;;0;0;0;;;0;0;0;25;9125;396;12;6945;;0;;;11;;0;;0;;;;0;;;11;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;610000101;610780157;5;1800;95;0;869;;;0;0;0;;;0;0;0;5;1800;95;0;869;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;1;;;;90;555;;
MCO;2013;610000119;610780165;126;45990;8249;968;44453;43;15695;1802;79;10978;26;9490;1903;406;6675;195;71175;11954;1453;62106;23;1263;;;8181;8;1406;2;0;;;33;2669;;;8181;;;;;;;;;;;;;;;;
MCO;2013;610006421;610006413;0;;32;0;237;36;13140;2038;6;6715;;;0;0;0;36;13140;2070;6;6952;;0;;;1;17;4270;;0;;;17;4270;;;1;;;;;;;;;;;;;;;0;
MCO;2013;610780108;610790594;34;12410;583;8;8027;;;0;0;0;;;0;0;0;34;12410;583;8;8027;1;6;;;1;;0;;0;;;1;6;;;1;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;610780116;610790594;63;22995;2976;221;17544;;;0;0;0;;;0;0;0;63;22995;2976;221;17544;;0;;;55;;0;;0;;;;0;;;55;1;0;0;1;0;0;1;1;0;;;;;9749;146;0
MCO;2013;610780199;610000135;4;1460;127;0;1413;71;25915;2088;28;8940;;;0;0;0;75;27375;2215;28;10353;;0;;;26;2;2329;;0;;;2;2329;;;26;;;;;;;;;;;;;;;;
MCO;2013;620000026;620003814;81;27410;3983;303;22822;85;31312;3300;43;18292;;;0;0;0;166;58722;7283;346;41114;10;836;;;613;10;1452;;0;;;20;2288;;;613;0;0;0;0;1;1;0;1;0;;90;180;;40770;4805;0
MCO;2013;620000034;620100057;263;95995;15776;3515;77257;70;25550;3141;12;14635;57;20805;3993;334;15696;390;142350;22910;3861;107588;61;4569;5;594;18680;17;2379;4;1208;0;;82;8156;5;594;18680;;;1;;1;1;;;1;70;30;80;150;142589;96588;0
MCO;2013;620000117;620100461;25;9125;473;0;7443;;;0;0;0;;;0;0;0;25;9125;473;0;7443;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;620000224;620100651;252;89780;14857;35;80609;74;25346;2454;0;15430;26;9490;1626;0;7057;352;124616;18937;35;103096;25;7040;;;14591;10;726;8;740;;;43;8506;;;14591;1;0;1;1;1;1;1;1;0;;;;;73647;36913;1080
MCO;2013;620000240;620100677;62;22630;1589;10;18124;;;0;0;0;;;0;0;0;62;22630;1589;10;18124;15;1084;;;0;;0;;0;;;15;1084;;;0;;;1;;;;;;;170;;;;5599;;
MCO;2013;620000257;620100685;391;136309;18504;1072;116534;113;41245;5951;629;27137;56;20440;3691;106;15986;560;197994;28146;1807;159657;65;4598;;;16268;21;4231;15;1762;;;101;10591;;;16268;1;1;;1;1;1;1;1;1;;88;;;134452;71763;
MCO;2013;620000299;620101295;20;7300;635;179;5438;;;0;0;0;;;0;0;0;20;7300;635;179;5438;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;620000323;620101337;227;80782;11982;1540;73666;45;16425;2748;0;13858;57;20805;3516;40;16199;329;118012;18246;1580;103723;33;931;;;2904;14;2736;2;590;;;49;4257;;;2904;1;0;1;1;1;1;1;1;1;27;46;16;11;70636;29836;
MCO;2013;620000349;620101360;192;70080;11534;1319;56991;57;20805;2548;189;13508;42;15330;3061;496;10942;291;106215;17143;2004;81441;31;1383;;;2225;15;1366;0;0;;;46;2749;;;2225;1;0;1;1;1;1;1;0;1;;;;;86155;;91199
MCO;2013;620000653;620103440;273;98583;15208;1860;79111;124;45260;7287;290;34700;39;14235;1779;59;7806;436;158078;24274;2209;121617;24;3122;;;34308;22;3114;2;749;;;48;6985;;;34308;1;1;1;1;1;1;1;1;1;90;60;126;90;175514;16310;2336
MCO;2013;620003202;620103432;130;47450;8683;753;44168;62;22630;3130;401;12779;30;10950;2260;335;7739;222;81030;14073;1489;64686;13;1252;1;200;1683;8;543;0;171;;;21;1966;1;200;1683;1;1;1;1;1;1;1;1;1;;;35;;52898;24694;3740
MCO;2013;620003350;620001834;121;44165;9854;1766;39947;0;;0;0;0;25;9125;1811;191;6509;146;53290;11665;1957;46456;10;828;;;2033;0;0;0;0;;;10;828;;;2033;1;0;1;1;1;0;1;1;0;;;;;43807;795;
MCO;2013;620003376;620001834;58;20251;5916;766;20705;120;43800;6469;476;28596;;;0;0;0;178;64051;12385;1242;49301;;0;;;275;42;7817;;0;;;42;7817;;;275;1;0;0;0;0;0;0;1;0;;;;;;;
MCO;2013;620006049;620000331;6;2190;83;0;749;80;29200;4396;5;17915;;;0;0;0;86;31390;4479;5;18664;;0;;;247;30;7703;;0;;;30;7703;;;247;;;;;;;;;;;;;;;;
MCO;2013;620024208;620002352;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;1299;;;15082;;0;;0;;;;1299;;;15082;;;;;;;;;;;;;;;;
MCO;2013;620025346;620001834;60;21900;4458;646;21858;60;21900;2828;322;14435;24;8760;1750;233;5647;144;52560;9036;1201;41940;5;166;;;93;32;3739;;0;;;37;3905;;;93;1;0;1;1;0;0;1;0;0;;;;;40434;10643;
MCO;2013;620026690;620027839;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;0;0;;;30072;0;0;0;0;;;0;0;;;30072;;;;;;;;;;;;;;;;
MCO;2013;620100099;620014779;35;12775;1622;14;13402;135;47317;6206;107;24342;21;7665;1663;239;6437;191;67757;9491;360;44181;22;0;;;6229;52;12342;;0;;;74;12342;;;6229;;;;;;;;;;;;;;;;
MCO;2013;620100487;620000125;15;5475;856;0;4504;48;17520;1411;0;6098;;;0;0;0;63;22995;2267;0;10602;;39;;;54;15;2713;;0;;;15;2752;;;54;;;;;;;;;;;;;;;;
MCO;2013;620100735;620000265;40;14600;1139;0;10432;88;32120;3857;0;19341;40;14600;1900;0;7731;168;61320;6896;0;37504;4;139;;;2809;14;6800;1;16;;;19;6955;;;2809;;;;;;;;;;;;;;;;
