BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;PCON;PACT;PDEN
MCO;2013;090000183;090781816;43;15695;2218;508;13444;24;8760;1428;73;6147;4;1460;355;94;905;71;25915;4001;675;20496;2;9;;;470;8;1329;;0;;;10;1338;;;470;1;1;1;1;1;0;0;0;;;;;;13387;3305;1366
MCO;2013;090001629;090780107;15;5475;381;5;5709;;;0;0;0;;;0;0;0;15;5475;381;5;5709;;0;;;0;5;752;;0;;;5;752;;;0;1;0;0;0;0;1;0;0;0;;;13;;3220;17;0
MCO;2013;100000082;100001148;;;0;0;0;46;16790;1478;122;5456;;;0;0;0;46;16790;1478;122;5456;;0;;;0;15;3056;;0;;;15;3056;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;100000090;100000017;377;127326;16576;1029;111667;112;40880;5650;168;28614;63;22995;4409;14;18060;552;191201;26635;1211;158341;38;2489;;;31587;15;2437;0;788;;;53;5714;;;31587;1;1;1;1;1;1;1;1;1;74;81;55;84;109827;23702;2868
MCO;2013;100000116;100000041;8;2920;234;104;1276;;;0;0;0;;;0;0;0;8;2920;234;104;1276;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2013;100000124;100009075;18;6570;952;14;5757;100;36500;4166;20;18846;;;0;0;0;118;43070;5118;34;24603;;0;;;83;11;2232;;0;;;11;2232;;;83;;;;;;;;;;;;;;;;
MCO;2013;100000140;100000058;7;2555;179;2;2360;;;0;0;0;;;0;0;0;;;179;2;2360;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2013;100000157;100009075;0;;0;0;0;68;24820;974;4;1564;;;0;0;0;68;24820;974;4;1564;;0;;;480;20;5439;;0;;;20;5439;;;480;;;;;;;;;;;;;;;;
MCO;2013;100000199;100006279;40;14600;2330;186;15218;;;0;0;0;18;6570;938;69;3756;58;21170;3268;255;18974;2;144;;;160;;0;2;48;;;4;192;;;160;1;1;0;1;1;1;1;1;0;;;;;9811;1693;0
MCO;2013;100000801;100006279;5;1825;111;2;1043;;;0;0;0;;;0;0;0;5;1825;111;2;1043;;0;;;4;;0;;0;;;;0;;;4;0;0;0;0;0;0;0;0;0;;;;;144;35;0
MCO;2013;100002351;100000561;;;292;0;2679;69;25185;11011;6885;14632;15;5475;540;22;2110;84;30660;11843;6907;19421;;172;;;5350;25;0;;50;;;25;222;;;5350;;;;;;;;;;;;;;65000;;
MCO;2013;100009364;100000017;12;4380;257;11;3586;;;0;0;0;;;0;0;0;12;4380;257;11;3586;5;556;;;60;;0;;0;;;5;556;;;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MCO;2013;100009380;100000017;8;2920;186;2;2555;;;0;0;0;;;0;0;0;8;2920;186;2;2555;2;112;;;0;;0;;0;;;2;112;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2013;110000023;110780061;294;104646;15160;1870;84477;75;25665;3537;394;17775;47;17155;3377;158;12548;416;147466;22074;2422;114800;44;2084;;;27673;10;1102;6;342;;;60;3528;;;27673;1;1;1;1;1;1;1;1;1;85;38;10;90;67316;14996;802
MCO;2013;110000049;110780087;25;9125;1320;180;7830;;;0;0;0;;;0;0;0;25;9125;1320;180;7830;;0;;;1;;0;;0;;;;0;;;1;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;110000056;110780137;166;57324;9840;1618;53097;68;24549;2829;98;15516;22;7962;1411;88;5324;256;89835;14080;1804;73937;14;1206;;;1370;14;3116;2;302;;;30;4624;;;1370;1;0;1;1;1;1;1;1;1;54;12;17;75;70666;3643;93
MCO;2013;110000189;110780707;30;10950;556;14;8255;;;0;0;0;;;0;0;0;30;10950;556;14;8255;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;110000247;110780772;39;14235;970;5;10222;;;0;0;0;;;0;0;0;39;14235;970;5;10222;2;214;0;0;49;;0;;0;;;2;214;0;0;49;1;1;1;1;0;0;1;0;0;20;;;;14160;271;0
MCO;2013;110005311;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;228;;;2543;;0;;0;;;;228;;;2543;;;;;;;;;;;;;;;;
MCO;2013;110780210;110000114;47;17155;2572;0;18666;36;13140;146;13;207;;;0;0;0;83;30295;2718;13;18873;2;1756;;;15284;11;1397;;0;;;13;3153;;;15284;;;;;;;;;;;;;;;;
MCO;2013;110780228;110000114;5;1825;2840;401;12073;129;40586;10612;7634;12097;32;11680;1548;60;6005;166;54091;15000;8095;30175;9;1447;;;7681;14;0;1;201;;;24;1648;;;7681;;;;;;;;;;;;;;;;
MCO;2013;110780236;110780707;12;4380;280;1;3517;;;0;0;0;;;0;0;0;12;4380;280;1;3517;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;110780483;110000155;23;8395;615;25;5090;103;37595;3986;220;12698;;;22;22;0;126;45990;4623;267;17788;;0;;;1406;15;9030;7;49;;;22;9079;;;1406;;;;;;;;;;;;;;;;
MCO;2013;120000039;120780044;233;84819;11071;629;72155;77;27975;4624;260;20150;29;10585;1980;332;8739;339;123379;17675;1221;101044;71;3699;0;0;29928;16;3044;1;28;0;0;88;6771;0;0;29928;;;;;;;;;;;;;;57692;19436;2826
MCO;2013;120000054;120780069;70;25550;3718;510;19966;60;21900;2788;494;11631;12;4380;976;234;3201;142;51830;7482;1238;34798;;0;;;1018;;0;;0;;;;0;;;1018;1;0;1;1;1;1;1;0;0;24;72;30;;36802;2248;
MCO;2013;120000070;120780085;49;17885;2579;609;14096;23;8385;1781;716;4803;15;5475;614;211;1636;87;31745;4974;1536;20535;;0;;;160;;0;;0;;;;0;;;160;0;0;0;1;0;1;0;1;0;;4;4;;3973;;0
MCO;2013;120000088;120780093;9;2621;184;6;2519;;;0;0;0;;;0;0;0;9;2621;184;6;2519;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;120000096;120780101;20;5600;293;2;5649;;;0;0;0;;;0;0;0;20;5600;293;2;5649;;0;;;6;;0;;0;;;;0;;;6;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;120001128;120780069;5;1825;509;108;1112;22;8030;517;21;2787;;;0;0;0;27;9855;1026;129;3899;;0;;;28;5;3595;;0;;;5;3595;;;28;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;120001748;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;281;;;3350;;0;;0;;;;281;;;3350;;;;;;;;;;;;;;;;
MCO;2013;120004569;120004528;46;16790;2375;346;12762;47;17155;2865;470;9945;10;3650;562;73;1796;103;37595;5802;889;24503;6;70;;;864;;0;2;102;;;8;172;;;864;0;0;0;1;0;0;1;1;1;;;;20;28169;6674;210
MCO;2013;120004668;120004619;35;12775;1804;307;11296;5;1825;390;9;1622;6;2190;374;49;1346;46;16790;2568;365;14264;2;612;;;31;3;691;2;21;;;7;1324;;;31;1;0;1;1;1;1;0;0;1;20;7;1;90;34730;4662;0
MCO;2013;120780325;120004528;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1;15;2527;;0;;;15;2527;;;1;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;130000409;130041916;289;102248;18484;3185;101184;133;47038;6971;608;32736;59;21484;3583;177;15369;481;170770;29038;3970;149289;37;7870;;;16843;13;2964;12;1525;;;62;12359;;;16843;1;1;1;1;1;1;1;1;1;104;67;64;40;125481;53255;2082
MCO;2013;130000516;130781339;25;8212;667;9;6352;;;0;0;0;;;0;0;0;25;8212;667;9;6352;10;1709;;;0;;0;;0;;;10;1709;;;0;1;1;0;0;1;0;1;1;1;;50;;7;2967;58;74
MCO;2013;130000565;130781446;111;40515;6902;1095;31628;32;11680;1413;32;7769;16;5840;1410;76;5993;159;58035;9725;1203;45390;8;431;;;692;7;1293;3;339;;;18;2063;;;692;1;1;;1;;1;1;;1;;;;;72087;2117;181
MCO;2013;130001225;130782634;158;50140;9320;621;49916;47;15919;2653;75;12663;32;11680;2448;400;9077;237;77739;14421;1096;71656;7;1771;0;0;2881;8;828;2;104;0;0;17;2703;0;0;2881;1;0;1;1;1;1;1;1;1;;;;;;;0
MCO;2013;130001258;130028228;27;9855;474;4;6539;;;0;0;0;;;0;0;0;27;9855;474;4;6539;;0;;;0;;0;;0;;;;0;;;0;0;0;0;1;0;0;1;1;0;;;;;1907;;265
MCO;2013;130001647;130784127;175;63690;9946;42;62274;56;20295;2548;5;14983;;;0;0;0;231;83985;12494;47;77257;48;1038;;;55905;15;3599;;0;;;63;4637;;;55905;0;1;1;1;0;0;1;0;0;15;;;;83189;;
MCO;2013;130002215;130785512;57;20805;3251;381;19714;32;11680;1426;286;6928;20;7300;2663;923;6588;109;39785;7340;1590;33230;;0;;;0;;0;;0;;;;0;;;0;1;1;1;1;1;1;1;0;1;30;15;7;;26548;0;0
MCO;2013;130002694;040000481;26;9490;918;25;7084;;;0;0;0;;;0;0;0;26;9490;918;25;7084;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;130002827;130789274;132;46568;5940;415;42429;38;13870;2334;112;11758;36;13140;2042;398;6974;206;73578;10316;925;61161;7;2;;;1573;6;2410;;0;;;13;2412;;;1573;1;1;1;1;1;1;1;1;1;70;100;20;100;57007;22898;3539
MCO;2013;130002835;130789316;161;58608;10066;1467;47807;44;10541;1977;111;9030;41;14965;3283;165;12646;246;84114;15326;1743;69483;12;1063;;;9739;12;960;1;1283;;;25;3306;;;9739;1;0;1;1;0;1;1;0;1;120;0;13;78;83546;54362;0
MCO;2013;130008253;130001084;0;0;0;0;0;32;11680;5533;4238;5117;32;11680;2178;156;7823;64;23360;7711;4394;12940;;0;;;0;18;0;;0;;;18;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;130034531;130001787;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;1131;;;14088;;0;;0;;;;1131;;;14088;;;;;;;;;;;;;;;;
MCO;2013;130037922;130037823;66;18250;2102;9;17066;74;27010;3705;0;17749;;;0;0;0;140;45260;5807;9;34815;19;0;;;170;20;6029;;0;;;39;6029;;;170;;;;;;;;;;;;;;;;
MCO;2013;130038003;130029218;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;2911;;;19959;;0;;0;;;;2911;;;19959;;;;;;;;;;;;;;;;
MCO;2013;130042096;130042062;42;15330;3125;134;9428;;;0;0;0;;;0;0;0;42;15330;3125;134;9428;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;130043664;130002157;138;16836;2121;594;9812;186;22692;2914;16;14291;;;0;0;0;324;39528;5035;610;24103;60;4165;;;1205;34;2080;;0;;;94;6245;;;1205;1;1;1;1;1;1;1;1;1;;;;;58091;;
MCO;2013;130780521;130786049;482;161706;22197;1269;136310;289;103310;12151;384;74438;63;22681;4792;233;24031;834;287697;39140;1886;234779;54;9404;;;20582;31;3521;9;1169;0;0;94;14094;0;0;20582;;;;;;;;;;;;;;213677;113189;638
MCO;2013;130781255;220020739;29;10585;704;11;8040;;;0;0;0;;;0;0;0;29;10585;704;11;8040;8;625;;;0;;0;;0;;;8;625;;;0;;;;;;;;;;;;;;;;
MCO;2013;130781289;130002447;24;8760;750;1;7434;16;5840;1181;31;3113;;;209;1;492;40;14600;2140;33;11039;;1843;;;8999;18;2635;;218;;;18;4696;;;8999;;;;;;;;;;;;;;;;
MCO;2013;130781370;130000532;17;6205;2200;684;6846;80;29200;7237;5384;8889;0;0;0;0;0;97;35405;9437;6068;15735;;7;;;317;14;0;;30;;;14;37;;;317;;;;;;;;;;;;;;1034;;
MCO;2013;130781479;130000599;109;39785;4719;194;32998;90;32850;5080;52;22140;15;5475;595;48;2576;214;78110;10394;294;57714;14;750;;;3623;41;10200;;0;;;55;10950;;;3623;;;;;;;;;;;;;;;;
MCO;2013;130781867;130000813;;;0;0;0;37;13505;1168;21;4190;;;0;0;0;37;13505;1168;21;4190;0;859;;;2599;17;4339;;0;;;17;5198;;;2599;;;;;;;;;;;;;;;;
MCO;2013;130782071;130002454;38;13870;1675;329;10195;46;16790;2235;16;9717;;;0;0;0;84;30660;3910;345;19912;0;0;;;0;26;6337;;0;;;26;6337;;;0;;;;;;;;;;;;;;;;
MCO;2013;130782147;130000979;61;22265;3678;388;25697;85;31025;10073;6567;15607;;;0;0;0;146;53290;13751;6955;41304;;0;;;0;14;0;;0;;;14;0;;;0;;;;;;;;;;;;;;38625;;
MCO;2013;130782162;130000987;15;5475;3454;2339;5278;61;22265;1418;0;5002;;;0;0;0;76;27740;4872;2339;10280;;0;;;0;16;3783;;0;;;16;3783;;;0;;;;;;;;;;;;;;;;
MCO;2013;130782675;130001233;;;0;0;0;38;11723;6952;5507;5588;;;0;0;0;38;11723;6952;5507;5588;;0;;;0;22;0;;0;;;22;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;130783152;130001365;12;4282;355;6;4282;;;0;0;0;;;0;0;0;12;4282;355;6;4282;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;130783236;130786049;352;105040;14012;1445;95302;193;68781;8996;121;47305;95;34570;6295;486;30383;640;208391;29303;2052;172990;93;4902;0;0;36136;17;3055;22;3262;0;0;132;11219;0;0;36136;1;0;1;1;1;0;0;0;0;;;;;173115;122278;40
MCO;2013;130783293;130786049;439;152300;24643;2073;138766;326;107887;11766;148;71477;0;0;0;0;0;765;260187;36409;2221;210243;80;16931;0;0;31612;11;2322;0;0;0;0;91;19253;0;0;31612;1;1;1;1;1;0;1;1;1;;;;;219323;119167;523821
MCO;2013;130783327;130001415;58;21170;1651;55;11697;61;22265;3190;99;8977;39;14235;3765;53;16557;158;57670;8606;207;37231;58;1966;;;23110;16;6241;39;1854;;;113;10061;;;23110;;;;;;;;;;;;;;;;
MCO;2013;130783665;130043722;30;10950;1134;16;7396;20;7300;1051;1;3551;0;;10;0;38;50;18250;2195;17;10985;5;229;;;1181;18;3733;0;531;;;23;4493;;;1181;1;1;1;1;1;1;1;1;1;;;;;36196;424;
MCO;2013;130783723;130001456;;;0;0;0;90;32850;4971;7;14920;;;0;0;0;90;32850;4971;7;14920;;0;;;0;23;9069;;0;;;23;9069;;;0;;;;;;;;;;;;;;;;
MCO;2013;130783772;130810336;;;0;0;0;28;7280;2766;16;3430;;;0;0;0;28;7280;2766;16;3430;;0;;;0;29;7313;;0;;;29;7313;;;0;0;0;0;0;0;0;0;;1;;;;;;;
MCO;2013;130783962;130001415;22;8030;528;5;3350;14;5110;699;3;981;0;0;0;0;0;36;13140;1227;8;4331;22;267;;;0;25;6554;0;0;;;47;6821;;;0;;;;;;;;;;;;;;;;
MCO;2013;130784051;130037823;98;35770;2027;17;24771;192;70080;9709;78;57933;;;0;0;0;290;105850;11736;95;82704;22;3849;;;16722;14;1259;;0;;;36;5108;;;16722;;;;;;;;;;;;;;;;
MCO;2013;130784226;130804032;14;4620;393;0;1334;;;0;0;0;;;0;0;0;14;4620;393;0;1334;11;1968;;;0;;0;;0;;;11;1968;;;0;0;0;0;0;1;;0;0;0;;45;;;2475;;
MCO;2013;130784234;130786049;81;27447;3260;41;22415;38;12830;1464;12;8728;0;0;0;0;0;119;40277;4724;53;31143;29;6630;0;0;8492;4;229;0;0;0;0;33;6859;0;0;8492;1;1;1;1;0;1;1;1;1;;;;;83918;12593;39550
MCO;2013;130784481;130001787;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;4456;;;51879;;0;;0;;;;4456;;;51879;;;;;;;;;;;;;;;;
MCO;2013;130784713;130038847;93;33945;4668;116;34455;78;28470;3081;52;14906;103;37595;4379;86;18523;274;100010;12128;254;67884;22;0;;;7051;38;8463;;0;;;60;8463;;;7051;;;;;;;;;;;;;;;;
MCO;2013;130784903;130002041;43;15695;1561;4;14148;;;0;0;0;;;0;0;0;43;15695;1561;4;14148;;0;;;0;8;2782;;0;;;8;2782;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;130785355;130002157;57;13854;2380;383;13951;118;28674;3458;60;17819;;;0;0;0;175;42528;5838;443;31770;11;3591;;;2217;24;2093;;0;;;35;5684;;;2217;1;1;1;1;1;1;1;1;1;;;;;55838;;
MCO;2013;130785363;130042930;44;9328;1561;410;9922;83;17596;2111;9;10042;;;0;0;0;127;26924;3672;419;19964;5;2815;;;314;30;2342;;0;;;35;5157;;;314;1;1;1;1;1;0;1;1;1;;;;;44527;;
MCO;2013;130785389;130002173;;;0;0;0;57;7854;2034;17;7854;;;0;0;0;57;7854;2034;17;7854;;0;;;0;20;7704;;0;;;20;7704;;;0;;;;;;;;;;;;;;;;
MCO;2013;130785652;130014228;405;141945;19478;2231;110141;212;76225;10455;189;57243;83;29565;5830;157;27313;700;247735;35763;2577;194697;28;1171;;;10940;59;11618;;0;;;87;12789;;;10940;1;1;1;1;1;1;1;1;1;180;28;75;90;202084;3024;3119
MCO;2013;130785678;130002249;70;25550;2281;31;23617;60;21900;901;3;5153;;;0;0;0;130;47450;3182;34;28770;12;1;;;2633;21;4510;0;1;;;33;4512;;;2633;;;;;;;;;;;;;;;;
MCO;2013;130786361;130002447;56;20440;2532;560;18548;120;43800;7601;181;30795;;;201;3;689;176;64240;10334;744;50032;;5373;;;94;35;6594;;173;;;35;12140;;;94;;;;;;;;;;;;;;;;
MCO;2013;130786445;130002488;12;4380;851;13;4549;20;7300;91;38;135;62;22630;3589;7;19725;94;34310;4531;58;24409;0;91;;;1;1;438;2;0;;;3;529;;;1;0;0;0;0;;0;0;0;0;;;;;;;
MCO;2013;130786742;750821092;162;59130;5654;1133;30066;87;31755;2996;223;13352;0;0;0;0;0;249;90885;8650;1356;43418;5;160;0;0;294;8;1285;0;0;;;13;1445;0;0;294;1;1;0;1;1;0;1;0;1;;;;;55461;17729;4417
MCO;2013;130789159;750043994;60;21900;504;2;5033;;;0;0;0;;;0;0;0;60;21900;504;2;5033;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;130804297;130786049;121;43465;6963;685;36211;76;26416;4691;486;16256;0;0;0;0;0;197;69881;11654;1171;52467;52;6509;;;4547;10;2195;0;0;;;62;8704;;;4547;;;;;;;;;;;;;;90625;61298;383
MCO;2013;130809015;130001928;43;15695;995;15;12169;;;0;0;0;;;0;0;0;43;15695;995;15;12169;5;430;;;40;;0;;0;;;5;430;;;40;0;0;0;0;0;0;0;0;0;;;;;789;0;0
MCO;2013;130809809;130007156;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;2952;;;19725;;0;;0;;;;2952;;;19725;;;;;;;;;;;;;;;;
MCO;2013;130810740;130007362;47;17155;1708;36;11449;62;22630;17792;14027;14571;;;0;0;0;109;39785;19500;14063;26020;;0;;;0;19;0;;0;;;19;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;130811102;130007487;24;8760;336;3;7266;;;0;0;0;;;0;0;0;24;8760;336;3;7266;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;140000027;140000035;226;82476;13440;1639;74078;47;17155;3876;1485;11543;32;11680;2177;378;8582;305;111311;19493;3502;94203;41;424;;;9765;10;0;2;0;;;53;424;;;9765;1;1;1;1;1;1;1;1;1;;;;;66599;;2907
MCO;2013;140000076;140000084;29;10585;1095;101;9178;0;0;0;0;0;0;0;0;0;0;29;10585;1095;101;9178;;0;;;17;;0;;0;;;;0;;;17;1;0;1;1;0;0;0;1;1;88;;;110;3944;333;0
MCO;2013;140000209;140000100;596;208699;32945;6228;180151;352;124211;18641;1210;93541;97;34909;5225;486;25239;1045;367819;56811;7924;298931;66;8063;0;0;12874;31;5929;6;984;0;0;103;14976;0;0;12874;1;0;1;1;1;1;1;1;1;77;33;44;53;220443;36143;4687
MCO;2013;140000233;140000118;102;37130;4040;41;31054;50;17332;2254;16;10483;20;7300;686;8;2945;172;61762;6980;65;44482;5;201;0;0;100;4;1290;1;168;0;0;10;1659;0;0;100;1;1;1;1;0;1;1;1;1;15;;35;190;30024;9633;0
MCO;2013;140000290;140000449;;;0;0;0;72;26280;3572;65;15463;;;0;0;0;72;26280;3572;65;15463;;0;;;58;8;3298;;0;;;8;3298;;;58;;;;;;;;;;;;;;;;
MCO;2013;140000340;140025800;12;4380;200;2;3986;0;0;0;0;0;0;0;0;0;0;12;4380;200;2;3986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2013;140000373;140000159;84;30412;3951;197;29856;0;;0;0;0;7;2450;212;4;604;91;32862;4163;201;30460;5;375;1;61;811;0;0;1;18;;;6;393;1;61;811;1;0;1;1;1;1;1;0;0;45;90;;;4679;161;0
MCO;2013;140000555;140000639;110;37984;4387;98;32921;44;14464;2923;853;8752;;;0;0;0;154;52448;7310;951;41673;45;781;;;61276;5;778;;0;;;50;1559;;;61276;0;1;1;0;0;0;0;0;0;;;;;54255;40365;10633
MCO;2013;140002452;140025800;53;19345;2191;461;16499;0;;0;0;0;0;;0;0;0;53;19345;2191;461;16499;0;0;;;0;6;2552;0;0;;;6;2552;;;0;0;0;0;1;0;0;0;0;0;;;;;27530;1334;
MCO;2013;140004383;140000100;95;34723;3692;72;31359;0;;0;0;0;0;;0;0;0;95;34723;3692;72;31359;35;681;0;;15044;0;0;0;0;0;;35;681;0;;15044;0;1;0;0;0;0;0;0;0;;;;;21015;8227;0
MCO;2013;140016759;140003146;12;3650;2844;670;10915;121;37032;6928;1;25618;50;18250;2270;84;10810;183;58932;12042;755;47343;15;14;;;5016;32;8017;;0;;;47;8031;;;5016;;;;;;;;;;;;;;;;
MCO;2013;140017237;140003278;68;23305;6126;835;19665;161;58765;11114;226;43888;;;0;0;0;229;82070;17240;1061;63553;1;1152;;;13067;55;16119;;0;;;56;17271;;;13067;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;140018730;140000423;;;142;0;1161;34;12410;2278;52;7042;;;0;0;0;34;12410;2420;52;8203;;0;;;0;8;3243;;0;;;8;3243;;;0;;;;;;;;;;;;;;1103;0;0
MCO;2013;140024886;140000092;99;34056;5482;395;32942;29;10585;2070;171;8982;17;6205;857;93;3414;145;50846;8409;659;45338;3;432;;;1331;10;2424;1;171;;;14;3027;;;1331;1;1;1;1;0;1;1;1;0;;;;;;;0
MCO;2013;140026410;140026279;71;25915;3577;325;24666;;;0;0;0;24;8760;1175;365;3400;95;34675;4752;690;28066;1;101;1;101;15;;0;;0;;;1;101;1;101;15;1;1;1;1;0;1;1;1;0;90;;40;;24034;;
MCO;2013;140026709;140000415;;;120;0;940;60;21900;5665;3235;9095;;;0;0;0;60;21900;5785;3235;10035;;0;;;0;7;0;;0;;;7;0;;;0;;;;;;;;;;;;;;2708;0;
MCO;2013;150000024;150780047;15;4088;130;0;2807;;;0;0;0;;;0;0;0;15;4088;130;0;2807;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2013;150000032;150780088;71;25915;2446;138;23285;30;10950;1561;113;7757;15;5475;933;233;2965;116;42340;4940;484;34007;4;424;0;0;518;4;292;0;0;0;0;8;716;0;0;518;0;0;0;1;0;1;0;0;0;;;1;;18770;7718;0
MCO;2013;150000040;150780096;223;80741;10609;91;66114;65;22395;3232;1258;17825;31;11315;1787;406;6055;319;114451;15628;1755;89994;20;1431;;;2725;12;2167;;0;;;32;3598;;;2725;1;1;1;1;1;1;1;1;1;90;60;15;120;37412;22000;7015
MCO;2013;150000164;150780468;40;14600;2042;276;13885;0;0;0;0;0;0;0;0;0;0;40;14600;2042;276;13885;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;30;1;1;0;1;0;1;1;0;0;;;8;;;;0
MCO;2013;150000180;150780500;30;10900;498;24;5934;0;0;0;0;0;0;0;0;0;0;30;10900;498;24;5934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;20;0;0
MCO;2013;150780120;150000065;10;3650;148;0;0;;;0;0;0;;;0;0;0;10;3650;148;0;0;0;0;;;0;;0;;0;;;0;0;;;0;;;;;;;;;;;;;;;;
MCO;2013;150780732;150000271;81;29565;2018;3;24113;129;47085;4413;40;22474;1;365;1;0;1;211;77015;6432;43;46588;6;1056;;;14838;10;5343;1;11;;;17;6410;;;14838;;;;;;;;;;;;;;;;
MCO;2013;160000170;160000204;0;;243;2;1272;78;28470;3991;440;14187;;;0;0;0;78;28470;4234;442;15459;;0;;;0;32;5077;;0;;;32;5077;;;0;;;;;;;;;;;;;;;;
MCO;2013;160000188;160000121;12;4380;233;2;3329;;;0;0;0;;;0;0;0;12;4380;233;2;3329;3;161;;;2;;0;;0;;;3;161;;;2;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2013;160000253;160000451;323;111401;18324;2756;87276;81;27707;4840;378;20212;35;12433;3039;620;10020;439;151541;26203;3754;117508;26;1579;;;27593;10;1885;4;399;;;40;3863;;;27593;1;0;1;1;1;1;1;1;1;61;79;40;137;126707;24495;2357
MCO;2013;160000279;160000212;;;0;0;0;78;28470;2375;147;9501;;;0;0;0;78;28470;2375;147;9501;;0;;;0;24;4455;;0;;;24;4455;;;0;0;0;0;0;0;0;0;0;0;;;;;5871;;
MCO;2013;160000303;160006037;53;19345;2524;228;15345;;;0;0;0;;;0;0;0;53;19345;2524;228;15345;4;170;;;1;;0;;0;;;4;170;;;1;1;0;0;1;1;1;1;0;0;;22;7;;14608;10947;17
MCO;2013;160000311;160000485;27;9855;1708;219;8008;;;0;0;0;;;0;0;0;27;9855;1708;219;8008;;0;;;8;;0;;0;;;;0;;;8;1;1;1;1;1;0;1;1;0;100;70;;;5564;0;0
MCO;2013;160000337;160000493;35;11627;2576;824;10905;;;0;0;0;1;3;3;3;0;36;11630;2579;827;10905;;0;;0;10;;0;;0;;;;0;;0;10;1;0;0;1;0;1;1;1;0;;;15;;9556;1088;
MCO;2013;160000360;160000519;10;3650;143;1;2913;;;0;0;0;;;0;0;0;10;3650;143;1;2913;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2013;160013207;160001632;24;8760;1224;2;7413;101;36865;5816;144;19494;40;14600;1611;65;6386;165;60225;8651;211;33293;16;3208;;;4628;51;9229;0;155;;;67;12592;;;4628;;;;;;;;;;;;;;;;
MCO;2013;160015368;160014411;102;38721;6052;1187;35704;;;0;0;0;15;5475;862;70;3227;117;44196;6914;1257;38931;17;587;;;1972;;0;1;67;;;18;654;;;1972;1;1;0;1;0;1;1;1;1;;;30;30;61834;13688;
MCO;2013;170000038;170780050;67;24455;3338;447;20349;23;8395;1293;148;5562;;;0;0;0;90;32850;4631;595;25911;2;278;;;365;8;1791;0;33;;;10;2102;;;365;1;0;1;1;0;0;1;1;1;;;;150;;;
