BOR;AN;FI;FI_EJ;GDE;AUT;LIT;PLA;APEC;SEJHC;JOUHC;SEJHP;JOUHP
SSR;2013;060781374;060000718;SSR_A51;1;;;;;;;
SSR;2013;060781374;060000718;SSR_A55;1;;;0;;;;
SSR;2013;060781374;060000718;SSR_TOT;0;153;;0;1686;55743;;
SSR;2013;060785227;060001476;SSR_A;;108;10;;1339;35928;21;200
SSR;2013;060785227;060001476;SSR_A50;1;87;;0;1227;32459;;
SSR;2013;060785227;060001476;SSR_A53;1;21;10;0;112;3469;21;200
SSR;2013;060785227;060001476;SSR_TOT;0;108;10;0;1339;35928;21;200
SSR;2013;060788957;060785011;SSR_A;;171;;;1775;61434;;
SSR;2013;060788957;060785011;SSR_A50;1;;;0;;;;
SSR;2013;060788957;060785011;SSR_A59;1;171;;1;1775;61434;;
SSR;2013;060788957;060785011;SSR_TOT;0;171;;0;1775;61434;;
SSR;2013;060789195;060785011;SSR_A;;24;5;;145;7326;2516;2516
SSR;2013;060789195;060785011;SSR_A50;1;;;0;;;;
SSR;2013;060789195;060785011;SSR_A51;1;8;5;;58;2361;2516;2516
SSR;2013;060789195;060785011;SSR_A52;1;16;;1;87;4965;;
SSR;2013;060789195;060785011;SSR_TOT;0;24;5;1;145;7326;2516;2516
SSR;2013;060789674;130037815;SSR_A;;225;20;;1365;69445;420;10391
SSR;2013;060789674;130037815;SSR_A50;1;225;20;0;;;;
SSR;2013;060789674;130037815;SSR_A51;1;;;;1175;56111;383;9571
SSR;2013;060789674;130037815;SSR_A52;1;;;0;190;13334;37;820
SSR;2013;060789674;130037815;SSR_TOT;0;225;20;0;1365;69445;420;10391
SSR;2013;060790177;060785011;SSR_A;;80;;;345;24345;;
SSR;2013;060790177;060785011;SSR_A50;1;80;;1;345;24345;;
SSR;2013;060790177;060785011;SSR_TOT;0;80;;0;345;24345;;
SSR;2013;060790862;060001997;SSR_A;;45;45;;634;15573;116;
SSR;2013;060790862;060001997;SSR_A50;1;45;45;0;634;15573;116;
SSR;2013;060790862;060001997;SSR_A58;1;;;0;;;;
SSR;2013;060790862;060001997;SSR_TOT;0;45;45;0;634;15573;116;
SSR;2013;060791811;750826638;SSR_A;;59;;;764;20670;;
SSR;2013;060791811;750826638;SSR_A50;1;59;;0;764;20670;;
SSR;2013;060791811;750826638;SSR_A59;1;;;0;;;;
SSR;2013;060791811;750826638;SSR_TOT;0;59;;0;764;20670;;
SSR;2013;060794021;060780988;SSR_A;;20;;;162;6207;;
SSR;2013;060794021;060780988;SSR_A59;1;20;;0;162;6207;;
SSR;2013;060794021;060780988;SSR_TOT;0;20;;0;162;6207;;
SSR;2013;060798881;060798873;SSR_A;;104;;;1522;37824;;
SSR;2013;060798881;060798873;SSR_A50;1;104;;0;1522;37824;;
SSR;2013;060798881;060798873;SSR_TOT;0;104;;0;1522;37824;;
SSR;2013;060800182;060002912;SSR_A;;123;10;;1271;40760;238;2592
SSR;2013;060800182;060002912;SSR_A50;1;49;;0;462;16533;;
SSR;2013;060800182;060002912;SSR_A55;1;74;10;0;809;24227;238;2592
SSR;2013;060800182;060002912;SSR_TOT;0;123;10;0;1271;40760;238;2592
SSR;2013;060800687;060000221;SSR_A;;38;;;406;13226;;
SSR;2013;060800687;060000221;SSR_A50;1;38;;0;406;13226;;
SSR;2013;060800687;060000221;SSR_TOT;0;38;;0;406;13226;;
SSR;2013;070000021;070780101;SSR_A;;18;;;270;6821;;
SSR;2013;070000021;070780101;SSR_A50;1;18;;0;270;6821;;
SSR;2013;070000021;070780101;SSR_TOT;0;18;;0;270;6821;;
SSR;2013;070000039;070780119;SSR_A;;10;;;753;4344;0;0
SSR;2013;070000039;070780119;SSR_A50;1;10;;0;753;4344;0;0
SSR;2013;070000039;070780119;SSR_TOT;0;10;;0;753;4344;0;0
SSR;2013;070000047;070780127;SSR_A;;35;;;329;10920;;
SSR;2013;070000047;070780127;SSR_A50;1;35;;0;329;10920;;
SSR;2013;070000047;070780127;SSR_TOT;0;35;;0;329;10920;;
SSR;2013;070000062;070005558;SSR_A;;15;0;;189;4170;0;0
SSR;2013;070000062;070005558;SSR_A50;1;15;0;0;189;4170;0;0
SSR;2013;070000062;070005558;SSR_TOT;0;15;0;0;189;4170;0;0
SSR;2013;070000070;070780150;SSR_A;;15;;;157;5125;;
SSR;2013;070000070;070780150;SSR_A50;1;15;;0;157;5125;;
SSR;2013;070000070;070780150;SSR_TOT;0;15;;0;157;5125;;
SSR;2013;070000096;070780184;SSR_A;;17;;;192;5091;;
SSR;2013;070000096;070780184;SSR_A50;1;17;;0;192;5091;;
SSR;2013;070000096;070780184;SSR_TOT;0;17;;0;192;5091;;
SSR;2013;070000146;070004742;SSR_A;;35;;;271;9304;;
SSR;2013;070000146;070004742;SSR_A50;1;35;;0;271;9304;;
SSR;2013;070000146;070004742;SSR_TOT;0;35;;0;271;9304;;
SSR;2013;070000179;070780358;SSR_A;;23;2;;327;7272;914;914
SSR;2013;070000179;070780358;SSR_A53;1;0;2;0;;;914;914
SSR;2013;070000179;070780358;SSR_A59;1;23;0;0;327;7272;;
SSR;2013;070000179;070780358;SSR_TOT;0;23;2;0;327;7272;914;914
SSR;2013;070000187;070780366;SSR_A;;27;0;;346;9495;;
SSR;2013;070000187;070780366;SSR_A50;1;27;0;0;346;9495;;
SSR;2013;070000187;070780366;SSR_TOT;0;27;0;0;346;9495;;
SSR;2013;070000195;070780374;SSR_A;;23;;;238;8307;0;
SSR;2013;070000195;070780374;SSR_A50;1;23;;0;238;8307;0;
SSR;2013;070000195;070780374;SSR_A59;1;;;0;;;;
SSR;2013;070000195;070780374;SSR_TOT;0;23;;0;238;8307;0;
SSR;2013;070000203;070780382;SSR_A;;24;0;;357;8769;0;0
SSR;2013;070000203;070780382;SSR_A50;1;24;0;0;357;8769;0;0
SSR;2013;070000203;070780382;SSR_TOT;0;24;0;0;357;8769;0;0
SSR;2013;070000484;070005566;SSR_A;;130;10;;1953;38987;178;2469
SSR;2013;070000484;070005566;SSR_A51;1;30;5;;237;9061;140;2431
SSR;2013;070000484;070005566;SSR_A52;1;30;;0;251;8649;;
SSR;2013;070000484;070005566;SSR_A55;1;70;5;0;1465;21277;38;38
SSR;2013;070000484;070005566;SSR_TOT;0;130;10;0;1953;38987;178;2469
SSR;2013;070006168;300012267;SSR_A;;;5;;;;58;1044
SSR;2013;070006168;300012267;SSR_A54;1;;5;0;;;58;1044
SSR;2013;070006168;300012267;SSR_TOT;0;;5;0;;;58;1044
SSR;2013;070006804;070005566;SSR_A;;14;;;173;4517;;
SSR;2013;070006804;070005566;SSR_A59;1;14;;0;173;4517;;
SSR;2013;070006804;070005566;SSR_TOT;0;14;;0;173;4517;;
SSR;2013;070780226;300012267;SSR_A;;60;;;585;16841;;
SSR;2013;070780226;300012267;SSR_A54;1;60;;0;585;16841;;
SSR;2013;070780226;300012267;SSR_TOT;0;60;;0;585;16841;;
SSR;2013;070780234;750721300;SSR_A;;32;0;;336;9255;0;0
SSR;2013;070780234;750721300;SSR_A50;1;32;0;0;336;9255;0;0
SSR;2013;070780234;750721300;SSR_TOT;0;32;0;0;336;9255;0;0
SSR;2013;070780242;070000120;SSR_A;;58;;;462;19023;;
SSR;2013;070780242;070000120;SSR_A50;1;58;;0;462;19023;;
SSR;2013;070780242;070000120;SSR_TOT;0;58;;0;462;19023;;
SSR;2013;070780390;070000211;SSR_A;;33;;;472;12266;;
SSR;2013;070780390;070000211;SSR_A50;1;33;;0;472;12266;;
SSR;2013;070780390;070000211;SSR_TOT;0;33;;0;472;12266;;
SSR;2013;070783824;070002878;SSR_A;;22;;;247;6310;;
SSR;2013;070783824;070002878;SSR_A50;1;22;;0;247;6310;;
SSR;2013;070783824;070002878;SSR_TOT;0;22;;0;247;6310;;
SSR;2013;070784897;750820680;SSR_A;;30;0;;187;10062;;
SSR;2013;070784897;750820680;SSR_A58;1;30;0;0;187;10062;;
SSR;2013;070784897;750820680;SSR_TOT;0;30;0;0;187;10062;;
SSR;2013;080000110;080000037;SSR_A;;30;;;334;10635;;
SSR;2013;080000110;080000037;SSR_A50;1;10;;0;334;10635;;
SSR;2013;080000110;080000037;SSR_A59;1;20;;0;;;;
SSR;2013;080000110;080000037;SSR_TOT;0;30;;0;334;10635;;
SSR;2013;080000136;080000342;SSR_A;;15;;;1341;51;;
SSR;2013;080000136;080000342;SSR_A50;1;15;;0;1341;51;;
SSR;2013;080000136;080000342;SSR_TOT;0;15;;0;1341;51;;
SSR;2013;080000219;080001969;SSR_A;;22;0;;203;7911;;
SSR;2013;080000219;080001969;SSR_A50;1;22;0;0;203;7911;;
SSR;2013;080000219;080001969;SSR_TOT;0;22;0;0;203;7911;;
SSR;2013;080000250;540019726;SSR_A;;90;30;;688;26081;645;10891
SSR;2013;080000250;540019726;SSR_A50;1;5;3;1;23;1504;53;1020
SSR;2013;080000250;540019726;SSR_A51;1;36;13;;359;10716;268;5499
SSR;2013;080000250;540019726;SSR_A52;1;49;6;0;306;13861;177;2818
SSR;2013;080000250;540019726;SSR_A53;1;;4;0;;;71;1058
SSR;2013;080000250;540019726;SSR_A54;1;;4;0;;;76;496
SSR;2013;080000250;540019726;SSR_TOT;0;90;30;0;688;26081;645;10891
SSR;2013;080000268;540019726;SSR_A;;35;;;245;10945;;
SSR;2013;080000268;540019726;SSR_A50;1;35;;0;245;10945;;
SSR;2013;080000268;540019726;SSR_TOT;0;35;;0;245;10945;;
SSR;2013;080000276;080001969;SSR_A;;24;0;;199;8506;;
SSR;2013;080000276;080001969;SSR_A50;1;24;0;0;199;8506;;
SSR;2013;080000276;080001969;SSR_TOT;0;24;0;0;199;8506;;
SSR;2013;080000284;080000060;SSR_A;;15;;;176;6302;;
SSR;2013;080000284;080000060;SSR_A50;1;15;;0;176;6302;;
SSR;2013;080000284;080000060;SSR_TOT;0;15;;0;176;6302;;
SSR;2013;080000300;080000078;SSR_A;;8;0;;98;2693;0;0
SSR;2013;080000300;080000078;SSR_A50;1;8;0;0;98;2693;0;0
SSR;2013;080000300;080000078;SSR_TOT;0;8;0;0;98;2693;0;0
SSR;2013;080002140;540019726;SSR_E;;7;7;;46;1881;80;2437
SSR;2013;080002140;540019726;SSR_E50;1;;;1;;;;
SSR;2013;080002140;540019726;SSR_E51;1;3;1;0;25;907;18;245
SSR;2013;080002140;540019726;SSR_E52;1;4;6;0;21;974;62;2192
SSR;2013;080002140;540019726;SSR_TOT;0;7;7;0;46;1881;80;2437
SSR;2013;080003635;080000615;SSR_A;;0;0;;152;8179;;
SSR;2013;080003635;080000615;SSR_A50;1;0;0;0;152;8179;;
SSR;2013;080003635;080000615;SSR_A59;1;;;0;;;;
SSR;2013;080003635;080000615;SSR_TOT;0;0;0;0;152;8179;;
SSR;2013;080009350;080000086;SSR_A;;12;;;67;2503;;
SSR;2013;080009350;080000086;SSR_A58;1;12;;0;67;2503;;
SSR;2013;080009350;080000086;SSR_TOT;0;12;;0;67;2503;;
SSR;2013;090000019;090180019;SSR_A;;50;6;;559;14806;83;1438
SSR;2013;090000019;090180019;SSR_A50;1;10;;0;86;3241;;
SSR;2013;090000019;090180019;SSR_A51;1;40;6;;473;11565;83;1438
SSR;2013;090000019;090180019;SSR_TOT;0;50;6;0;559;14806;83;1438
SSR;2013;090000175;090781774;SSR_A;;19;0;;186;6907;0;0
SSR;2013;090000175;090781774;SSR_A59;1;19;0;0;186;6907;0;0
SSR;2013;090000175;090781774;SSR_TOT;0;19;0;0;186;6907;0;0
SSR;2013;090000183;090781816;SSR_A;;50;;;582;16142;;
SSR;2013;090000183;090781816;SSR_A50;1;10;;1;172;3691;;
SSR;2013;090000183;090781816;SSR_A52;1;20;;0;137;5867;;
SSR;2013;090000183;090781816;SSR_A59;1;20;;0;273;6584;;
SSR;2013;090000183;090781816;SSR_TOT;0;50;;0;582;16142;;
SSR;2013;090000217;090782251;SSR_A;;15;0;;109;4043;0;0
SSR;2013;090000217;090782251;SSR_A50;1;15;0;0;109;4043;0;0
SSR;2013;090000217;090782251;SSR_TOT;0;15;0;0;109;4043;0;0
SSR;2013;090001629;090780107;SSR_A;;45;;;295;9545;;
SSR;2013;090001629;090780107;SSR_A50;1;15;;0;30;824;;
SSR;2013;090001629;090780107;SSR_A59;1;30;;0;265;8721;;
SSR;2013;090001629;090780107;SSR_TOT;0;45;;0;295;9545;;
SSR;2013;090002841;090781774;SSR_A;;30;;;268;10140;;
SSR;2013;090002841;090781774;SSR_A50;1;30;;0;268;10140;;
SSR;2013;090002841;090781774;SSR_TOT;0;30;;0;268;10140;;
SSR;2013;100000116;100000041;SSR_A;;22;;;256;8721;;
SSR;2013;100000116;100000041;SSR_A50;1;22;;0;256;8721;;
SSR;2013;100000116;100000041;SSR_TOT;0;22;;0;256;8721;;
SSR;2013;100000140;100000058;SSR_A;;25;;;195;8918;;
SSR;2013;100000140;100000058;SSR_A50;1;25;;0;195;8918;;
SSR;2013;100000140;100000058;SSR_TOT;0;25;;0;195;8918;;
SSR;2013;100000801;100006279;SSR_A;;39;;;325;12236;;
SSR;2013;100000801;100006279;SSR_A59;1;39;;0;325;12236;;
SSR;2013;100000801;100006279;SSR_TOT;0;39;;0;325;12236;;
SSR;2013;100006493;100000017;SSR_A;;70;;;672;22941;;
SSR;2013;100006493;100000017;SSR_A50;1;35;;0;333;11497;;
SSR;2013;100006493;100000017;SSR_A59;1;35;;0;339;11444;;
SSR;2013;100006493;100000017;SSR_TOT;0;70;;0;672;22941;;
SSR;2013;100007285;140017617;SSR_A;;60;6;;674;20100;244;3561
SSR;2013;100007285;140017617;SSR_A50;1;60;6;1;674;20100;244;3561
SSR;2013;100007285;140017617;SSR_A51;1;;;;;;;
SSR;2013;100007285;140017617;SSR_A52;1;;;1;;;;
SSR;2013;100007285;140017617;SSR_A57;1;;;1;;;;
SSR;2013;100007285;140017617;SSR_TOT;0;60;6;1;674;20100;244;3561
SSR;2013;100009083;750721235;SSR_A;;58;5;;807;21578;271;4651
SSR;2013;100009083;750721235;SSR_A50;1;0;;0;;;;
SSR;2013;100009083;750721235;SSR_A51;1;29;2;;447;8695;68;1364
SSR;2013;100009083;750721235;SSR_A52;1;29;3;1;360;12883;203;3287
SSR;2013;100009083;750721235;SSR_A53;1;;;0;;;0;0
SSR;2013;100009083;750721235;SSR_A54;1;;;0;;;0;0
SSR;2013;100009083;750721235;SSR_TOT;0;58;5;1;807;21578;271;4651
SSR;2013;110000049;110780087;SSR_A;;25;;;338;8010;;
SSR;2013;110000049;110780087;SSR_A59;1;25;;0;338;8010;;
SSR;2013;110000049;110780087;SSR_TOT;0;25;;0;338;8010;;
SSR;2013;110000056;110780137;SSR_A;;30;0;;52;1106;;
SSR;2013;110000056;110780137;SSR_A59;1;30;0;0;52;1106;;
SSR;2013;110000056;110780137;SSR_TOT;0;30;0;0;52;1106;;
SSR;2013;110000189;110780707;SSR_A;;29;0;;306;9837;0;0
SSR;2013;110000189;110780707;SSR_A51;1;29;0;;306;9837;0;0
SSR;2013;110000189;110780707;SSR_TOT;0;29;0;0;306;9837;0;0
SSR;2013;110000247;110780772;SSR_A;;37;0;;311;12189;0;0
SSR;2013;110000247;110780772;SSR_A59;1;37;0;0;311;12189;0;0
SSR;2013;110000247;110780772;SSR_TOT;0;37;0;0;311;12189;0;0
SSR;2013;110000262;110781010;SSR_A;;40;10;;414;12543;129;2694
SSR;2013;110000262;110781010;SSR_A50;1;40;10;0;;;;
SSR;2013;110000262;110781010;SSR_A51;1;;;;331;9276;84;1856
SSR;2013;110000262;110781010;SSR_A52;1;;;0;83;3267;45;838
SSR;2013;110000262;110781010;SSR_E;;;;;4;59;2;40
SSR;2013;110000262;110781010;SSR_E51;0;;;0;4;59;1;1
SSR;2013;110000262;110781010;SSR_E52;0;;;0;;;1;39
SSR;2013;110000262;110781010;SSR_TOT;0;40;10;0;418;12602;131;2734
SSR;2013;110003118;310012638;SSR_A;;73;0;;977;26691;0;0
SSR;2013;110003118;310012638;SSR_A50;1;;;0;;;;
SSR;2013;110003118;310012638;SSR_A51;1;38;0;;523;13281;0;0
SSR;2013;110003118;310012638;SSR_A52;1;18;0;0;201;7773;0;0
SSR;2013;110003118;310012638;SSR_A53;1;17;0;0;253;5637;0;0
SSR;2013;110003118;310012638;SSR_A54;1;;;0;;;;
SSR;2013;110003118;310012638;SSR_TOT;0;73;0;0;977;26691;0;0
SSR;2013;110004942;310021324;SSR_A;;76;;;584;17488;;
SSR;2013;110004942;310021324;SSR_A50;1;76;;0;584;17488;;
SSR;2013;110004942;310021324;SSR_TOT;0;76;;0;584;17488;;
SSR;2013;110780186;110000072;SSR_A;;40;;;445;13725;;
SSR;2013;110780186;110000072;SSR_A50;1;40;;0;445;13725;;
SSR;2013;110780186;110000072;SSR_TOT;;40;;0;445;13725;;
SSR;2013;110780194;110000080;SSR_A;;66;;;675;25123;;
SSR;2013;110780194;110000080;SSR_A50;1;66;;0;675;25123;;
SSR;2013;110780194;110000080;SSR_TOT;0;66;;0;675;25123;;
SSR;2013;110780202;310021316;SSR_A;;87;;;926;31850;;
SSR;2013;110780202;310021316;SSR_A50;1;67;;0;679;23575;;
SSR;2013;110780202;310021316;SSR_A59;1;20;;0;247;8275;;
SSR;2013;110780202;310021316;SSR_TOT;0;87;;0;926;31850;;
SSR;2013;110780228;110000114;SSR_A;;33;10;;339;9907;46;1862
SSR;2013;110780228;110000114;SSR_A51;1;33;10;;339;9907;46;1862
SSR;2013;110780228;110000114;SSR_TOT;0;33;10;0;339;9907;46;1862
SSR;2013;110780236;110780707;SSR_A;;15;0;;219;5383;0;0
SSR;2013;110780236;110780707;SSR_A50;1;15;0;0;219;5383;0;0
SSR;2013;110780236;110780707;SSR_TOT;0;15;0;0;219;5383;0;0
SSR;2013;110786746;110786324;SSR_A;;44;;;392;15104;;
SSR;2013;110786746;110786324;SSR_A50;1;19;;0;175;6531;;
SSR;2013;110786746;110786324;SSR_A59;1;25;;0;217;8573;;
SSR;2013;110786746;110786324;SSR_TOT;0;44;;0;392;15104;;
SSR;2013;120000039;120780044;SSR_A;;25;;;236;7328;;
SSR;2013;120000039;120780044;SSR_A50;1;25;;0;236;7328;;
SSR;2013;120000039;120780044;SSR_A59;1;;;0;;;;
SSR;2013;120000039;120780044;SSR_TOT;0;25;;0;236;7328;;
SSR;2013;120000054;120780069;SSR_A;;40;;;448;13345;;
SSR;2013;120000054;120780069;SSR_A50;1;21;;0;244;7066;;
SSR;2013;120000054;120780069;SSR_A51;1;19;;;204;6279;;
SSR;2013;120000054;120780069;SSR_TOT;0;40;;0;448;13345;;
SSR;2013;120000070;120780085;SSR_A;;35;;;458;11453;;
SSR;2013;120000070;120780085;SSR_A50;1;35;;0;458;11453;;
SSR;2013;120000070;120780085;SSR_A59;1;;;0;;;;
SSR;2013;120000070;120780085;SSR_TOT;0;35;;0;458;11453;;
SSR;2013;120000088;120780093;SSR_A;;15;;;205;4277;;
SSR;2013;120000088;120780093;SSR_A50;1;15;;0;205;4277;;
SSR;2013;120000088;120780093;SSR_TOT;0;15;;0;205;4277;;
SSR;2013;120000096;120780101;SSR_A;;74;5;;713;22206;1014;1202
SSR;2013;120000096;120780101;SSR_A50;1;24;;0;178;5362;;
SSR;2013;120000096;120780101;SSR_A51;1;30;5;;363;9678;1014;1202
SSR;2013;120000096;120780101;SSR_A52;1;20;;0;172;7166;;
SSR;2013;120000096;120780101;SSR_TOT;0;74;5;0;713;22206;1014;1202
SSR;2013;120000153;120780291;SSR_A;;41;;;409;14356;;
SSR;2013;120000153;120780291;SSR_A50;1;41;;0;409;14356;;
SSR;2013;120000153;120780291;SSR_TOT;0;41;;0;409;14356;;
SSR;2013;120000237;120780481;SSR_A;;34;;;353;10616;;
SSR;2013;120000237;120780481;SSR_A50;1;34;;0;353;10616;;
SSR;2013;120000237;120780481;SSR_TOT;0;34;;0;353;10616;;
SSR;2013;120004569;120004528;SSR_A;;20;;;237;6700;;
SSR;2013;120004569;120004528;SSR_A50;1;20;;0;237;6700;;
SSR;2013;120004569;120004528;SSR_TOT;0;20;;0;237;6700;;
SSR;2013;120004668;120004619;SSR_A;;30;;;456;10619;;
SSR;2013;120004668;120004619;SSR_A50;1;10;;0;310;6473;;
SSR;2013;120004668;120004619;SSR_A59;1;20;;0;146;4146;;
SSR;2013;120004668;120004619;SSR_TOT;0;30;;0;456;10619;;
SSR;2013;120780135;120000104;SSR_A;;74;;;832;25522;;
SSR;2013;120780135;120000104;SSR_A50;1;28;;0;249;7965;;
SSR;2013;120780135;120000104;SSR_A59;1;46;;0;583;17557;;
SSR;2013;120780135;120000104;SSR_TOT;0;74;;0;832;25522;;
SSR;2013;120780143;120000112;SSR_A;;69;;;681;21991;;
SSR;2013;120780143;120000112;SSR_A50;1;69;;0;681;21991;;
SSR;2013;120780143;120000112;SSR_TOT;0;69;;0;681;21991;;
SSR;2013;120780325;120004528;SSR_A;;24;;;284;7944;;
SSR;2013;120780325;120004528;SSR_A50;1;24;;0;284;7944;;
SSR;2013;120780325;120004528;SSR_TOT;0;24;;0;284;7944;;
SSR;2013;130000409;130041916;SSR_A;;57;8;;668;23294;264;3471
SSR;2013;130000409;130041916;SSR_A50;1;17;8;1;668;23294;264;3471
SSR;2013;130000409;130041916;SSR_A52;1;;;0;;;;
SSR;2013;130000409;130041916;SSR_A53;1;;;0;;;;
SSR;2013;130000409;130041916;SSR_A59;1;40;;0;;;;
SSR;2013;130000409;130041916;SSR_E;;4;10;;35;904;55;618
SSR;2013;130000409;130041916;SSR_E50;1;4;10;1;35;904;55;618
SSR;2013;130000409;130041916;SSR_E51;1;;;0;;;;
SSR;2013;130000409;130041916;SSR_E52;1;;;0;;;;
SSR;2013;130000409;130041916;SSR_TOT;0;61;18;0;703;24198;319;4089
SSR;2013;130000516;130781339;SSR_A;;54;;;562;15451;;
SSR;2013;130000516;130781339;SSR_A50;1;10;;0;165;3926;;
SSR;2013;130000516;130781339;SSR_A58;1;5;;0;85;2027;;
SSR;2013;130000516;130781339;SSR_A59;1;39;;0;312;9498;;
SSR;2013;130000516;130781339;SSR_TOT;0;54;;0;562;15451;;
SSR;2013;130000565;130781446;SSR_A;;19;;;244;6032;;
SSR;2013;130000565;130781446;SSR_A50;1;19;;0;244;6032;;
SSR;2013;130000565;130781446;SSR_TOT;0;19;;0;244;6032;;
SSR;2013;130001225;130782634;SSR_A;;16;;;259;5726;;
SSR;2013;130001225;130782634;SSR_A59;1;16;;0;259;5726;;
SSR;2013;130001225;130782634;SSR_TOT;0;16;;0;259;5726;;
SSR;2013;130001258;130028228;SSR_A;;51;;;344;14991;;
SSR;2013;130001258;130028228;SSR_A50;1;51;;0;344;14991;;
SSR;2013;130001258;130028228;SSR_TOT;0;51;;0;344;14991;;
SSR;2013;130002694;040000481;SSR_A;;14;;;264;4202;;
SSR;2013;130002694;040000481;SSR_A53;1;14;;0;264;4202;;
SSR;2013;130002694;040000481;SSR_TOT;0;14;;0;264;4202;;
SSR;2013;130002827;130789274;SSR_A;;39;2;;382;14192;16;462
SSR;2013;130002827;130789274;SSR_A50;1;39;2;0;382;14192;16;462
SSR;2013;130002827;130789274;SSR_A51;1;;;;;;;
SSR;2013;130002827;130789274;SSR_A59;1;;;0;;;;
SSR;2013;130002827;130789274;SSR_TOT;0;39;2;0;382;14192;16;462
SSR;2013;130035793;130013139;SSR_A;;73;3;;844;26490;124;2072
SSR;2013;130035793;130013139;SSR_A50;1;42;;0;437;14897;;
SSR;2013;130035793;130013139;SSR_A51;1;31;3;;407;11593;124;2072
SSR;2013;130035793;130013139;SSR_TOT;0;73;3;0;844;26490;124;2072
SSR;2013;130042526;310021399;SSR_A;;205;20;;593;18524;5;64
SSR;2013;130042526;310021399;SSR_A50;1;95;5;0;225;8050;;
SSR;2013;130042526;310021399;SSR_A54;1;110;15;0;368;10474;5;64
SSR;2013;130042526;310021399;SSR_TOT;0;205;20;0;593;18524;5;64
SSR;2013;130043508;250002284;SSR_E50;1;;;0;;;;
SSR;2013;130043508;250002284;SSR_E51;1;;;0;;;;
SSR;2013;130043508;250002284;SSR_E52;1;;;0;;;;
SSR;2013;130780075;310021332;SSR_A;;90;;;525;22454;;
SSR;2013;130780075;310021332;SSR_A50;1;90;;0;525;22454;;
SSR;2013;130780075;310021332;SSR_TOT;0;90;;0;525;22454;;
SSR;2013;130780083;130000060;SSR_A;;129;;;1184;39883;;
SSR;2013;130780083;130000060;SSR_A50;1;;;1;;;;
SSR;2013;130780083;130000060;SSR_A59;1;129;;1;1184;39883;;
SSR;2013;130780083;130000060;SSR_TOT;0;129;;0;1184;39883;;
SSR;2013;130781438;130000557;SSR_A;;134;20;;1080;46239;412;12833
SSR;2013;130781438;130000557;SSR_A50;1;134;20;1;1080;46239;412;12833
SSR;2013;130781438;130000557;SSR_A51;1;;;;;;;
SSR;2013;130781438;130000557;SSR_A52;1;;;1;;;;
SSR;2013;130781438;130000557;SSR_TOT;0;134;20;1;1080;46239;412;12833
SSR;2013;130781479;130000599;SSR_A;;73;16;;925;23225;7631;7631
SSR;2013;130781479;130000599;SSR_A50;1;8;;0;102;1886;625;625
SSR;2013;130781479;130000599;SSR_A51;1;37;10;;585;15086;3122;3122
SSR;2013;130781479;130000599;SSR_A53;1;28;6;0;238;6253;3884;3884
SSR;2013;130781479;130000599;SSR_TOT;0;73;16;0;925;23225;7631;7631
SSR;2013;130781768;130000763;SSR_A;;110;;;1221;33757;;
SSR;2013;130781768;130000763;SSR_A50;1;20;;0;181;4522;;
SSR;2013;130781768;130000763;SSR_A55;1;90;;0;1040;29235;;
SSR;2013;130781768;130000763;SSR_TOT;0;110;;0;1221;33757;;
SSR;2013;130781834;130000805;SSR_A;;80;65;;781;27893;1171;38117
SSR;2013;130781834;130000805;SSR_A50;1;80;65;0;781;27893;1171;38117
SSR;2013;130781834;130000805;SSR_TOT;0;80;65;0;781;27893;1171;38117
SSR;2013;130781917;130000847;SSR_A;;130;10;;1231;41972;123;457
SSR;2013;130781917;130000847;SSR_A50;1;29;;0;197;6234;;
SSR;2013;130781917;130000847;SSR_A55;1;101;10;0;1034;35738;123;457
SSR;2013;130781917;130000847;SSR_TOT;0;130;10;0;1231;41972;123;457
SSR;2013;130781925;750043994;SSR_A;;89;8;;1232;32370;121;1718
SSR;2013;130781925;750043994;SSR_A50;1;30;;0;352;10433;;
SSR;2013;130781925;750043994;SSR_A53;1;59;8;0;880;21937;121;1718
SSR;2013;130781925;750043994;SSR_TOT;0;89;8;0;1232;32370;121;1718
SSR;2013;130782071;130002454;SSR_A;;38;;;453;12836;;
SSR;2013;130782071;130002454;SSR_A50;1;38;;0;453;12836;;
SSR;2013;130782071;130002454;SSR_TOT;0;38;;0;453;12836;;
SSR;2013;130782097;130000938;SSR_A;;113;;;1415;41925;;
SSR;2013;130782097;130000938;SSR_A50;1;113;;0;1415;41925;;
SSR;2013;130782097;130000938;SSR_TOT;0;113;;0;1415;41925;;
SSR;2013;130782303;920000395;SSR_A;;80;;;777;28457;;
SSR;2013;130782303;920000395;SSR_A50;1;80;;0;777;28457;;
SSR;2013;130782303;920000395;SSR_TOT;0;80;;0;777;28457;;
SSR;2013;130782444;130001100;SSR_A;;136;;;1330;45475;;
SSR;2013;130782444;130001100;SSR_A50;1;136;;0;1330;45475;;
SSR;2013;130782444;130001100;SSR_TOT;0;136;;0;1330;45475;;
SSR;2013;130782451;130001118;SSR_A;;140;;;1374;48717;;
SSR;2013;130782451;130001118;SSR_A50;1;110;;0;1063;38287;;
SSR;2013;130782451;130001118;SSR_A55;1;30;;0;311;10430;;
SSR;2013;130782451;130001118;SSR_TOT;0;140;;0;1374;48717;;
SSR;2013;130782493;130001134;SSR_A;;74;10;;850;24756;835;835
SSR;2013;130782493;130001134;SSR_A55;1;74;10;0;850;24756;835;835
