BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_A5;CANCERO_A6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2013;630000420;630781003;1;0;0;42;2;543;0;630000404;630781110;;2;;0;;2;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;630000438;630781011;1;0;0;424;366;853;1;;;;381;;381;;40;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;630000446;630781029;1;0;0;378;300;1064;0;630000404;630781110;;309;;292;;37;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;630000479;630781110;1;1;1;48750;45899;87839;1;;;;11738;0;10039;0;1425;0;0;0;4;0;3;1840;33030;464;149;76;1793;113;3;7;31;;14;1;5;;3;;1;5.47;7;30.71;;15.23;44;30;47;5;2254;11164;2993;521;0;0;0;0;12706;13401;0;0;9;;2;;9.33;;64;38;1;2;27;16;3;5;1;6;77.73;38.17;2.94;2.03;29.53
CANCERO;2013;630009546;630001386;0;1;0;0;0;21235;0;;;;;;;;;;;;2;0;0;834;18050;3185;0;0;834;0;2;2;8;1;5;;;;2;;1;2;2;9.69;1;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;630780211;630000107;1;0;1;12233;11192;9743;1;;;;8625;0;11121;0;1039;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;0;7667;0;0;0;6;0;0;0;0;0;0;4;;;;4;;8;;;;4;1;;2;1;3;8.9;;0.4;0.2;6
CANCERO;2013;630780369;630000164;0;0;0;134;1;1739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;630781268;630780989;1;0;1;11894;9798;24896;1;;;;9233;0;7944;0;1091;0;69;0;;;;;;;;;;;;;;;;;;;;;;;;;;;5;27;3;11;199;9713;308;3253;192;1644;0;0;965;571;948;0;;6;;1;;5.8;29;20;;0;6;14;2;1;0;2;37.57;21.83;0.62;;7.8
CANCERO;2013;630781839;630000826;1;0;1;1827;989;4968;1;;;;894;0;882;0;122;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;882;0;0;0;0;0;0;0;0;0;0;;;2;7;0.5;0.2;3;;;;1;;;;;;1.6;;;;0.1
CANCERO;2013;640000162;640780417;1;0;1;11761;10127;12958;1;;;;10950;0;9960;0;1238;0;22;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;33;;;528;11988;0;0;0;9;0;0;4199;0;0;0;3;1;;1;2.63;2.65;13;12;;;1;4;1;;;;16.82;11.96;;;0.77
CANCERO;2013;640000402;640780813;1;0;1;258;229;195;0;640000600;;;254;24;228;43;40;11;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;265;0;0;0;0;0;0;0;0;0;0;;;1;;0.2;;3;3;;;;;;;;;2;2;;;
CANCERO;2013;640000410;640780821;1;0;0;684;509;950;0;640781290;;;628;0;503;0;79;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;640000600;640781290;1;0;1;6907;5700;7646;1;;;;6262;0;5483;0;743;0;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;13;19;0;0;430;4044;0;0;0;0;0;0;3635;0;0;0;4;;;;1.75;;13;11;;;7;6;1;;1;;14.82;10.99;;0.12;6.57
CANCERO;2013;640005393;650789068;0;1;0;0;0;251;0;;;;;;;;;;;;2;1;0;1104;23111;0;;;1034;0;3;3;7;2;1;0;;;2;;;3;3;7.65;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;640780433;640012209;1;0;1;1481;664;5643;0;640780789;;;497;0;491;0;58;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;0;497;0;0;0;0;0;0;0;0;0;0;;;3;;0.15;;;;;;;1;;1;1;;0.45;;0.5;0.5;
CANCERO;2013;640780482;640012209;1;0;0;814;97;3892;0;;;;7;0;0;0;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;640780490;640000212;1;0;1;1046;787;1394;1;;;;858;0;719;0;113;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;717;0;0;0;0;0;0;0;0;0;0;0;0;;1;0;0.5;1;;;;1;;;;;;1;;;;1
CANCERO;2013;640780748;640000360;1;0;1;1445;1306;1256;1;;;;1268;0;1230;0;149;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1232;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;640780789;640012209;1;0;1;4095;4030;424;1;;;;4087;0;4027;0;518;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;4027;0;0;0;0;0;0;0;0;0;0;;;;;;;2;;;;;2;1;;;;3;0.8;;;
CANCERO;2013;640780938;640000451;1;0;1;7637;6956;5908;1;;;;7124;0;6888;0;802;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;0;6974;0;0;0;0;0;0;0;0;0;0;2;;3;;4;;4;1;;;1;1;;;;1;3.85;1;;;1.3
CANCERO;2013;640780946;640000469;0;0;0;1145;100;5942;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;640780987;640000493;0;0;0;134;81;543;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;640787172;640001715;0;1;0;0;0;0;;;;;;;;;;;;;3;0;;1986;26558;0;;;1346;;3;4;8;3;2;;;;8;1;;3;4;15;3.75;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;650000045;650780158;1;0;0;779;675;884;1;;;;706;;654;;82;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;650000417;650783160;1;0;0;2365;1960;3485;1;;;;2123;;1910;;253;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;650001779;650001738;1;0;0;44;;670;0;650783160;;;0;26;0;26;0;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;650780679;650000243;1;1;1;6179;5525;4551;1;;;;5577;0;5408;0;745;0;0;0;2;0;2;0;0;5;0;16;5;15;;3;;;;0;6;;;;;3;3;;;;18;7;;;0;5408;0;0;0;0;0;0;0;0;0;0;5;;1;;5.2;;8;6;1;1;;1;1;;;;8.5;6.5;1;1;
CANCERO;2013;650789308;650789068;0;1;0;23518;22966;251;0;;;;;;;;;;;;2;0;2;1322;22822;552;144;14;1088;56;3;3;12;2;1;0;;;;;;3;3;11.71;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;660000084;660780180;1;0;1;817;96;6844;1;;;;352;8;7902;10;945;8;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;15;7;;;851;3742;0;0;0;0;0;0;4147;0;0;0;5;;;;5;;24;16;;;;4;;;;;24.08;15.58;;;
CANCERO;2013;660006305;660006297;0;0;0;170;51;1536;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;660007246;660007238;0;1;0;0;0;208;0;;;;;;;;;;;;3;0;0;1575;30156;1822;0;0;1312;0;5;4;12;2;11;0;0;4;0;0;1;5;3;12;2;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;660780776;660000399;0;0;0;75;54;201;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;660780784;660000407;1;0;1;8561;6975;14187;1;;;;7029;0;7133;0;1046;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;15;;;783;6966;0;0;0;9;0;0;6837;0;0;0;5;10;2;;7;10;13;8;;1;4;7;;1;;1;17.3;8;0.5;1;4.5
CANCERO;2013;660790387;660790379;1;0;0;929;170;5662;0;660780784;;;5;0;0;0;5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;670000025;670780055;1;0;1;15454;13064;16054;1;;;;14128;0;13102;0;1769;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;0;12239;0;0;0;3;0;0;0;0;0;0;5;;12;;7.5;;10;2;1;0;7;5;1;0;0;2;13.75;2.8;1;0;7.09
CANCERO;2013;670000033;670780063;1;1;1;53178;50954;93672;1;;;;14004;;12587;;1492;;0;;6;0;6;2297;35458;565;545;166;1966;291;6;5;32;4;16;29;5;2;2;1;;7.73;6.97;32.5;4.8;16.67;80;36;24;3;2840;14748;1307;581;2;31;5;0;15832;4397;5;16;9;;14;1;10.89;0.87;79;31;1;2;48;16;2;1;;15;82.98;30.35;1.47;1.86;54.1
CANCERO;2013;670000082;670780147;0;0;0;670;191;3610;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;670000157;670780337;1;0;1;1594;1158;3696;1;;;;1317;;1112;;167;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1182;0;0;0;0;0;0;0;0;0;0;;;1;2;0.12;0.35;1;;;;;2;;2;;2;2.6;;0.75;;1.3
CANCERO;2013;670000165;670780345;1;0;0;1370;1134;2056;1;;;;1268;;1122;;181;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;670000215;680000643;1;0;0;10;0;52;0;;;;10;0;0;0;3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;670000397;670780691;1;0;1;1011;850;2338;1;;;;881;;805;;92;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;1119;0;0;0;0;0;0;0;0;0;0;;;;2;;1;1;;;;1;3;;1;;;1.8;;0.25;;1
CANCERO;2013;670016237;670016211;0;0;0;610;110;4104;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;670780113;670780055;0;0;0;122;5;525;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;670780162;670000108;0;0;0;196;135;579;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;670780170;670000116;1;0;1;10138;9232;6459;1;;;;9396;0;9201;0;767;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;11;35;;;339;9421;0;0;0;0;0;0;3057;0;0;0;3;;;;3;;12;7;;;;1;3;1;;;12.5;9.2;0.5;;
CANCERO;2013;670780188;670014604;1;0;0;396;38;5021;0;670780212;;;2;;0;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;670780212;670014604;1;0;1;11470;10939;5045;1;;;;11052;0;10759;0;957;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;29;20;;;849;11939;0;0;0;0;0;0;8818;0;0;0;;;4;3;4;3;18;20;;;;8;3;2;;;30.67;12.86;0.63;;
CANCERO;2013;670780378;670000785;0;0;0;355;98;2035;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;670783273;670780055;1;1;1;8754;4207;36250;1;;;;5603;;2905;;949;;112;;;;;0;0;8;0;22;4;18;;;;;;1;;;;;;;;;;;88;13;;;4177;5773;0;0;529;2586;0;0;28056;0;4230;0;1;6;12;2;7.9;4.4;87;18;4;0;49;31;12;0;0;9;108.03;28.46;3.1;0;53.9
CANCERO;2013;670797539;670014604;1;0;0;5;0;162;0;670780212;;;2;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;670798636;670014604;1;0;0;13;0;355;0;670780212;;;3;0;0;0;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;680000197;680000049;1;0;1;1618;1492;1285;1;;;;4;0;1475;0;126;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1480;0;0;0;0;0;0;0;0;0;0;;;1;1;0.5;0.5;;;;;;3;;2;1;;1;;0.73;0.2;
CANCERO;2013;680000544;680000395;1;0;0;435;297;1381;0;680000486;;;378;;287;;53;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;680000627;680000486;1;1;0;1617;1322;1765;1;;;;1352;0;1288;0;173;0;1;0;;;;0;0;57;0;0;9;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;680000684;680000973;1;1;1;27495;24961;25224;1;;;;9948;0;8739;0;1301;0;0;0;2;0;;923;15272;1252;0;0;712;0;3;3;9;1;4;0;;;4;;5;3;3;12.59;0.5;6.83;24;24;;;1171;10805;0;0;0;0;0;0;6013;0;0;0;8;;5;;10.7;;18;9;2;1;19;9;4;3;2;8;25.08;11.05;3.44;1.75;23.87
CANCERO;2013;680001195;680016011;0;0;0;261;171;1049;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;680001245;680000973;1;0;0;239;61;1085;1;680000684;;;16;0;14;0;2;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;680004546;680000486;1;1;1;35682;34035;18132;1;;;;12762;0;11818;0;1467;0;1;0;3;0;;920;21223;1144;0;0;960;0;4;4;10;3;10;0;0;0;8;0;4;1.86;3.1;15.21;3;8.04;17;5;;;630;4545;0;0;0;0;0;0;5048;0;0;0;2;;0;;1.67;;11;7;0;1;9;8;4;0;0;1;16.47;7.87;0;0.46;6.23
CANCERO;2013;680007648;680007598;1;0;0;1;31;31;1;680000684;;;0;12;0;15;0;7;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;680017829;680017811;1;0;0;45;0;89;0;680000486;;;0;67;0;73;0;18;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;690000575;690782222;1;0;1;3716;2869;7391;1;;;;3303;0;2822;0;455;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;3667;0;0;0;0;0;0;0;0;0;0;;;;;;;3;1;;;1;4;1;;;;5.63;1.8;;;1
CANCERO;2013;690000880;690783220;1;1;1;76981;69787;153582;1;690000575;;;26664;640;22038;969;3346;279;141;62;7;1;10;2973;43724;1002;428;373;2686;491;11;9;40;10;16;73;10;1;4;0;2;9.99;9.86;39.9;8.21;16.87;161;71;66;9;8187;27398;2937;1593;778;1293;20;21;45789;16862;3311;63;7;42;1;26;5.97;49.19;291;121;1;7;34;51;7;6;0;3;294.61;114.26;4.39;6.41;34.33
CANCERO;2013;690007539;690781810;1;0;0;1717;1346;2159;1;690019849;;;1395;;1325;;161;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;690011838;690000724;1;1;1;895;895;3;1;;;;901;0;901;0;133;0;1;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;1708;0;0;0;5;0;0;0;0;0;0;;;1;;0.5;;2;;;;1;;;;;;2;;;;1
CANCERO;2013;690019849;690781810;1;0;0;1749;1353;3936;1;;;;1642;;1208;;10;;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;690022959;690000732;0;0;0;208;10;772;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;690023411;690000252;1;1;1;11177;9302;16194;1;;;;9615;0;8963;0;1205;0;0;0;3;0;1;1305;9264;0;170;0;1140;66;;2;14;2;7;0;7;2;3;0;2;1;3.6;16.5;2;8.5;29;23;;;880;9174;0;0;0;3;0;0;10024;0;0;0;4;;1;;4.5;;17;6;;;3;3;2;1;;1;19.16;6.92;0.74;;3.48
CANCERO;2013;690780093;750821092;1;0;1;1296;928;2856;1;;;;1175;0;905;0;172;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;6;;;553;1307;0;0;2;3;0;0;3870;0;6;0;2;;;;1.5;;18;9;;;4;;;;;;11.92;5.87;;;2.58
CANCERO;2013;690780358;690000195;1;0;1;567;129;2584;1;;;;29;0;27;0;6;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;27;0;0;0;1;0;0;0;0;0;0;0;;;2;0;2;1;1;;;;;;1;1;;0.15;0.15;0.71;0.5;
CANCERO;2013;690780366;690000203;1;1;1;3447;2799;4149;1;;;;2773;0;2684;0;323;0;0;0;2;0;0;717;7650;5;0;0;615;0;0;2;10;1;3;0;7;0;0;;2;1;2;10;1;4.31;1;1;;;64;2683;0;0;0;0;0;0;0;0;0;0;;;3;;1.5;;1;;;;;3;;1;1;;3.1;;0.5;0.5;
CANCERO;2013;690780382;690000211;0;0;0;196;34;1255;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;690780390;690000229;1;0;1;1632;1307;2431;1;;;;1286;0;1259;0;164;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;1240;0;0;0;0;0;0;0;0;0;0;;;;1;;0.5;2;;;;;;;1;1;;1.98;;0.25;0.1;
CANCERO;2013;690780416;690031190;1;0;1;1386;1067;2568;1;;;;1123;0;1055;0;148;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;10;;;1;1209;0;0;0;1;0;0;7;0;0;0;;;1;4;0.2;0.2;;;;;;6;;1;1;1;3.5;;0.2;0.1;0.4
CANCERO;2013;690780648;690036900;1;0;1;5902;5367;3806;1;;;;5325;0;5136;0;518;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;5176;0;0;0;6;0;0;0;0;0;0;2;;;;2;;2;;;;1;4;;;1;;4.3;;;0.8;1
CANCERO;2013;690780655;690000377;1;0;1;475;362;910;0;690782834;;;332;0;459;0;66;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;394;0;0;0;0;0;0;0;0;0;0;;;;6;;6;1;;;;;1;;1;;;1.5;;0.5;;
CANCERO;2013;690780663;690000385;1;0;1;2409;1913;3686;1;;;;1910;0;1881;0;248;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1878;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;690781836;690006598;1;0;1;1432;1039;3683;1;;;;1231;0;956;0;202;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;;241;562;0;0;0;0;0;0;2390;0;0;0;1;3;1;5;1.6;5.7;13;8;;;;7;2;1;1;4;21.9;9.5;0.2;0.2;2
CANCERO;2013;690782834;690000724;1;0;0;763;166;4724;1;;;;6;0;1592;0;6;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;690783154;690781810;1;0;1;3809;2268;16281;1;;;;2407;;1989;;401;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2653;0;0;0;0;0;0;0;0;0;0;1;2;;;0.8;2.25;4;3;;;4;1;1;;;;4.62;3.72;;;4.2
CANCERO;2013;690784137;690781810;1;1;1;48384;41982;96223;1;;;;17549;;13846;;2405;;5;;4;0;0;1253;24544;364;89;671;1360;673;2;;;;17;1;2;;;;16;4;;;;29.49;10;15;;;817;5643;936;22;0;0;6;0;2923;7094;0;23;2;2;;3;1.33;3.78;27;20;;;9;11;1;;;4;34.12;22.8;0.63;;13.14
CANCERO;2013;690784152;690781810;1;0;1;4430;2338;19691;1;;;;3355;;2222;;573;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;1330;0;0;0;0;0;0;0;0;0;0;;;;;;;6;1;;;1;1;;;;;3.36;0.63;;;0.33
CANCERO;2013;690784178;690781810;1;0;0;1688;1069;7874;1;;;;1159;;1066;;204;;0;;;;;0;0;20;0;0;20;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;690784186;690781810;1;0;0;1815;739;6240;1;;;;946;;722;;178;;0;;0;;0;0;0;31;0;622;24;590;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;690784202;690781810;1;0;0;42;26;35;0;690784137;;;26;;26;;5;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;690788930;690001623;1;0;0;302;5;8314;0;690029194;;;0;161;0;224;0;75;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;690793468;690002068;1;0;1;4115;2942;9486;1;;;;3042;0;2894;0;400;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;2724;0;0;0;0;0;0;0;0;0;0;;12;;12;;;12;;;;;4;;1;1;3;3.09;;0.02;0.02;0.04
CANCERO;2013;690805361;690805353;1;0;0;1489;810;4390;1;;;;1128;0;729;0;188;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;690807367;690003447;1;0;1;1747;1319;2414;1;;;;1124;0;1104;0;134;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;1104;0;0;0;0;0;0;0;0;0;0;;;1;;0.5;;;;;;;;;;;;;;;;
CANCERO;2013;700000029;700004591;1;0;0;4490;4154;3642;1;;;;4208;0;4123;0;491;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;710006859;710000118;1;0;1;3069;2283;6752;1;;;;2114;0;2000;0;308;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;1.5;;1;;;;;1;;;;;1.86;;;;
CANCERO;2013;710010067;710780644;1;0;0;1330;842;3472;1;;;;1156;0;814;0;178;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;710014317;710001843;1;1;0;0;0;240;0;210011847;;;;;;;;;;;2;0;0;1861;21112;0;0;0;930;0;0;3;8;1;5;0;4;0;3;0;5;2;3;10.54;1;8.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;710780917;710000274;1;0;1;9738;8740;10868;1;;;;8821;9;8574;9;804;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;0;9021;0;0;0;0;0;0;0;0;0;0;3;;;;3;;;;;;;;;;;;;;;;
CANCERO;2013;710978263;710780958;1;0;1;4636;3509;7329;1;;;;4276;10;3345;12;535;6;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;21;12;;;944;4365;0;0;0;0;0;0;4422;0;0;0;2;1;2;;2.1;1;14;8;1;0;5;4;1;;0;1;13.6;6.49;1;0;5.76
CANCERO;2013;710978289;710780263;1;0;1;3459;2620;6502;1;;;;3193;9;2542;10;434;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;11;9;;;663;3300;0;0;0;0;0;0;3864;0;0;0;3;;;;3;;6;1;;;2;4;4;;;;9.3;3.9;;;2
CANCERO;2013;710978313;710976705;1;0;1;5129;4998;1952;1;;;;5104;;4981;;443;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;12;;;567;5273;0;0;0;0;0;0;6363;0;0;0;;;;;;;6;11;;;4;4;1;;;2;9.85;8.42;;;4.24
CANCERO;2013;710978347;710781204;0;0;0;653;74;4440;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
