BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_A5;CANCERO_A6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2013;260013388;260007018;1;0;0;100;100;100;0;260000021;260016910;;0;7;0;7;0;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;270000326;270000680;1;0;1;6819;6287;3945;1;;;;6244;0;6172;0;444;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;0;6171;0;0;0;0;0;0;0;0;0;0;1;;;3;1;1;8;6;;;;1;;1;;;8.5;6;0.5;;
CANCERO;2013;270000359;270023724;1;0;1;3705;2638;5185;1;;;;3451;0;2550;0;409;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;1107;;;;0;;;;4522;;0;;4;;1;;4.8;;3;3;;;;7;6;;;;6.03;5.98;;;
CANCERO;2013;270000458;270023724;1;0;0;1119;944;1654;0;;;;1012;0;933;0;132;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;270016058;270016009;1;0;0;0;0;0;0;;;;0;12;0;18;0;8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;270021439;270002652;0;1;0;14362;14362;250;0;;;;;;;;;;;;2;0;0;800;14362;0;0;0;668;0;2;2;6;1;4;0;0;0;3;0;2;2;2;8.05;1;4.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;280000084;280000183;1;0;1;2575;1867;5454;1;;;;2292;0;1842;0;327;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;11;;;795;1894;0;0;5;1;0;0;4329;0;26;0;;1;2;;0.36;1;15;11;1;;9;2;;;;;8.35;5.77;1;;6.24
CANCERO;2013;280000159;280000068;1;0;1;1127;695;2727;1;;;;650;0;845;0;84;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;0;842;0;0;0;0;0;0;0;0;0;0;1;;;;1;;1;1;;;;;;1;;;0.69;0.89;0.5;;0.16
CANCERO;2013;280000662;280500075;1;0;0;424;399;226;0;450002613;280505777;410000202;383;;353;;68;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;280001678;450011150;1;0;0;108;0;769;0;280000134;;;0;93;0;136;0;13;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;280003898;450011150;1;0;0;17;0;152;0;280000134;;;0;7;0;7;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;280007121;720002294;0;1;0;0;0;0;;;;;;;;;;;;;2;0;0;916;20663;;;;885;;1;1;6;2;;0;2;1;4;;10;2.25;1.95;9.64;2;2.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;280504267;280000134;1;0;1;5497;4915;5610;1;;;;5080;0;4881;0;608;0;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;15;;;767;4118;0;0;0;0;0;0;5104;0;0;0;3;;;;3;;10;9;;;9;5;2;1;;8;13.95;9.97;0.5;;10.71
CANCERO;2013;280505777;280001199;1;0;1;2362;1904;3389;1;;;;2088;0;1887;0;233;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;15;7;;;390;1994;0;0;0;0;0;0;3649;0;0;0;2;;;;2;;2;3;;;;6;6;1;1;;5.98;8.23;0.25;0.2;
CANCERO;2013;290000025;290020700;1;1;1;29079;27762;50980;1;;;;10335;87;9581;87;1256;7;8;0;2;0;0;741;17300;99;0;0;760;0;4;3;14;;12;0;;;5;;1;3.1;3;16.49;;13.05;160;17;0;0;486;4892;0;0;0;41;0;0;4709;0;0;0;0;5;1;0;0.9;3.21;15;12;;;3;3;3;1;;3;16.19;12.97;0.4;;5.67
CANCERO;2013;290000033;290021542;1;0;1;3659;3105;4804;1;;;;3388;0;3082;0;341;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2;11;;;221;3170;0;0;0;0;0;0;276;0;0;0;1;;2;2;1.2;0.3;;;;;;;;;;;;;;;
CANCERO;2013;290000058;290000017;1;1;1;33312;30328;14953;1;;;;11819;0;9266;0;1592;0;50;0;3;0;0;965;19712;1246;240;75;892;189;3;5;13;2;7;0;;;3;1;1;2.5;5;15.4;5.7;7.8;46;14;;;2536;31309;0;0;1;2;0;0;11418;0;5;0;8;14;;;6.9;7.3;42;34;1;;36;27;7;1;;8;61.95;39.8;1.5;;42
CANCERO;2013;290000066;290020700;1;0;0;381;367;110;1;;;;375;0;365;0;51;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;290000140;290000447;1;1;1;6863;5959;5624;1;;;;6339;9;5743;21;738;7;0;0;2;0;0;865;14890;784;0;0;667;0;3;1;6;;;0;;1;;2;;3;1.9;6;1;;;13;;;0;5835;0;0;0;0;0;0;0;0;0;0;5;;;;5;;22;20;;;;10;1;1;;;27.4;20.5;0.5;;
CANCERO;2013;290000173;290000041;1;0;0;785;642;476;1;;;;608;;531;;82;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;290000181;290000074;1;0;0;1398;1333;664;0;290000017;290000025;;1177;;1137;;134;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;290000207;290000520;1;0;1;1027;651;2873;1;;;;616;0;603;0;85;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;604;0;0;0;0;0;0;0;0;0;0;;;;;;;3;;;;;1;;;;;3.8;;;;
CANCERO;2013;290000215;290029974;0;0;0;787;154;1380;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;290000728;750821092;1;0;0;712;503;2221;1;;;;608;0;478;0;100;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;290000785;220020739;1;0;1;609;511;1105;0;290020700;;;502;0;489;0;64;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;522;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;290004324;290000017;0;1;0;1276;129;10563;0;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;290019777;290022508;0;0;0;775;151;4871;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;290023431;290001049;1;0;1;1386;1090;1748;0;290000140;;;928;0;860;0;100;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;890;;;;0;;;;;;;;1;4;;0.3;0.2;;;;;;4;;1;;;2.42;;0.1;;
CANCERO;2013;2A0000139;2A0000063;0;0;0;697;439;1791;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;2A0000287;2A0000386;1;1;1;14453;13909;16700;1;;;;3914;;3410;;561;;0;;1;1;;344;7946;95;0;0;379;0;2;2;6;;4;0;2;;1;;;2.2;2;6.4;;3.96;21;9;;;831;3663;0;0;0;0;0;0;5000;0;0;0;1;2;2;1;1.8;2.5;0;0;0;0;11;0;0;0;0;1;0;0;0;0;10.37
CANCERO;2013;2B0000012;2B0000020;1;0;0;2757;2466;2325;1;;;;2500;0;2440;0;283;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;2B0000038;2B0004246;1;0;0;445;429;323;1;;;;445;2;429;2;50;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;2B0000145;2B0000053;1;1;1;5175;4780;3080;1;;;;4834;;4538;;452;;0;;0;;;0;0;7;0;0;4;0;0;;;;;0;;;;;;;;;;;;10;;;5;4;0;0;0;1;0;0;18;0;0;0;2;1;;;2;1;6;;;;;;;1;1;3;6;;0.25;0.2;2.5
CANCERO;2013;2B0000160;2B0000087;0;0;0;83;29;219;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;2B0000392;2B0000129;0;0;0;357;15;2728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;2B0003289;2B0003198;1;0;0;15;0;429;0;200200145;200200020;;0;15;0;25;0;8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;300000023;300780046;1;0;1;6156;5589;4069;1;;;;5893;;5544;;639;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;6;0;0;731;5705;0;0;0;0;0;0;4319;0;0;0;;3;;3;;3.72;11;9;0;0;6;7;4;2;0;10;13.17;9.8;0.7;0;9.95
CANCERO;2013;300000031;300780053;1;0;0;1276;1085;1629;1;;;;1129;4;1076;10;172;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;300010964;300010931;0;1;0;21874;21874;250;0;;;;;;;;;;;;2;0;;1667;21437;437;;;951;;4;2;7;1;7;0;;1;1;;5;4;2.8;7.5;1;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;300013745;340784933;1;0;0;15;1;819;1;;;;0;5;0;7;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;300013786;300780038;1;0;0;129;;2885;1;;;;;7;;8;;5;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;300780137;920028396;0;0;0;567;317;1968;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;300780152;300000114;0;0;0;246;14;2237;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;300780285;300000726;1;0;1;6966;6524;1458;1;;;;6953;0;6502;0;800;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;24;8;;;1203;6502;0;0;0;0;0;0;6804;0;0;0;;;6;1;3;1;11;7;;;3;1;;1;1;;10.8;7;0.25;0.4;3
CANCERO;2013;300781465;300000726;0;0;0;566;53;3310;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;300782117;300780038;1;1;1;26055;23602;71733;1;;;;10084;;9046;;1278;;7;;2;1;;592;13648;180;0;21;597;20;4;5;13;;12;0;;;6;;4;4;3.67;17.1;;14.78;17;13;;;650;7181;0;0;0;0;0;0;5094;0;0;0;2;;;;2;;;;;;;;;;;;;;;;
CANCERO;2013;300788502;300788486;0;0;0;540;21;4281;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;310000310;310780671;1;0;1;1048;978;856;1;;;;1012;0;976;0;148;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;1696;0;0;0;0;0;0;0;0;0;0;1;;1;;1.6;;3;2;;;;2;;;;;3.41;2;;;
CANCERO;2013;310005459;310021886;1;0;0;417;0;2226;0;310781406;;;0;417;0;434;0;74;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;310016977;310781406;1;0;1;2092;1383;5845;1;;;;1815;0;1254;0;45;0;173;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;3295;0;0;0;3229;0;0;0;0;0;0;4;1;1;;1.6;0.3;4;2;;;5;5;5;2;;;7.5;6;0.5;;4
CANCERO;2013;310019351;310781406;1;0;1;3575;2099;8316;1;;;;2538;0;1924;0;473;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;13;16;;;931;4256;0;0;0;124;0;0;4180;0;0;0;5;3;2;;2.22;1.5;20;15;1;;10;7;1;;;;16.19;10.84;0.7;;6.05
CANCERO;2013;310780101;310000039;1;0;1;4448;3304;6531;1;;;;3106;0;3020;0;369;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;0;2807;0;0;0;0;0;0;0;0;0;0;1;;;;1;;2;;;;1;1;;;;;2.45;;;;0.48
CANCERO;2013;310780135;310000054;0;0;0;597;237;1956;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;310780150;310788799;0;0;0;374;186;754;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;310780259;310000096;1;0;1;13459;12193;11642;1;310783048;;;12726;110;12161;122;1459;19;0;17;;;;;;;;;;;;;;;;;;;;;;;;;;;26;35;21;1;909;12102;577;22;0;0;0;0;7260;4878;0;0;5;6;5;2;7.5;7;32;17;;;1;2;;;;;32.6;15.92;;;0.91
CANCERO;2013;310780283;310000112;1;0;1;4754;3760;10019;1;;;;3669;0;3525;0;496;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;3882;;;0;0;0;0;0;;0;0;4;;;;4;;8;1;1;;;2;;;;;4.5;1;1;;
CANCERO;2013;310780309;310000120;0;0;0;445;147;2214;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;310781000;310788880;1;1;1;3611;2668;7996;1;;;;2659;0;2601;0;333;0;0;0;0;;;0;0;70;0;0;69;0;;;;;;0;;;;;;;;;;;;6;;;0;2511;0;0;0;0;0;0;0;0;0;0;1;5;;;1;5;1;;;;1;4;;;;;3.77;;;;0.99
CANCERO;2013;310781067;310788898;1;0;0;559;483;785;0;310781406;;;544;0;512;0;62;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;310781505;310000492;1;0;1;3749;3072;6223;1;;;;3126;0;3072;0;377;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;3275;0;0;0;1;0;0;0;0;0;0;1;;;;1;;2;;;;1;1;;1;;;2.5;;0.3;;1
CANCERO;2013;310782347;310789136;1;1;1;64637;60079;134981;1;;;;15561;0;13053;0;2259;0;5;0;5;0;3;2454;43847;1160;161;361;2466;381;6;11;26;4;14;41;5;2;5;1;3;9.04;12.49;29.81;4.79;15.09;67;33;42;5;3874;13505;1887;1514;30;9;6;15;17760;8666;93;36;15;;4;1;14.1;0.5;72;27;2;;11;13;7;2;3;2;73.92;31.39;2.38;2.26;11.27
CANCERO;2013;310783048;310781406;1;1;1;8680;5820;28084;1;;;;6747;0;4829;0;1261;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;24;16;;;1452;6178;0;0;16;9;0;0;8604;0;115;0;8;;;;5.2;;33;30;;;7;9;;2;;3;39.95;30;1;;4.45
CANCERO;2013;310783055;310781406;1;0;1;7041;4508;18061;1;;;;4882;0;4417;0;770;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;4112;0;0;0;0;0;0;;0;0;0;2;2;;;2;2;7;5;1;;4;6;2;;;4;11.53;6.02;1;;4.98
CANCERO;2013;310787304;310781406;1;0;0;201;1;1259;0;310783048;;;192;0;0;0;55;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;310797527;310797519;0;1;0;;;;0;;;;;;;;;;;;7;0;1;19291;64320;;221;;2994;92;11;6;33;5;;92;2;3;6;5;;12.5;2.4;10.8;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;320000086;320780117;1;0;1;2216;1903;2420;1;;;;2149;;1858;;285;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;;177;2050;0;0;0;0;0;0;340;0;0;0;2;0;0;1;1.1;0.2;13;13;;0;1;;0;1;0;0;4.54;5;0.86;0;1
CANCERO;2013;320780067;320000052;0;0;0;75;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330000332;330780545;1;0;0;524;409;766;0;330780115;;;468;12;350;14;63;5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330000340;330780552;1;0;1;2793;2247;3932;1;;;;2117;758;2072;816;206;129;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2479;0;0;0;4;0;0;0;0;0;0;4;;;;0.6;;5;;;;;2;;;;;4.5;;;;
CANCERO;2013;330000555;330781204;0;0;0;72;9;705;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330000589;330027509;1;0;0;294;230;682;0;330781196;;;223;0;214;0;37;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330000605;330781253;1;1;1;17627;15975;23014;1;;;;5572;0;4521;0;646;0;7;0;2;0;;450;10875;178;0;0;507;0;3;3;8;;7;0;0;;2;;;2;2.91;9.19;;5;18;12;0;0;1028;4009;0;0;0;0;0;0;4887;0;0;0;3;8;0;0;2.5;1.13;8;9;1;;9;2;;;;;9;8.62;0.5;;7
CANCERO;2013;330000662;330781329;1;1;1;51837;46416;99530;1;;;;17075;0;13874;0;2542;0;5;0;4;0;3;1416;30361;263;382;234;1473;346;8;8;18;5;14;8;0;;6;;;7.17;7.51;20.73;5;12.82;100;25;54;4;4828;4;2973;1139;36;0;4;3;22488;12672;97;11;4;14;5;8;6.83;15.69;136;60;1;1;64;16;3;8;;18;116.76;57.83;5.23;1;68.2
CANCERO;2013;330780040;330000027;0;0;0;462;33;2010;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780081;330000043;0;0;0;1350;104;8048;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780115;330000076;1;1;1;8941;8025;4418;1;;;;7844;0;7830;0;932;0;1;0;2;0;2;0;0;13;0;38;13;21;3;3;3;2;5;0;;;;;;3;3;3;2;5;23;16;;;560;8071;0;0;0;14;0;0;5559;0;0;0;4;;1;1;4.5;0.5;12;12;;;;5;5;2;1;2;16;16;1.3;0.5;0.5
CANCERO;2013;330780123;330000084;0;0;0;291;187;187;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780206;330000126;1;0;1;1510;1263;20446;0;330780263;;;652;0;1177;0;166;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;0.2;0.54;1;1;;;;2;;1;1;2;1.85;1;0.38;0.88;0.68
CANCERO;2013;330780255;330010059;0;0;0;289;174;851;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780263;330000134;1;0;1;2609;2185;15125;1;;;;1075;0;1995;0;247;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;448;0;0;0;0;0;0;0;0;0;0;;;1;;0.5;;3;;;;;1;;;;;2.54;;;;
CANCERO;2013;330780479;330000274;1;1;1;10370;8513;96215;1;;;;5251;0;8504;0;1243;0;0;0;0;;2;0;0;8;0;5;8;5;;;;;4;0;;;;;5;;;;;6.87;37;10;;;307;33;0;0;0;0;0;0;3179;0;0;0;4;1;1;;4;1;11;8;;;;1;;1;1;1;11.8;8;0.43;0.5;0.75
CANCERO;2013;330780495;330796392;0;0;0;82;25;380;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780503;330000308;0;0;0;237;106;758;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780511;330000316;1;0;1;1937;1726;1755;1;;;;1757;0;1716;0;172;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1738;0;0;0;0;0;0;0;0;0;0;1;;;;1;;;;;;;;;;;;;;;;
CANCERO;2013;330780529;330796392;0;0;0;239;12;2396;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330780537;330000324;0;0;0;235;84;1162;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330781303;750821092;1;0;0;940;701;1839;1;;;;772;0;626;0;114;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;330781352;330781196;1;0;1;8812;6548;13869;1;;;;8079;0;6439;0;1186;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;22;12;;;1250;4854;0;0;1;7;0;0;6169;0;6;0;3;2;;4;3;3.62;23;18;1;;5;5;3;1;2;2;27.57;20.29;1.23;1.3;6.42
CANCERO;2013;330781360;330781196;1;0;1;4487;1610;28585;1;;;;1719;0;942;0;159;0;204;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;10;;;607;3471;0;0;601;3388;0;0;5186;0;5150;0;;1;;1;;1.4;30;21;;;;13;8;2;;;28.54;16.4;0.5;;
CANCERO;2013;330781402;330000670;1;0;1;638;591;138;0;330780115;;;579;0;566;0;84;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;0;0;567;0;0;0;0;0;0;0;0;0;0;;;2;;2;;1;;;;;;;;;;1;;;;
CANCERO;2013;330782582;330000928;1;0;1;1590;1185;3217;0;330780115;330000662;;981;0;962;0;136;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;0;1024;0;0;0;0;0;0;0;0;0;0;0;;;;;;2;;;;;;;;;2;1.95;;;;1.1
CANCERO;2013;330783648;330781196;1;1;0;33611;29887;70844;1;;;;14445;0;8378;0;1651;0;15;0;3;0;0;1009;19615;94;60;120;1040;133;8;5;17;;17;25;;;7;;2;2.9;4.47;16.78;;15.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340000033;340780055;1;0;0;4128;3356;7271;1;;;;3791;80;3263;85;435;14;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340000207;340780493;1;1;1;68301;63568;28345;1;;;;19427;;17037;;2491;;1;;5;;2;2149;43767;731;177;338;2173;421;8;7;26;2;16;18;5;0;3;2;1;7.71;5.51;26.81;3.58;17.55;91;44;68;12;4672;18085;2863;1990;19;5;3;4;26603;16334;115;18;15;15;9;7;8.24;11.77;88;58;1;2;65;43;12;4;3;14;106.98;61.09;3.12;3.42;67.31
CANCERO;2013;340000223;340011295;1;0;0;932;708;2413;1;;;;701;0;662;0;94;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340009885;340009877;1;0;1;3460;2963;2420;1;;;;2585;0;2662;0;424;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2179;0;0;0;0;0;0;0;0;0;0;1;;5;;3.5;;9;7;;;;;1;2;1;;9;7.5;0.2;0.07;
CANCERO;2013;340015502;340000512;0;0;0;519;23;6760;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340015965;340000074;1;0;1;5234;3970;10229;1;;;;3913;0;3913;0;524;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;0;3913;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;2;0;;;0;2;0;;;0;3.35;0;;;0
